STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,CREATED_AT,SOURCE_FILENAME,FILE_BLOB,MIME_TYPE,RELATED_EXPENSE_ID,VALUE_DATE,MATCH_TYPE,GROUPED_INVOICE_IDS,ACTUAL_INVOICE_ID
2020,2025-09-20,VIREMENT RECU,PAIEMENT PARTIEL 4/4 - REF: FAC-2025-32847,,430.8899999999999,Paiement partiel 4 facture FAC-2025-32847,4908.0,2025-07-28 15:45:43.136693,releve_202509.csv,,text/csv,,2025-09-20,PARTIAL,,
2021,2025-04-21,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2025-17382,,4825.23,Paiement partiel 1 facture FAC-2025-17382,4911.0,2025-07-28 15:45:43.136693,releve_202504.csv,,text/csv,,2025-04-21,PARTIAL,,
2022,2025-05-05,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2025-17382,,4825.23,Paiement partiel 2 facture FAC-2025-17382,4911.0,2025-07-28 15:45:43.136693,releve_202505.csv,,text/csv,,2025-05-05,PARTIAL,,
2023,2023-10-15,VIREMENT RECU,PAIEMENT PARTIEL 1/4 - REF: FAC-2023-78567,,8541.76,Paiement partiel 1 facture FAC-2023-78567,4913.0,2025-07-28 15:45:43.136693,releve_202310.csv,,text/csv,,2023-10-15,PARTIAL,,
2024,2023-10-31,VIREMENT RECU,PAIEMENT PARTIEL 2/4 - REF: FAC-2023-78567,,8541.77,Paiement partiel 2 facture FAC-2023-78567,4913.0,2025-07-28 15:45:43.136693,releve_202310.csv,,text/csv,,2023-10-31,PARTIAL,,
2025,2023-10-30,VIREMENT RECU,PAIEMENT PARTIEL 3/4 - REF: FAC-2023-78567,,8541.76,Paiement partiel 3 facture FAC-2023-78567,4913.0,2025-07-28 15:45:43.136693,releve_202310.csv,,text/csv,,2023-10-30,PARTIAL,,
2026,2023-10-25,VIREMENT RECU,PAIEMENT PARTIEL 4/4 - REF: FAC-2023-78567,,8541.769999999995,Paiement partiel 4 facture FAC-2023-78567,4913.0,2025-07-28 15:45:43.136693,releve_202310.csv,,text/csv,,2023-10-25,PARTIAL,,
2027,2024-05-03,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2024-49958,,2621.1,Paiement partiel 1 facture FAC-2024-49958,4915.0,2025-07-28 15:45:43.136693,releve_202405.csv,,text/csv,,2024-05-03,PARTIAL,,
2028,2024-04-21,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2024-49958,,2621.1,Paiement partiel 2 facture FAC-2024-49958,4915.0,2025-07-28 15:45:43.136693,releve_202404.csv,,text/csv,,2024-04-21,PARTIAL,,
2029,2024-09-26,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2024-85913,,282.49,Paiement partiel 1 facture FAC-2024-85913,4916.0,2025-07-28 15:45:43.136693,releve_202409.csv,,text/csv,,2024-09-26,PARTIAL,,
2030,2024-09-17,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2024-85913,,282.49,Paiement partiel 2 facture FAC-2024-85913,4916.0,2025-07-28 15:45:43.136693,releve_202409.csv,,text/csv,,2024-09-17,PARTIAL,,
2031,2024-01-30,VIREMENT RECU,PAIEMENT PARTIEL 1/4 - REF: FAC-2023-70077,,104.72,Paiement partiel 1 facture FAC-2023-70077,4918.0,2025-07-28 15:45:43.136693,releve_202401.csv,,text/csv,,2024-01-30,PARTIAL,,
2032,2024-02-11,VIREMENT RECU,PAIEMENT PARTIEL 2/4 - REF: FAC-2023-70077,,104.73,Paiement partiel 2 facture FAC-2023-70077,4918.0,2025-07-28 15:45:43.136693,releve_202402.csv,,text/csv,,2024-02-11,PARTIAL,,
2033,2024-02-15,VIREMENT RECU,PAIEMENT PARTIEL 3/4 - REF: FAC-2023-70077,,104.72,Paiement partiel 3 facture FAC-2023-70077,4918.0,2025-07-28 15:45:43.136693,releve_202402.csv,,text/csv,,2024-02-15,PARTIAL,,
2034,2024-02-09,VIREMENT RECU,PAIEMENT PARTIEL 4/4 - REF: FAC-2023-70077,,104.72999999999993,Paiement partiel 4 facture FAC-2023-70077,4918.0,2025-07-28 15:45:43.136693,releve_202402.csv,,text/csv,,2024-02-09,PARTIAL,,
2035,2024-07-13,VIREMENT RECU,PAIEMENT PARTIEL 1/3 - REF: FAC-2024-19421,,3265.42,Paiement partiel 1 facture FAC-2024-19421,4922.0,2025-07-28 15:45:43.136693,releve_202407.csv,,text/csv,,2024-07-13,PARTIAL,,
2036,2024-06-29,VIREMENT RECU,PAIEMENT PARTIEL 2/3 - REF: FAC-2024-19421,,3265.42,Paiement partiel 2 facture FAC-2024-19421,4922.0,2025-07-28 15:45:43.136693,releve_202406.csv,,text/csv,,2024-06-29,PARTIAL,,
2037,2024-07-02,VIREMENT RECU,PAIEMENT PARTIEL 3/3 - REF: FAC-2024-19421,,3265.42,Paiement partiel 3 facture FAC-2024-19421,4922.0,2025-07-28 15:45:43.136693,releve_202407.csv,,text/csv,,2024-07-02,PARTIAL,,
2038,2025-04-15,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2025-53075,,4732.98,Paiement partiel 1 facture FAC-2025-53075,4923.0,2025-07-28 15:45:43.136693,releve_202504.csv,,text/csv,,2025-04-15,PARTIAL,,
2039,2025-04-18,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2025-53075,,4732.98,Paiement partiel 2 facture FAC-2025-53075,4923.0,2025-07-28 15:45:43.136693,releve_202504.csv,,text/csv,,2025-04-18,PARTIAL,,
2040,2024-10-25,VIREMENT RECU,PAIEMENT PARTIEL 1/4 - REF: FAC-2024-40317,,4988.57,Paiement partiel 1 facture FAC-2024-40317,4926.0,2025-07-28 15:45:43.136693,releve_202410.csv,,text/csv,,2024-10-25,PARTIAL,,
2041,2024-10-26,VIREMENT RECU,PAIEMENT PARTIEL 2/4 - REF: FAC-2024-40317,,4988.58,Paiement partiel 2 facture FAC-2024-40317,4926.0,2025-07-28 15:45:43.136693,releve_202410.csv,,text/csv,,2024-10-26,PARTIAL,,
2042,2024-10-19,VIREMENT RECU,PAIEMENT PARTIEL 3/4 - REF: FAC-2024-40317,,4988.57,Paiement partiel 3 facture FAC-2024-40317,4926.0,2025-07-28 15:45:43.136693,releve_202410.csv,,text/csv,,2024-10-19,PARTIAL,,
2043,2024-10-23,VIREMENT RECU,PAIEMENT PARTIEL 4/4 - REF: FAC-2024-40317,,4988.58,Paiement partiel 4 facture FAC-2024-40317,4926.0,2025-07-28 15:45:43.136693,releve_202410.csv,,text/csv,,2024-10-23,PARTIAL,,
2044,2024-06-03,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2024-03699,,10596.95,Paiement partiel 1 facture FAC-2024-03699,4930.0,2025-07-28 15:45:43.136693,releve_202406.csv,,text/csv,,2024-06-03,PARTIAL,,
2045,2024-06-08,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2024-03699,,10596.96,Paiement partiel 2 facture FAC-2024-03699,4930.0,2025-07-28 15:45:43.136693,releve_202406.csv,,text/csv,,2024-06-08,PARTIAL,,
2046,2025-08-24,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2025-04325,,1106.56,Paiement partiel 1 facture FAC-2025-04325,4931.0,2025-07-28 15:45:43.136693,releve_202508.csv,,text/csv,,2025-08-24,PARTIAL,,
2047,2025-09-07,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2025-04325,,1106.5500000000002,Paiement partiel 2 facture FAC-2025-04325,4931.0,2025-07-28 15:45:43.136693,releve_202509.csv,,text/csv,,2025-09-07,PARTIAL,,
2048,2024-02-14,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2024-26103,,1475.6,Paiement partiel 1 facture FAC-2024-26103,4932.0,2025-07-28 15:45:43.136693,releve_202402.csv,,text/csv,,2024-02-14,PARTIAL,,
2049,2024-02-10,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2024-26103,,1475.6,Paiement partiel 2 facture FAC-2024-26103,4932.0,2025-07-28 15:45:43.136693,releve_202402.csv,,text/csv,,2024-02-10,PARTIAL,,
2050,2024-03-31,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2023-59923,,7073.28,Paiement partiel 1 facture FAC-2023-59923,4934.0,2025-07-28 15:45:43.136693,releve_202403.csv,,text/csv,,2024-03-31,PARTIAL,,
2051,2024-03-22,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2023-59923,,7073.28,Paiement partiel 2 facture FAC-2023-59923,4934.0,2025-07-28 15:45:43.136693,releve_202403.csv,,text/csv,,2024-03-22,PARTIAL,,
2052,2024-04-19,VIREMENT RECU,PAIEMENT PARTIEL 1/3 - REF: FAC-2024-46396,,451.78,Paiement partiel 1 facture FAC-2024-46396,4937.0,2025-07-28 15:45:43.136693,releve_202404.csv,,text/csv,,2024-04-19,PARTIAL,,
2053,2024-05-11,VIREMENT RECU,PAIEMENT PARTIEL 2/3 - REF: FAC-2024-46396,,451.77,Paiement partiel 2 facture FAC-2024-46396,4937.0,2025-07-28 15:45:43.136693,releve_202405.csv,,text/csv,,2024-05-11,PARTIAL,,
2054,2024-05-01,VIREMENT RECU,PAIEMENT PARTIEL 3/3 - REF: FAC-2024-46396,,451.78,Paiement partiel 3 facture FAC-2024-46396,4937.0,2025-07-28 15:45:43.136693,releve_202405.csv,,text/csv,,2024-05-01,PARTIAL,,
2055,2024-03-08,VIREMENT RECU,PAIEMENT PARTIEL 1/2 - REF: FAC-2024-73095,,10740.5,Paiement partiel 1 facture FAC-2024-73095,4939.0,2025-07-28 15:45:43.136693,releve_202403.csv,,text/csv,,2024-03-08,PARTIAL,,
2056,2024-03-20,VIREMENT RECU,PAIEMENT PARTIEL 2/2 - REF: FAC-2024-73095,,10740.5,Paiement partiel 2 facture FAC-2024-73095,4939.0,2025-07-28 15:45:43.136693,releve_202403.csv,,text/csv,,2024-03-20,PARTIAL,,
2057,2024-01-07,VIREMENT RECU,PAIEMENT PARTIEL 1/3 - REF: FAC-2023-57869,,1650.7,Paiement partiel 1 facture FAC-2023-57869,4940.0,2025-07-28 15:45:43.136693,releve_202401.csv,,text/csv,,2024-01-07,PARTIAL,,
2058,2024-01-08,VIREMENT RECU,PAIEMENT PARTIEL 2/3 - REF: FAC-2023-57869,,1650.7,Paiement partiel 2 facture FAC-2023-57869,4940.0,2025-07-28 15:45:43.136693,releve_202401.csv,,text/csv,,2024-01-08,PARTIAL,,
2059,2024-01-16,VIREMENT RECU,PAIEMENT PARTIEL 3/3 - REF: FAC-2023-57869,,1650.6900000000003,Paiement partiel 3 facture FAC-2023-57869,4940.0,2025-07-28 15:45:43.136693,releve_202401.csv,,text/csv,,2024-01-16,PARTIAL,,
2060,2024-03-14,VIREMENT RECU,PAIEMENT PARTIEL 1/3 - REF: FAC-2023-23069,,116.22,Paiement partiel 1 facture FAC-2023-23069,4941.0,2025-07-28 15:45:43.136693,releve_202403.csv,,text/csv,,2024-03-14,PARTIAL,,
2061,2024-02-24,VIREMENT RECU,PAIEMENT PARTIEL 2/3 - REF: FAC-2023-23069,,116.22,Paiement partiel 2 facture FAC-2023-23069,4941.0,2025-07-28 15:45:43.136693,releve_202402.csv,,text/csv,,2024-02-24,PARTIAL,,
