TRANSACTION_ID,AMOUNT,DATE,LABEL,REFERENCE,TYPE,INVOICE_ID
95,2520.4,2023-11-08,VIR FAC-2023-44800,FAC-2023-44800,MATCHED,256
96,17497.04,2025-02-14,VIR FAC-2024-35874,FAC-2024-35874,MATCHED,261
97,17068.32,2024-10-14,VIR FAC-2024-44112,FAC-2024-44112,MATCHED,262
98,20950.49,2024-06-11,VIR FAC-2024-23461,FAC-2024-23461,MATCHED,267
99,1130.9,2024-07-17,VIR FAC-2024-02177,FAC-2024-02177,MATCHED,271
100,13554.07,2023-10-26,VIR FAC-2023-21956,FAC-2023-21956,MATCHED,274
101,30580.16,2024-03-08,VIR FAC-2023-21379,FAC-2023-21379,MATCHED,276
102,12808.66,2023-12-13,VIR FAC-2023-60626,FAC-2023-60626,MATCHED,280
103,2471.42,2025-02-07,VIR FAC-2024-45487,FAC-2024-45487,MATCHED,281
104,6126.45,2024-08-15,VIR FAC-2024-45203,FAC-2024-45203,MATCHED,282
105,1968.91,2024-01-12,VIR FAC-2023-05195,FAC-2023-05195,MATCHED,283
106,434.16,2025-04-14,VIR FAC-2025-28461,FAC-2025-28461,MATCHED,285
107,895.37,2023-11-09,VIR FAC-2023-16083,FAC-2023-16083,MATCHED,287
108,8134.49,2025-04-08,VIR FAC-2025-16681,FAC-2025-16681,MATCHED,289
109,7610.11,2024-12-25,VIR FAC-2024-71396,FAC-2024-71396,MATCHED,293
110,1991.51,2024-02-29,VIR FAC-2023-98791,FAC-2023-98791,MATCHED,298
111,3277.91,2023-12-11,VIR FAC-2023-85686,FAC-2023-85686,MATCHED,302
112,2401.96,2024-11-22,VIR FAC-2024-46259,FAC-2024-46259,MATCHED,303
113,11869.31,2024-03-08,VIR FAC-2024-22672,FAC-2024-22672,MATCHED,304
114,1602.54,2025-03-28,VIR FAC-2025-36217,FAC-2025-36217,MATCHED,310
115,7855.2,2025-03-07,VIR FAC-2025-04480,FAC-2025-04480,MATCHED,311
116,27507.34,2025-06-05,VIR FAC-2025-88698,FAC-2025-88698,MATCHED,314
117,15805.09,2025-07-16,VIR FAC-2025-32444,FAC-2025-32444,MATCHED,316
118,25069.36,2024-09-10,VIR FAC-2024-70088,FAC-2024-70088,MATCHED,317
119,30908.89,2024-12-29,VIR FAC-2024-91391,FAC-2024-91391,MATCHED,323
120,5725.63,2023-10-21,VIR FAC-2023-43635,FAC-2023-43635,MATCHED,325
121,2084.24,2024-11-11,VIR FAC-2024-32956,FAC-2024-32956,MATCHED,326
122,11595.1,2025-01-19,VIR FAC-2024-64600,FAC-2024-64600,MATCHED,327
123,8699.75,2024-02-17,VIR FAC-2023-81031,FAC-2023-81031,MATCHED,330
124,1133.82,2025-06-30,VIR FAC-2025-78710,FAC-2025-78710,MATCHED,331
125,4965.96,2025-06-19,VIR FAC-2025-10944,FAC-2025-10944,MATCHED,333
126,24921.62,2025-08-22,VIR FAC-2025-53494,FAC-2025-53494,MATCHED,338
127,1581.58,2025-04-26,VIR FAC-2025-19986,FAC-2025-19986,MATCHED,339
128,8603.31,2025-04-19,VIR FAC-2025-69554,FAC-2025-69554,MATCHED,342
129,32578.74,2025-09-03,VIR FAC-2025-68857,FAC-2025-68857,MATCHED,343
130,23589.04,2024-07-15,VIR FAC-2024-15960,FAC-2024-15960,MATCHED,346
131,16012.9,2024-10-07,VIR FAC-2024-38220,FAC-2024-38220,MATCHED,347
132,7084.4,2025-05-19,VIR FAC-2025-37341,FAC-2025-37341,MATCHED,349
133,1848.42,2023-11-20,VIR FAC-2023-99971,FAC-2023-99971,MATCHED,352
134,15567.58,2025-07-12,VIR FAC-2025-40174,FAC-2025-40174,MATCHED,357
135,5412.2,2024-11-21,VIR FAC-2024-61498,FAC-2024-61498,MATCHED,358
136,29895.26,2025-06-24,VIR FAC-2025-46579,FAC-2025-46579,MATCHED,359
137,16849.2,2024-06-23,VIR FAC-2024-79584,FAC-2024-79584,MATCHED,361
138,2730.16,2024-08-10,VIR FAC-2024-88646,FAC-2024-88646,MATCHED,364
139,24655.68,2023-09-09,VIR FAC-2023-01833,FAC-2023-01833,MATCHED,366
140,11076.75,2024-10-04,VIR FAC-2024-16741,FAC-2024-16741,MATCHED,367
141,9582.08,2024-04-07,VIR FAC-2024-98543,FAC-2024-98543,MATCHED,370
142,9412.2,2025-03-25,VIR FAC-2025-48127,FAC-2025-48127,MATCHED,373
143,3097.68,2025-04-20,VIR FAC-2025-80949,FAC-2025-80949,MATCHED,374
144,1479.42,2025-03-10,VIR FAC-2025-14734,FAC-2025-14734,MATCHED,377
145,9179.29,2024-08-24,VIR FAC-2024-44846,FAC-2024-44846,MATCHED,379
146,1442.39,2025-03-08,VIR FAC-2025-87776,FAC-2025-87776,MATCHED,381
147,12753.07,2024-02-08,VIR FAC-2023-22407,FAC-2023-22407,MATCHED,383
148,19899.13,2024-03-27,VIR FAC-2024-75403,FAC-2024-75403,MATCHED,384
149,10367.5,2025-01-31,VIR FAC-2024-26557,FAC-2024-26557,MATCHED,385
150,7933.73,2025-03-13,VIR FAC-2025-00328,FAC-2025-00328,MATCHED,387
151,4814.19,2024-01-29,VIR FAC-2023-46922,FAC-2023-46922,MATCHED,388
152,1809.06,2023-10-08,VIR FAC-2023-37648,FAC-2023-37648,MATCHED,389
153,7006.27,2025-02-22,VIR FAC-2024-36072,FAC-2024-36072,MATCHED,392
154,17096.16,2025-06-09,VIR FAC-2025-15671,FAC-2025-15671,MATCHED,403
155,4155.54,2024-10-19,VIR FAC-2024-55866,FAC-2024-55866,MATCHED,404
156,3289.6,2024-03-07,VIR FAC-2023-50473,FAC-2023-50473,MATCHED,405
157,13148.64,2025-07-18,VIR FAC-2025-70381,FAC-2025-70381,MATCHED,406
158,3467.69,2024-11-22,VIR FAC-2024-95368,FAC-2024-95368,MATCHED,410
159,25767.0,2025-08-07,VIR FAC-2025-31440,FAC-2025-31440,MATCHED,412
160,8555.76,2025-08-09,VIR FAC-2025-22001,FAC-2025-22001,MATCHED,415
161,1965.85,2023-10-02,VIR FAC-2023-48689,FAC-2023-48689,MATCHED,418
162,33806.13,2024-11-24,VIR FAC-2024-69832,FAC-2024-69832,MATCHED,420
163,10246.04,2024-07-25,VIR FAC-2024-52661,FAC-2024-52661,MATCHED,421
164,10052.17,2024-02-05,VIR FAC-2023-31533,FAC-2023-31533,MATCHED,422
165,2553.84,2025-09-11,VIR FAC-2025-17533,FAC-2025-17533,MATCHED,423
166,2088.29,2025-03-10,VIR FAC-2024-57874,FAC-2024-57874,MATCHED,427
167,21621.2,2024-01-25,VIR FAC-2023-72721,FAC-2023-72721,MATCHED,432
168,24508.63,2024-03-31,VIR FAC-2024-03886,FAC-2024-03886,MATCHED,437
169,6338.59,2025-09-15,VIR FAC-2025-77879,FAC-2025-77879,MATCHED,439
170,1919.09,2024-05-08,VIR FAC-2024-11632,FAC-2024-11632,MATCHED,440
171,11495.56,2025-06-22,VIR FAC-2025-22472,FAC-2025-22472,MATCHED,442
172,17434.3,2024-05-07,VIR FAC-2024-86769,FAC-2024-86769,MATCHED,445
173,4411.41,2023-11-03,VIR FAC-2023-60869,FAC-2023-60869,MATCHED,446
174,15382.8,2024-04-29,VIR FAC-2024-15315,FAC-2024-15315,MATCHED,447
175,4703.82,2025-02-13,VIR FAC-2024-54316,FAC-2024-54316,MATCHED,448
176,10168.63,2025-01-17,VIR FAC-2024-30611,FAC-2024-30611,MATCHED,449
177,7468.89,2023-12-05,VIR FAC-2023-17482,FAC-2023-17482,MATCHED,452
178,29413.63,2023-11-10,VIR FAC-2023-79617,FAC-2023-79617,MATCHED,454
179,26442.82,2024-09-20,VIR FAC-2024-33981,FAC-2024-33981,MATCHED,456
180,5784.6,2024-07-16,VIR FAC-2024-29871,FAC-2024-29871,MATCHED,458
181,1504.62,2025-07-18,VIR FAC-2025-38029,FAC-2025-38029,MATCHED,460
182,9520.31,2024-08-29,VIR FAC-2024-21208,FAC-2024-21208,MATCHED,463
183,1669.14,2025-09-06,VIR FAC-2025-44724,FAC-2025-44724,MATCHED,469
184,22214.52,2024-07-29,VIR FAC-2024-86434,FAC-2024-86434,MATCHED,472
185,13278.31,2024-11-14,VIR FAC-2024-01270,FAC-2024-01270,MATCHED,473
186,20377.62,2025-01-28,VIR FAC-2024-49329,FAC-2024-49329,MATCHED,474
187,19347.48,2024-02-03,VIR FAC-2023-31719,FAC-2023-31719,MATCHED,475
188,117.93,2025-04-15,VIR FAC-2025-91386,FAC-2025-91386,MATCHED,476
189,21112.2,2023-11-23,VIR FAC-2023-77697,FAC-2023-77697,MATCHED,478
190,7577.17,2024-03-05,VIR FAC-2024-46191,FAC-2024-46191,MATCHED,483
191,3989.16,2025-03-20,VIR FAC-2025-54396,FAC-2025-54396,MATCHED,484
192,13228.06,2024-05-13,VIR FAC-2024-03727,FAC-2024-03727,MATCHED,485
193,3561.46,2024-05-24,VIR FAC-2024-83698,FAC-2024-83698,MATCHED,486
194,925.3,2025-08-21,VIR FAC-2025-90415,FAC-2025-90415,MATCHED,490
195,1752.22,2024-05-12,VIR FAC-2024-72524,FAC-2024-72524,MATCHED,492
196,13486.95,2025-08-09,VIR FAC-2025-06458,FAC-2025-06458,MATCHED,493
197,16676.18,2025-08-24,VIR FAC-2025-29757,FAC-2025-29757,MATCHED,494
198,11456.26,2025-07-04,VIR FAC-2025-65736,FAC-2025-65736,MATCHED,496
199,3817.02,2025-09-08,VIR FAC-2025-98113,FAC-2025-98113,MATCHED,501
200,1598.44,2025-01-28,VIR FAC-2024-51646,FAC-2024-51646,MATCHED,503
201,13420.89,2024-11-13,VIR FAC-2024-08712,FAC-2024-08712,MATCHED,506
202,5602.82,2024-06-19,VIR FAC-2024-02547,FAC-2024-02547,MATCHED,510
203,1622.96,2025-01-24,VIR FAC-2024-52325,FAC-2024-52325,MATCHED,513
204,2851.2,2025-07-31,VIR FAC-2025-92273,FAC-2025-92273,MATCHED,515
205,2936.39,2024-09-20,VIR FAC-2024-12546,FAC-2024-12546,MATCHED,518
206,9277.5,2024-11-04,VIR FAC-2024-24189,FAC-2024-24189,MATCHED,527
207,9034.2,2023-12-17,VIR FAC-2023-52821,FAC-2023-52821,MATCHED,528
208,13062.06,2025-01-22,VIR FAC-2024-81974,FAC-2024-81974,MATCHED,534
209,22994.02,2024-09-07,VIR FAC-2024-55223,FAC-2024-55223,MATCHED,540
210,9685.1,2024-01-03,VIR FAC-2023-34104,FAC-2023-34104,MATCHED,541
211,21391.64,2023-09-16,VIR FAC-2023-51072,FAC-2023-51072,MATCHED,542
212,6168.6,2025-07-18,VIR FAC-2025-56286,FAC-2025-56286,MATCHED,544
213,989.64,2025-07-15,VIR FAC-2025-17375,FAC-2025-17375,MATCHED,545
214,9040.26,2025-09-24,VIR FAC-2025-91021,FAC-2025-91021,MATCHED,546
215,30685.56,2025-08-11,VIR FAC-2025-67287,FAC-2025-67287,MATCHED,547
216,31705.74,2024-06-21,VIR FAC-2024-64382,FAC-2024-64382,MATCHED,550
217,21693.78,2024-04-13,VIR FAC-2024-21287,FAC-2024-21287,MATCHED,563
218,17303.78,2024-08-16,VIR FAC-2024-85090,FAC-2024-85090,MATCHED,568
219,9737.56,2024-04-18,VIR FAC-2024-26423,FAC-2024-26423,MATCHED,577
220,1518.13,2025-04-03,VIR FAC-2025-06179,FAC-2025-06179,MATCHED,579
221,4735.78,2024-05-23,VIR FAC-2024-26996,FAC-2024-26996,MATCHED,580
222,16542.96,2025-06-12,VIR FAC-2025-86192,FAC-2025-86192,MATCHED,581
223,5992.07,2024-09-11,VIR FAC-2024-89132,FAC-2024-89132,MATCHED,583
224,1136.96,2025-01-12,VIR FAC-2024-44282,FAC-2024-44282,MATCHED,585
225,3734.53,2024-05-15,VIR FAC-2024-09580,FAC-2024-09580,MATCHED,586
226,8236.49,2024-09-13,VIR FAC-2024-66614,FAC-2024-66614,MATCHED,590
227,12681.82,2024-08-07,VIR FAC-2024-81183,FAC-2024-81183,MATCHED,591
228,1996.8,2023-12-22,VIR FAC-2023-68688,FAC-2023-68688,MATCHED,592
229,11928.58,2024-11-05,VIR FAC-2024-57274,FAC-2024-57274,MATCHED,595
230,27825.49,2025-09-19,VIR FAC-2025-80135,FAC-2025-80135,MATCHED,596
231,16525.91,2024-05-05,VIR FAC-2024-49565,FAC-2024-49565,MATCHED,598
232,6809.18,2024-11-29,VIR FAC-2024-26610,FAC-2024-26610,MATCHED,601
233,8732.64,2024-01-03,VIR FAC-2023-22713,FAC-2023-22713,MATCHED,604
234,11479.86,2024-03-31,VIR FAC-2024-99224,FAC-2024-99224,MATCHED,607
235,812.69,2023-12-29,VIR FAC-2023-48760,FAC-2023-48760,MATCHED,609
236,11177.57,2024-04-22,VIR FAC-2024-00770,FAC-2024-00770,MATCHED,611
237,3294.02,2025-02-04,VIR FAC-2024-43895,FAC-2024-43895,MATCHED,613
238,23279.23,2024-05-03,VIR FAC-2024-96588,FAC-2024-96588,MATCHED,617
239,963.62,2025-09-17,VIR FAC-2025-49133,FAC-2025-49133,MATCHED,618
240,8753.44,2023-11-22,VIR FAC-2023-75431,FAC-2023-75431,MATCHED,619
241,13150.44,2024-07-11,VIR FAC-2024-37620,FAC-2024-37620,MATCHED,621
242,8142.85,2025-04-13,VIR FAC-2025-11915,FAC-2025-11915,MATCHED,622
243,4079.96,2025-04-14,VIR FAC-2025-96630,FAC-2025-96630,MATCHED,624
244,28488.56,2024-11-06,VIR FAC-2024-07289,FAC-2024-07289,MATCHED,627
245,21762.9,2023-11-01,VIR FAC-2023-38533,FAC-2023-38533,MATCHED,628
246,26303.42,2025-08-22,VIR FAC-2025-59092,FAC-2025-59092,MATCHED,629
247,30004.13,2024-10-07,VIR FAC-2024-83213,FAC-2024-83213,MATCHED,632
248,15669.58,2024-03-05,VIR FAC-2023-16174,FAC-2023-16174,MATCHED,634
249,16641.5,2023-09-15,VIR FAC-2023-01798,FAC-2023-01798,MATCHED,638
250,2073.07,2024-02-13,VIR FAC-2023-82464,FAC-2023-82464,MATCHED,639
251,5542.2,2023-11-26,VIR FAC-2023-89370,FAC-2023-89370,MATCHED,642
252,2955.61,2025-03-21,VIR FAC-2025-66365,FAC-2025-66365,MATCHED,644
253,26780.3,2025-03-30,VIR FAC-2025-96029,FAC-2025-96029,MATCHED,647
254,24168.1,2025-06-25,VIR FAC-2025-25820,FAC-2025-25820,MATCHED,649
255,4529.79,2025-01-29,VIR FAC-2024-54057,FAC-2024-54057,MATCHED,653
256,4656.38,2024-07-04,VIR FAC-2024-88764,FAC-2024-88764,MATCHED,654
257,6743.69,2024-01-20,VIR FAC-2023-92892,FAC-2023-92892,MATCHED,659
258,19182.93,2024-02-17,VIR FAC-2024-73236,FAC-2024-73236,MATCHED,662
259,21936.04,2023-12-18,VIR FAC-2023-14399,FAC-2023-14399,MATCHED,663
260,21309.48,2024-09-27,VIR FAC-2024-46905,FAC-2024-46905,MATCHED,664
261,17778.45,2024-03-12,VIR FAC-2024-55313,FAC-2024-55313,MATCHED,668
262,2982.14,2024-09-27,VIR FAC-2024-39155,FAC-2024-39155,MATCHED,670
263,3162.0,2024-02-04,VIR FAC-2023-43987,FAC-2023-43987,MATCHED,671
264,38281.9,2024-03-05,VIR FAC-2024-29903,FAC-2024-29903,MATCHED,677
265,21993.44,2024-07-11,VIR FAC-2024-27968,FAC-2024-27968,MATCHED,678
266,17895.91,2025-06-12,VIR FAC-2025-95694,FAC-2025-95694,MATCHED,680
267,5955.45,2025-02-23,VIR FAC-2024-32932,FAC-2024-32932,MATCHED,684
268,2445.41,2025-03-09,VIR FAC-2024-67293,FAC-2024-67293,MATCHED,694
269,16412.42,2024-12-10,VIR FAC-2024-45504,FAC-2024-45504,MATCHED,698
270,576.89,2025-02-12,VIR FAC-2024-29290,FAC-2024-29290,MATCHED,700
271,4686.3,2024-08-05,VIR FAC-2024-22014,FAC-2024-22014,MATCHED,703
272,6210.47,2024-05-26,VIR FAC-2024-98121,FAC-2024-98121,MATCHED,704
273,13818.67,2025-03-17,VIR FAC-2025-54317,FAC-2025-54317,MATCHED,708
274,19088.89,2024-06-17,VIR FAC-2024-73175,FAC-2024-73175,MATCHED,709
275,30168.43,2024-12-30,VIR FAC-2024-60957,FAC-2024-60957,MATCHED,711
276,1038.42,2025-04-15,VIR FAC-2025-97381,FAC-2025-97381,MATCHED,712
277,8656.9,2024-11-09,VIR FAC-2024-58287,FAC-2024-58287,MATCHED,715
278,599.28,2024-12-18,VIR FAC-2024-34857,FAC-2024-34857,MATCHED,716
279,27468.67,2024-06-03,VIR FAC-2024-37974,FAC-2024-37974,MATCHED,717
280,4214.45,2024-12-25,VIR FAC-2024-66276,FAC-2024-66276,MATCHED,718
281,3496.54,2025-08-18,VIR FAC-2025-37677,FAC-2025-37677,MATCHED,719
282,19171.46,2024-02-03,VIR FAC-2023-19560,FAC-2023-19560,MATCHED,722
283,35498.95,2023-12-08,VIR FAC-2023-91076,FAC-2023-91076,MATCHED,723
284,31495.04,2024-07-30,VIR FAC-2024-07973,FAC-2024-07973,MATCHED,730
285,22748.69,2025-09-04,VIR FAC-2025-04552,FAC-2025-04552,MATCHED,731
286,929.51,2024-09-05,VIR FAC-2024-56492,FAC-2024-56492,MATCHED,732
287,1983.87,2023-11-08,VIR FAC-2023-43350,FAC-2023-43350,MATCHED,736
288,6405.0,2025-06-01,VIR FAC-2025-55257,FAC-2025-55257,MATCHED,738
289,4420.99,2025-03-06,VIR FAC-2025-70835,FAC-2025-70835,MATCHED,740
290,10386.82,2025-04-13,VIR FAC-2025-71083,FAC-2025-71083,MATCHED,741
291,11619.18,2025-03-10,VIR FAC-2025-01097,FAC-2025-01097,MATCHED,745
292,8348.11,2024-11-24,VIR FAC-2024-40026,FAC-2024-40026,MATCHED,746
293,6989.7,2024-04-05,VIR FAC-2024-75309,FAC-2024-75309,MATCHED,748
294,23515.8,2023-12-28,VIR FAC-2023-57946,FAC-2023-57946,MATCHED,750
295,1713.69,2024-03-17,VIR FAC-2024-18744,FAC-2024-18744,MATCHED,751
296,4899.53,2024-04-25,VIR FAC-2024-25968,FAC-2024-25968,MATCHED,752
297,9681.8,2024-01-20,VIR FAC-2023-62061,FAC-2023-62061,MATCHED,754
298,2196.49,2024-07-21,VIR FAC-2024-60385,FAC-2024-60385,MATCHED,755
299,8799.54,2025-03-23,VIR FAC-2025-56499,FAC-2025-56499,MATCHED,757
300,14294.09,2025-03-14,VIR FAC-2025-92917,FAC-2025-92917,MATCHED,758
301,2988.15,2023-11-08,VIR FAC-2023-24208,FAC-2023-24208,MATCHED,761
302,7768.32,2025-05-26,VIR FAC-2025-32311,FAC-2025-32311,MATCHED,763
303,35685.18,2025-05-16,VIR FAC-2025-60053,FAC-2025-60053,MATCHED,767
304,8490.0,2024-11-17,VIR FAC-2024-52711,FAC-2024-52711,MATCHED,769
305,9475.78,2023-11-12,VIR FAC-2023-53456,FAC-2023-53456,MATCHED,772
306,12793.82,2025-08-09,VIR FAC-2025-90231,FAC-2025-90231,MATCHED,774
307,19807.0,2024-10-18,VIR FAC-2024-06369,FAC-2024-06369,MATCHED,776
308,5880.89,2024-05-02,VIR FAC-2024-06301,FAC-2024-06301,MATCHED,778
309,1989.12,2024-07-18,VIR FAC-2024-82671,FAC-2024-82671,MATCHED,779
