TRANSACTION_ID,AMOUNT,DATE,LABEL,REFERENCE,TYPE,INVOICE_ID
1945,1506.07,2024-12-26,VIR PARTIEL FAC-2024-16487,FAC-2024-16487-2,PARTIAL,4771
1946,1506.0700000000004,2024-12-20,VIR PARTIEL FAC-2024-16487,FAC-2024-16487-3,PARTIAL,4771
1947,4405.18,2024-02-23,VIR PARTIEL FAC-2023-20176,FAC-2023-20176-1,PARTIAL,4774
1948,4405.17,2024-01-31,VIR PARTIEL FAC-2023-20176,FAC-2023-20176-2,PARTIAL,4774
1949,4405.18,2024-02-05,VIR PARTIEL FAC-2023-20176,FAC-2023-20176-3,PARTIAL,4774
1950,4405.17,2024-02-18,VIR PARTIEL FAC-2023-20176,FAC-2023-20176-4,PARTIAL,4774
1951,2417.09,2025-09-02,VIR PARTIEL FAC-2025-18662,FAC-2025-18662-1,PARTIAL,4776
1952,2417.08,2025-09-16,VIR PARTIEL FAC-2025-18662,FAC-2025-18662-2,PARTIAL,4776
1953,2417.09,2025-09-08,VIR PARTIEL FAC-2025-18662,FAC-2025-18662-3,PARTIAL,4776
1954,2417.08,2025-09-13,VIR PARTIEL FAC-2025-18662,FAC-2025-18662-4,PARTIAL,4776
1955,4461.41,2024-11-08,VIR PARTIEL FAC-2024-11646,FAC-2024-11646-1,PARTIAL,4777
1956,4461.41,2024-12-06,VIR PARTIEL FAC-2024-11646,FAC-2024-11646-2,PARTIAL,4777
1957,4461.41,2024-11-08,VIR PARTIEL FAC-2024-11646,FAC-2024-11646-3,PARTIAL,4777
1958,4461.4000000000015,2024-11-13,VIR PARTIEL FAC-2024-11646,FAC-2024-11646-4,PARTIAL,4777
1959,1138.21,2024-01-01,VIR PARTIEL FAC-2023-69747,FAC-2023-69747-1,PARTIAL,4780
1960,1138.21,2024-01-11,VIR PARTIEL FAC-2023-69747,FAC-2023-69747-2,PARTIAL,4780
1961,6301.25,2024-02-07,VIR PARTIEL FAC-2023-57258,FAC-2023-57258-1,PARTIAL,4781
1962,6301.25,2024-01-30,VIR PARTIEL FAC-2023-57258,FAC-2023-57258-2,PARTIAL,4781
1963,6301.240000000002,2024-01-31,VIR PARTIEL FAC-2023-57258,FAC-2023-57258-3,PARTIAL,4781
1964,9754.43,2024-07-18,VIR PARTIEL FAC-2024-30457,FAC-2024-30457-1,PARTIAL,4782
1965,9754.43,2024-07-20,VIR PARTIEL FAC-2024-30457,FAC-2024-30457-2,PARTIAL,4782
1966,3806.98,2024-08-11,VIR PARTIEL FAC-2024-88423,FAC-2024-88423-1,PARTIAL,4785
1967,3806.98,2024-08-24,VIR PARTIEL FAC-2024-88423,FAC-2024-88423-2,PARTIAL,4785
1968,3806.9700000000007,2024-08-16,VIR PARTIEL FAC-2024-88423,FAC-2024-88423-3,PARTIAL,4785
1969,247.1,2025-05-08,VIR PARTIEL FAC-2025-64898,FAC-2025-64898-1,PARTIAL,4790
1970,247.1,2025-05-07,VIR PARTIEL FAC-2025-64898,FAC-2025-64898-2,PARTIAL,4790
1971,247.10999999999993,2025-05-14,VIR PARTIEL FAC-2025-64898,FAC-2025-64898-3,PARTIAL,4790
1972,2696.0,2025-04-13,VIR PARTIEL FAC-2025-62239,FAC-2025-62239-1,PARTIAL,4791
1973,2696.0,2025-05-11,VIR PARTIEL FAC-2025-62239,FAC-2025-62239-2,PARTIAL,4791
1974,2696.0,2025-05-05,VIR PARTIEL FAC-2025-62239,FAC-2025-62239-3,PARTIAL,4791
1975,2696.0,2025-04-17,VIR PARTIEL FAC-2025-62239,FAC-2025-62239-4,PARTIAL,4791
1976,4442.05,2024-03-05,VIR PARTIEL FAC-2023-27475,FAC-2023-27475-1,PARTIAL,4792
1977,4442.04,2024-02-23,VIR PARTIEL FAC-2023-27475,FAC-2023-27475-2,PARTIAL,4792
1978,671.48,2025-01-23,VIR PARTIEL FAC-2024-85705,FAC-2024-85705-1,PARTIAL,4793
1979,671.49,2025-02-04,VIR PARTIEL FAC-2024-85705,FAC-2024-85705-2,PARTIAL,4793
1980,671.48,2025-01-22,VIR PARTIEL FAC-2024-85705,FAC-2024-85705-3,PARTIAL,4793
1981,4626.44,2025-01-09,VIR PARTIEL FAC-2024-60760,FAC-2024-60760-1,PARTIAL,4794
1982,4626.43,2024-12-24,VIR PARTIEL FAC-2024-60760,FAC-2024-60760-2,PARTIAL,4794
1983,4626.439999999999,2025-01-08,VIR PARTIEL FAC-2024-60760,FAC-2024-60760-3,PARTIAL,4794
1984,2476.83,2025-01-29,VIR PARTIEL FAC-2024-49395,FAC-2024-49395-1,PARTIAL,4797
1985,2476.83,2025-01-28,VIR PARTIEL FAC-2024-49395,FAC-2024-49395-2,PARTIAL,4797
1986,2476.83,2025-01-26,VIR PARTIEL FAC-2024-49395,FAC-2024-49395-3,PARTIAL,4797
1987,1651.32,2024-06-27,VIR PARTIEL FAC-2024-95817,FAC-2024-95817-1,PARTIAL,4798
1988,1651.32,2024-06-01,VIR PARTIEL FAC-2024-95817,FAC-2024-95817-2,PARTIAL,4798
1989,1651.3200000000004,2024-06-18,VIR PARTIEL FAC-2024-95817,FAC-2024-95817-3,PARTIAL,4798
1990,1888.7,2024-04-21,VIR PARTIEL FAC-2024-56399,FAC-2024-56399-1,PARTIAL,4800
1991,1888.7,2024-03-27,VIR PARTIEL FAC-2024-56399,FAC-2024-56399-2,PARTIAL,4800
1992,1888.7099999999998,2024-03-28,VIR PARTIEL FAC-2024-56399,FAC-2024-56399-3,PARTIAL,4800
1993,1906.69,2025-02-05,VIR PARTIEL FAC-2024-03411,FAC-2024-03411-1,PARTIAL,4802
1994,1906.69,2025-02-02,VIR PARTIEL FAC-2024-03411,FAC-2024-03411-2,PARTIAL,4802
1995,1906.69,2025-03-02,VIR PARTIEL FAC-2024-03411,FAC-2024-03411-3,PARTIAL,4802
1996,1906.6899999999996,2025-02-27,VIR PARTIEL FAC-2024-03411,FAC-2024-03411-4,PARTIAL,4802
1997,5454.16,2025-03-19,VIR PARTIEL FAC-2025-69793,FAC-2025-69793-1,PARTIAL,4804
1998,5454.16,2025-04-17,VIR PARTIEL FAC-2025-69793,FAC-2025-69793-2,PARTIAL,4804
1999,5454.17,2025-03-19,VIR PARTIEL FAC-2025-69793,FAC-2025-69793-3,PARTIAL,4804
2000,5454.160000000002,2025-03-27,VIR PARTIEL FAC-2025-69793,FAC-2025-69793-4,PARTIAL,4804
2001,8047.89,2025-07-26,VIR PARTIEL FAC-2025-16858,FAC-2025-16858-1,PARTIAL,4807
2002,8047.89,2025-07-09,VIR PARTIEL FAC-2025-16858,FAC-2025-16858-2,PARTIAL,4807
2003,8047.89,2025-08-04,VIR PARTIEL FAC-2025-16858,FAC-2025-16858-3,PARTIAL,4807
2004,8047.88,2025-08-02,VIR PARTIEL FAC-2025-16858,FAC-2025-16858-4,PARTIAL,4807
2005,8760.78,2024-01-01,VIR PARTIEL FAC-2023-88755,FAC-2023-88755-1,PARTIAL,4809
2006,8760.78,2023-12-24,VIR PARTIEL FAC-2023-88755,FAC-2023-88755-2,PARTIAL,4809
2007,658.79,2025-08-06,VIR PARTIEL FAC-2025-47173,FAC-2025-47173-1,PARTIAL,4810
2008,658.79,2025-07-23,VIR PARTIEL FAC-2025-47173,FAC-2025-47173-2,PARTIAL,4810
2009,658.79,2025-07-21,VIR PARTIEL FAC-2025-47173,FAC-2025-47173-3,PARTIAL,4810
2010,658.7800000000002,2025-07-14,VIR PARTIEL FAC-2025-47173,FAC-2025-47173-4,PARTIAL,4810
2011,4824.41,2025-02-24,VIR PARTIEL FAC-2024-62865,FAC-2024-62865-1,PARTIAL,4811
2012,4824.42,2025-02-07,VIR PARTIEL FAC-2024-62865,FAC-2024-62865-2,PARTIAL,4811
2013,4824.41,2025-03-02,VIR PARTIEL FAC-2024-62865,FAC-2024-62865-3,PARTIAL,4811
2014,4824.42,2025-02-23,VIR PARTIEL FAC-2024-62865,FAC-2024-62865-4,PARTIAL,4811
2015,3216.78,2025-01-04,VIR PARTIEL FAC-2024-30141,FAC-2024-30141-1,PARTIAL,4813
2016,3216.78,2025-01-17,VIR PARTIEL FAC-2024-30141,FAC-2024-30141-2,PARTIAL,4813
2017,3216.7799999999993,2025-01-03,VIR PARTIEL FAC-2024-30141,FAC-2024-30141-3,PARTIAL,4813
2018,497.38,2025-06-02,VIR PARTIEL FAC-2025-87469,FAC-2025-87469-1,PARTIAL,4816
2019,497.37,2025-06-09,VIR PARTIEL FAC-2025-87469,FAC-2025-87469-2,PARTIAL,4816
2020,497.37,2025-06-04,VIR PARTIEL FAC-2025-87469,FAC-2025-87469-3,PARTIAL,4816
2021,497.3799999999999,2025-05-17,VIR PARTIEL FAC-2025-87469,FAC-2025-87469-4,PARTIAL,4816
2022,1384.35,2023-11-28,VIR PARTIEL FAC-2023-71931,FAC-2023-71931-1,PARTIAL,4819
2023,1384.3400000000001,2023-12-12,VIR PARTIEL FAC-2023-71931,FAC-2023-71931-2,PARTIAL,4819
2024,10907.29,2025-09-02,VIR PARTIEL FAC-2025-91590,FAC-2025-91590-1,PARTIAL,4821
2025,10907.28,2025-09-12,VIR PARTIEL FAC-2025-91590,FAC-2025-91590-2,PARTIAL,4821
2026,10907.289999999999,2025-09-10,VIR PARTIEL FAC-2025-91590,FAC-2025-91590-3,PARTIAL,4821
2027,1940.18,2024-02-29,VIR PARTIEL FAC-2024-64752,FAC-2024-64752-1,PARTIAL,4822
2028,1940.18,2024-03-09,VIR PARTIEL FAC-2024-64752,FAC-2024-64752-2,PARTIAL,4822
2029,1764.4,2024-06-04,VIR PARTIEL FAC-2024-53718,FAC-2024-53718-1,PARTIAL,4823
2030,1764.39,2024-06-03,VIR PARTIEL FAC-2024-53718,FAC-2024-53718-2,PARTIAL,4823
2031,1764.3999999999994,2024-05-18,VIR PARTIEL FAC-2024-53718,FAC-2024-53718-3,PARTIAL,4823
2032,8183.05,2024-02-18,VIR PARTIEL FAC-2023-81852,FAC-2023-81852-1,PARTIAL,4824
2033,8183.04,2024-02-10,VIR PARTIEL FAC-2023-81852,FAC-2023-81852-2,PARTIAL,4824
2034,751.13,2025-01-23,VIR PARTIEL FAC-2024-32871,FAC-2024-32871-1,PARTIAL,4825
2035,751.13,2025-01-09,VIR PARTIEL FAC-2024-32871,FAC-2024-32871-2,PARTIAL,4825
2036,751.12,2025-01-22,VIR PARTIEL FAC-2024-32871,FAC-2024-32871-3,PARTIAL,4825
2037,751.13,2025-01-08,VIR PARTIEL FAC-2024-32871,FAC-2024-32871-4,PARTIAL,4825
2038,3138.32,2025-02-09,VIR PARTIEL FAC-2024-22793,FAC-2024-22793-1,PARTIAL,4831
2039,3138.3299999999995,2025-01-23,VIR PARTIEL FAC-2024-22793,FAC-2024-22793-2,PARTIAL,4831
2040,6166.15,2025-02-28,VIR PARTIEL FAC-2024-13383,FAC-2024-13383-1,PARTIAL,4832
2041,6166.16,2025-02-11,VIR PARTIEL FAC-2024-13383,FAC-2024-13383-2,PARTIAL,4832
2042,6166.16,2025-02-27,VIR PARTIEL FAC-2024-13383,FAC-2024-13383-3,PARTIAL,4832
2043,6166.1500000000015,2025-02-04,VIR PARTIEL FAC-2024-13383,FAC-2024-13383-4,PARTIAL,4832
2044,12527.16,2024-04-21,VIR PARTIEL FAC-2024-84452,FAC-2024-84452-1,PARTIAL,4834
2045,12527.16,2024-05-06,VIR PARTIEL FAC-2024-84452,FAC-2024-84452-2,PARTIAL,4834
2046,12527.150000000001,2024-05-10,VIR PARTIEL FAC-2024-84452,FAC-2024-84452-3,PARTIAL,4834
2047,3973.65,2024-09-11,VIR PARTIEL FAC-2024-72433,FAC-2024-72433-1,PARTIAL,4841
2048,3973.65,2024-09-05,VIR PARTIEL FAC-2024-72433,FAC-2024-72433-2,PARTIAL,4841
2049,7096.2,2025-01-12,VIR PARTIEL FAC-2024-88182,FAC-2024-88182-1,PARTIAL,4843
2050,7096.2,2025-01-24,VIR PARTIEL FAC-2024-88182,FAC-2024-88182-2,PARTIAL,4843
2051,7096.199999999998,2025-01-03,VIR PARTIEL FAC-2024-88182,FAC-2024-88182-3,PARTIAL,4843
2052,4008.48,2024-08-31,VIR PARTIEL FAC-2024-72783,FAC-2024-72783-1,PARTIAL,4844
2053,4008.48,2024-09-04,VIR PARTIEL FAC-2024-72783,FAC-2024-72783-2,PARTIAL,4844
2054,4008.480000000001,2024-08-15,VIR PARTIEL FAC-2024-72783,FAC-2024-72783-3,PARTIAL,4844
2055,9040.65,2024-08-03,VIR PARTIEL FAC-2024-30313,FAC-2024-30313-1,PARTIAL,4848
2056,9040.640000000001,2024-07-30,VIR PARTIEL FAC-2024-30313,FAC-2024-30313-2,PARTIAL,4848
2057,2473.21,2024-09-09,VIR PARTIEL FAC-2024-03381,FAC-2024-03381-1,PARTIAL,4849
2058,2473.2,2024-08-20,VIR PARTIEL FAC-2024-03381,FAC-2024-03381-2,PARTIAL,4849
2059,2473.21,2024-08-22,VIR PARTIEL FAC-2024-03381,FAC-2024-03381-3,PARTIAL,4849
2060,7984.28,2024-05-23,VIR PARTIEL FAC-2024-82587,FAC-2024-82587-1,PARTIAL,4850
2061,7984.29,2024-06-17,VIR PARTIEL FAC-2024-82587,FAC-2024-82587-2,PARTIAL,4850
2062,2557.33,2025-07-05,VIR PARTIEL FAC-2025-02678,FAC-2025-02678-1,PARTIAL,4852
2063,2557.33,2025-07-10,VIR PARTIEL FAC-2025-02678,FAC-2025-02678-2,PARTIAL,4852
2064,1829.66,2023-10-20,VIR PARTIEL FAC-2023-73961,FAC-2023-73961-1,PARTIAL,4853
2065,1829.66,2023-10-15,VIR PARTIEL FAC-2023-73961,FAC-2023-73961-2,PARTIAL,4853
2066,1829.6699999999998,2023-10-19,VIR PARTIEL FAC-2023-73961,FAC-2023-73961-3,PARTIAL,4853
2067,3937.89,2025-03-12,VIR PARTIEL FAC-2024-40371,FAC-2024-40371-1,PARTIAL,4854
2068,3937.88,2025-02-11,VIR PARTIEL FAC-2024-40371,FAC-2024-40371-2,PARTIAL,4854
2069,3937.89,2025-02-19,VIR PARTIEL FAC-2024-40371,FAC-2024-40371-3,PARTIAL,4854
2070,3937.8800000000015,2025-03-03,VIR PARTIEL FAC-2024-40371,FAC-2024-40371-4,PARTIAL,4854
2071,7124.69,2025-04-08,VIR PARTIEL FAC-2025-92678,FAC-2025-92678-1,PARTIAL,4857
2072,7124.69,2025-03-14,VIR PARTIEL FAC-2025-92678,FAC-2025-92678-2,PARTIAL,4857
2073,3891.6,2024-03-14,VIR PARTIEL FAC-2023-39921,FAC-2023-39921-1,PARTIAL,4860
2074,3891.6,2024-03-16,VIR PARTIEL FAC-2023-39921,FAC-2023-39921-2,PARTIAL,4860
2075,3891.599999999999,2024-03-02,VIR PARTIEL FAC-2023-39921,FAC-2023-39921-3,PARTIAL,4860
2076,570.12,2025-05-21,VIR PARTIEL FAC-2025-57912,FAC-2025-57912-1,PARTIAL,4861
2077,570.12,2025-05-20,VIR PARTIEL FAC-2025-57912,FAC-2025-57912-2,PARTIAL,4861
2078,570.12,2025-05-14,VIR PARTIEL FAC-2025-57912,FAC-2025-57912-3,PARTIAL,4861
2079,570.13,2025-05-02,VIR PARTIEL FAC-2025-57912,FAC-2025-57912-4,PARTIAL,4861
2080,1060.26,2025-07-03,VIR PARTIEL FAC-2025-96271,FAC-2025-96271-1,PARTIAL,4862
2081,1060.2500000000002,2025-06-22,VIR PARTIEL FAC-2025-96271,FAC-2025-96271-2,PARTIAL,4862
2082,6464.29,2024-05-06,VIR PARTIEL FAC-2024-03662,FAC-2024-03662-1,PARTIAL,4864
2083,6464.29,2024-04-19,VIR PARTIEL FAC-2024-03662,FAC-2024-03662-2,PARTIAL,4864
2084,6464.29,2024-04-21,VIR PARTIEL FAC-2024-03662,FAC-2024-03662-3,PARTIAL,4864
2085,6464.289999999998,2024-04-25,VIR PARTIEL FAC-2024-03662,FAC-2024-03662-4,PARTIAL,4864
2086,6314.58,2025-05-19,VIR PARTIEL FAC-2025-55452,FAC-2025-55452-1,PARTIAL,4867
2087,6314.58,2025-05-19,VIR PARTIEL FAC-2025-55452,FAC-2025-55452-2,PARTIAL,4867
2088,6314.580000000002,2025-04-25,VIR PARTIEL FAC-2025-55452,FAC-2025-55452-3,PARTIAL,4867
2089,3815.1,2023-11-09,VIR PARTIEL FAC-2023-08771,FAC-2023-08771-1,PARTIAL,4873
2090,3815.1,2023-10-12,VIR PARTIEL FAC-2023-08771,FAC-2023-08771-2,PARTIAL,4873
2091,3869.38,2024-02-23,VIR PARTIEL FAC-2023-76275,FAC-2023-76275-1,PARTIAL,4874
2092,3869.37,2024-02-27,VIR PARTIEL FAC-2023-76275,FAC-2023-76275-2,PARTIAL,4874
2093,3869.37,2024-02-10,VIR PARTIEL FAC-2023-76275,FAC-2023-76275-3,PARTIAL,4874
2094,3869.379999999999,2024-02-20,VIR PARTIEL FAC-2023-76275,FAC-2023-76275-4,PARTIAL,4874
2095,701.73,2024-01-31,VIR PARTIEL FAC-2023-23302,FAC-2023-23302-1,PARTIAL,4875
2096,701.73,2024-01-25,VIR PARTIEL FAC-2023-23302,FAC-2023-23302-2,PARTIAL,4875
2097,701.73,2024-02-04,VIR PARTIEL FAC-2023-23302,FAC-2023-23302-3,PARTIAL,4875
2098,701.73,2024-01-15,VIR PARTIEL FAC-2023-23302,FAC-2023-23302-4,PARTIAL,4875
2099,635.52,2025-03-02,VIR PARTIEL FAC-2025-80400,FAC-2025-80400-1,PARTIAL,4876
2100,635.52,2025-02-26,VIR PARTIEL FAC-2025-80400,FAC-2025-80400-2,PARTIAL,4876
2101,635.52,2025-03-05,VIR PARTIEL FAC-2025-80400,FAC-2025-80400-3,PARTIAL,4876
2102,7201.1,2025-02-12,VIR PARTIEL FAC-2024-05254,FAC-2024-05254-1,PARTIAL,4877
2103,7201.09,2025-03-06,VIR PARTIEL FAC-2024-05254,FAC-2024-05254-2,PARTIAL,4877
2104,7201.09,2025-02-25,VIR PARTIEL FAC-2024-05254,FAC-2024-05254-3,PARTIAL,4877
2105,7201.0999999999985,2025-03-09,VIR PARTIEL FAC-2024-05254,FAC-2024-05254-4,PARTIAL,4877
2106,6457.26,2024-06-23,VIR PARTIEL FAC-2024-91688,FAC-2024-91688-1,PARTIAL,4880
2107,6457.26,2024-07-17,VIR PARTIEL FAC-2024-91688,FAC-2024-91688-2,PARTIAL,4880
2108,6457.27,2024-06-23,VIR PARTIEL FAC-2024-91688,FAC-2024-91688-3,PARTIAL,4880
2109,6457.26,2024-07-02,VIR PARTIEL FAC-2024-91688,FAC-2024-91688-4,PARTIAL,4880
2110,6397.61,2025-07-27,VIR PARTIEL FAC-2025-69570,FAC-2025-69570-1,PARTIAL,4882
2111,6397.61,2025-07-24,VIR PARTIEL FAC-2025-69570,FAC-2025-69570-2,PARTIAL,4882
2112,6397.61,2025-08-02,VIR PARTIEL FAC-2025-69570,FAC-2025-69570-3,PARTIAL,4882
2113,6397.609999999998,2025-07-10,VIR PARTIEL FAC-2025-69570,FAC-2025-69570-4,PARTIAL,4882
2114,5505.21,2025-08-24,VIR PARTIEL FAC-2025-40414,FAC-2025-40414-1,PARTIAL,4883
2115,5505.21,2025-09-02,VIR PARTIEL FAC-2025-40414,FAC-2025-40414-2,PARTIAL,4883
2116,5505.21,2025-09-05,VIR PARTIEL FAC-2025-40414,FAC-2025-40414-3,PARTIAL,4883
2117,5505.210000000002,2025-08-10,VIR PARTIEL FAC-2025-40414,FAC-2025-40414-4,PARTIAL,4883
2118,9471.9,2024-06-03,VIR PARTIEL FAC-2024-26936,FAC-2024-26936-1,PARTIAL,4884
2119,9471.9,2024-05-15,VIR PARTIEL FAC-2024-26936,FAC-2024-26936-2,PARTIAL,4884
2120,9471.890000000001,2024-05-17,VIR PARTIEL FAC-2024-26936,FAC-2024-26936-3,PARTIAL,4884
2121,1824.82,2024-10-29,VIR PARTIEL FAC-2024-85431,FAC-2024-85431-1,PARTIAL,4887
2122,1824.82,2024-11-21,VIR PARTIEL FAC-2024-85431,FAC-2024-85431-2,PARTIAL,4887
2123,1824.8200000000004,2024-11-04,VIR PARTIEL FAC-2024-85431,FAC-2024-85431-3,PARTIAL,4887
2124,1235.91,2025-06-21,VIR PARTIEL FAC-2025-10064,FAC-2025-10064-1,PARTIAL,4889
2125,1235.91,2025-06-24,VIR PARTIEL FAC-2025-10064,FAC-2025-10064-2,PARTIAL,4889
2126,1235.9199999999998,2025-07-07,VIR PARTIEL FAC-2025-10064,FAC-2025-10064-3,PARTIAL,4889
2127,5611.85,2024-10-08,VIR PARTIEL FAC-2024-07163,FAC-2024-07163-1,PARTIAL,4890
2128,5611.86,2024-10-13,VIR PARTIEL FAC-2024-07163,FAC-2024-07163-2,PARTIAL,4890
2129,5611.850000000001,2024-10-20,VIR PARTIEL FAC-2024-07163,FAC-2024-07163-3,PARTIAL,4890
2130,12671.88,2024-11-02,VIR PARTIEL FAC-2024-62758,FAC-2024-62758-1,PARTIAL,4892
2131,12671.88,2024-10-29,VIR PARTIEL FAC-2024-62758,FAC-2024-62758-2,PARTIAL,4892
2132,5613.3,2024-02-13,VIR PARTIEL FAC-2023-10170,FAC-2023-10170-1,PARTIAL,4895
2133,5613.3,2024-02-06,VIR PARTIEL FAC-2023-10170,FAC-2023-10170-2,PARTIAL,4895
2134,5613.3,2024-02-13,VIR PARTIEL FAC-2023-10170,FAC-2023-10170-3,PARTIAL,4895
2135,5613.300000000002,2024-02-06,VIR PARTIEL FAC-2023-10170,FAC-2023-10170-4,PARTIAL,4895
2136,2473.01,2023-11-01,VIR PARTIEL FAC-2023-95519,FAC-2023-95519-1,PARTIAL,4897
2137,2473.01,2023-11-13,VIR PARTIEL FAC-2023-95519,FAC-2023-95519-2,PARTIAL,4897
2138,2473.0199999999995,2023-10-30,VIR PARTIEL FAC-2023-95519,FAC-2023-95519-3,PARTIAL,4897
2139,3628.92,2025-05-11,VIR PARTIEL FAC-2025-85299,FAC-2025-85299-1,PARTIAL,4900
2140,3628.92,2025-05-19,VIR PARTIEL FAC-2025-85299,FAC-2025-85299-2,PARTIAL,4900
2141,3628.92,2025-05-03,VIR PARTIEL FAC-2025-85299,FAC-2025-85299-3,PARTIAL,4900
2142,371.55,2024-09-30,VIR PARTIEL FAC-2024-54780,FAC-2024-54780-1,PARTIAL,4901
2143,371.55,2024-09-05,VIR PARTIEL FAC-2024-54780,FAC-2024-54780-2,PARTIAL,4901
2144,371.55,2024-09-13,VIR PARTIEL FAC-2024-54780,FAC-2024-54780-3,PARTIAL,4901
2145,371.5500000000001,2024-09-19,VIR PARTIEL FAC-2024-54780,FAC-2024-54780-4,PARTIAL,4901
2146,494.85,2025-01-17,VIR PARTIEL FAC-2024-64398,FAC-2024-64398-1,PARTIAL,4902
2147,494.85,2025-01-19,VIR PARTIEL FAC-2024-64398,FAC-2024-64398-2,PARTIAL,4902
2148,494.85,2025-02-13,VIR PARTIEL FAC-2024-64398,FAC-2024-64398-3,PARTIAL,4902
2149,494.85000000000014,2025-01-15,VIR PARTIEL FAC-2024-64398,FAC-2024-64398-4,PARTIAL,4902
2150,1021.33,2024-06-28,VIR PARTIEL FAC-2024-62778,FAC-2024-62778-1,PARTIAL,4903
2151,1021.34,2024-07-11,VIR PARTIEL FAC-2024-62778,FAC-2024-62778-2,PARTIAL,4903
2152,1021.33,2024-07-03,VIR PARTIEL FAC-2024-62778,FAC-2024-62778-3,PARTIAL,4903
2153,6388.62,2023-12-11,VIR PARTIEL FAC-2023-07031,FAC-2023-07031-1,PARTIAL,4905
2154,6388.62,2023-12-11,VIR PARTIEL FAC-2023-07031,FAC-2023-07031-2,PARTIAL,4905
2155,6388.620000000002,2023-12-06,VIR PARTIEL FAC-2023-07031,FAC-2023-07031-3,PARTIAL,4905
2156,6803.79,2025-04-06,VIR PARTIEL FAC-2025-16889,FAC-2025-16889-1,PARTIAL,4906
2157,6803.79,2025-04-02,VIR PARTIEL FAC-2025-16889,FAC-2025-16889-2,PARTIAL,4906
