INVOICE_ID,INVOICE_DATE,CLIENT_ID,CLIENT_TYPE,TOTAL_HT,MONTANT_TVA,AMOUNT_TTC,RAS_5P,RAS_TVA,AMOUNT_TO_PAY,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,PO,INVOICE_YEAR,STATUS,PAYMENT_DATE,INVOICE_NUMBER
26,2025-05-14,19,PRIVE,31919.2,6383.84,38303.04,0.0,0.0,38303.04,1877.6,17,2025-05-15,2025-05-15,2025-06-17,Hébergement cloud,PO-96919-Fx,2025,SENT,,FAC-2025-53021
27,2024-06-25,33,PRIVE,9491.9,1898.38,11390.28,0.0,0.0,11390.28,1898.38,5,2024-06-25,2024-06-26,2024-07-29,Consulting IT,PO-68764-Lh,2024,DRAFT,,FAC-2024-53158
28,2025-04-10,62,PRIVE,10919.28,2183.86,13103.14,0.0,0.0,13103.14,909.94,12,2025-04-11,2025-04-15,2025-05-15,Formation technique,PO-18325-Sa,2025,OVERDUE,,FAC-2025-67190
29,2023-08-14,72,PUBLIC,3271.41,654.28,3925.69,163.57,490.71,3271.41,363.49,9,2023-08-16,2023-08-19,2023-10-17,Développement logiciel,PO-76845-pZ,2023,SENT,,FAC-2023-88933
30,2023-07-28,47,PRIVE,2579.64,515.93,3095.57,0.0,0.0,3095.57,859.88,3,2023-07-29,,2023-10-08,Licence logicielle,PO-92573-MR,2023,SENT,,FAC-2023-12112
31,2025-01-16,71,PRIVE,9708.44,1941.69,11650.13,0.0,0.0,11650.13,1386.92,7,2025-01-18,2025-01-20,2025-03-04,Maintenance SaaS,PO-06854-po,2025,SENT,,FAC-2025-77714
32,2024-05-06,66,PRIVE,1015.88,203.18,1219.06,0.0,0.0,1219.06,507.94,2,2024-05-08,2024-05-08,2024-06-08,Consulting IT,PO-72174-Cm,2024,OVERDUE,,FAC-2024-91236
33,2025-07-27,53,PUBLIC,6260.02,1252.0,7512.02,313.0,939.0,6260.02,481.54,13,2025-07-28,2025-07-28,2025-09-03,Licence logicielle,PO-93717-vc,2025,SENT,,FAC-2025-79935
35,2025-01-09,93,PRIVE,18352.18,3670.44,22022.62,0.0,0.0,22022.62,1310.87,14,2025-01-11,,2025-04-09,Licence logicielle,PO-96548-Ye,2025,OVERDUE,,FAC-2025-15582
36,2024-02-16,100,PRIVE,4785.44,957.09,5742.53,0.0,0.0,5742.53,598.18,8,2024-02-16,,2024-04-26,Licence logicielle,PO-92467-yJ,2024,OVERDUE,,FAC-2024-02022
37,2024-11-11,84,PRIVE,14620.88,2924.18,17545.06,0.0,0.0,17545.06,1827.61,8,2024-11-11,2024-11-14,2025-02-05,Développement logiciel,PO-50442-dH,2024,SENT,,FAC-2024-23008
40,2023-11-22,76,PUBLIC,20748.96,4149.79,24898.75,1037.45,3112.34,20748.96,1296.81,16,2023-11-23,2023-11-24,2024-01-29,Hébergement cloud,PO-02285-Np,2023,SENT,,FAC-2023-27858
43,2024-10-19,16,PRIVE,2098.0,419.6,2517.6,0.0,0.0,2517.6,524.5,4,2024-10-19,2024-10-21,2024-12-23,Développement logiciel,PO-76061-VG,2024,DRAFT,,FAC-2024-18285
44,2024-05-09,75,PRIVE,8502.39,1700.48,10202.87,0.0,0.0,10202.87,654.03,13,2024-05-11,2024-05-10,2024-06-24,Formation technique,PO-39331-JC,2024,OVERDUE,,FAC-2024-58736
45,2024-04-23,77,PUBLIC,12531.84,2506.37,15038.21,626.59,1879.78,12531.84,1566.48,8,2024-04-24,2024-04-24,2024-06-25,Formation technique,PO-01085-hZ,2024,SENT,,FAC-2024-87275
46,2023-08-11,41,PRIVE,1926.75,385.35,2312.1,0.0,0.0,2312.1,275.25,7,2023-08-13,,2023-09-28,Formation technique,PO-85376-tf,2023,SENT,,FAC-2023-67840
47,2023-08-24,29,PUBLIC,15249.36,3049.87,18299.23,762.47,2287.4,15249.36,1906.17,8,2023-08-26,2023-08-26,2023-11-20,Formation technique,PO-95501-ot,2023,OVERDUE,,FAC-2023-10512
50,2024-12-02,27,PRIVE,1105.9,221.18,1327.08,0.0,0.0,1327.08,552.95,2,2024-12-03,,2025-02-05,Hébergement cloud,PO-05806-zO,2024,DRAFT,,FAC-2024-88978
51,2024-06-05,17,PRIVE,3420.75,684.15,4104.9,0.0,0.0,4104.9,1140.25,3,2024-06-05,2024-06-10,2024-08-17,Formation technique,PO-07802-tk,2024,CANCELLED,,FAC-2024-42382
53,2024-04-30,23,PRIVE,7019.3,1403.86,8423.16,0.0,0.0,8423.16,1403.86,5,2024-05-01,2024-05-05,2024-06-29,Formation technique,PO-51335-RA,2024,SENT,,FAC-2024-71872
54,2023-09-16,100,PRIVE,6624.72,1324.94,7949.66,0.0,0.0,7949.66,736.08,9,2023-09-18,2023-09-21,2023-10-24,Développement logiciel,PO-36354-Zm,2023,SENT,,FAC-2023-88176
57,2023-11-24,30,PRIVE,1045.87,209.17,1255.04,0.0,0.0,1255.04,1045.87,1,2023-11-26,,2024-02-18,Hébergement cloud,PO-87251-Pg,2023,SENT,,FAC-2023-82132
60,2024-03-06,35,PUBLIC,1522.0,304.4,1826.4,76.1,228.3,1522.0,152.2,10,2024-03-07,2024-03-09,2024-05-29,Licence logicielle,PO-99624-uG,2024,OVERDUE,,FAC-2024-41550
62,2025-05-10,47,PRIVE,19278.93,3855.79,23134.72,0.0,0.0,23134.72,1752.63,11,2025-05-10,2025-05-14,2025-07-25,Hébergement cloud,PO-86318-uR,2025,SENT,,FAC-2025-76851
63,2025-07-20,89,PUBLIC,17723.44,3544.69,21268.13,886.17,2658.52,17723.44,1265.96,14,2025-07-21,2025-07-23,2025-10-09,Formation technique,PO-37123-Ao,2025,SENT,,FAC-2025-76850
64,2024-06-13,78,PUBLIC,3222.36,644.47,3866.83,161.12,483.35,3222.36,1611.18,2,2024-06-15,,2024-09-01,Formation technique,PO-01414-Rv,2024,CANCELLED,,FAC-2024-02560
65,2024-04-06,87,PRIVE,13002.5,2600.5,15603.0,0.0,0.0,15603.0,1857.5,7,2024-04-06,2024-04-10,2024-06-03,Licence logicielle,PO-68597-Wt,2024,DRAFT,,FAC-2024-31355
66,2023-09-07,69,PRIVE,3017.5,603.5,3621.0,0.0,0.0,3621.0,177.5,17,2023-09-08,,2023-11-03,Hébergement cloud,PO-01964-Pg,2023,SENT,,FAC-2023-25238
68,2023-12-04,70,PUBLIC,15589.5,3117.9,18707.4,779.48,2338.43,15589.49,1558.95,10,2023-12-06,,2024-02-07,Maintenance SaaS,PO-70607-uH,2023,SENT,,FAC-2023-69784
69,2024-02-19,82,PUBLIC,1240.56,248.11,1488.67,62.03,186.08,1240.56,620.28,2,2024-02-20,,2024-04-20,Hébergement cloud,PO-15835-Qf,2024,OVERDUE,,FAC-2024-83890
70,2024-08-31,20,PRIVE,3764.4,752.88,4517.28,0.0,0.0,4517.28,1254.8,3,2024-09-01,2024-09-05,2024-10-29,Développement logiciel,PO-26189-Ug,2024,CANCELLED,,FAC-2024-35673
71,2024-01-19,13,PUBLIC,4983.68,996.74,5980.42,249.18,747.55,4983.69,1245.92,4,2024-01-21,2024-01-22,2024-04-12,Développement logiciel,PO-48067-Pm,2024,OVERDUE,,FAC-2024-84492
75,2025-03-08,13,PUBLIC,9927.4,1985.48,11912.88,496.37,1489.11,9927.4,992.74,10,2025-03-10,2025-03-13,2025-05-22,Formation technique,PO-93073-Ub,2025,DRAFT,,FAC-2025-85811
76,2024-01-29,88,PRIVE,2481.84,496.37,2978.21,0.0,0.0,2978.21,827.28,3,2024-01-29,,2024-03-08,Hébergement cloud,PO-55624-Ci,2024,SENT,,FAC-2024-67113
78,2024-01-02,56,PRIVE,5899.74,1179.95,7079.69,0.0,0.0,7079.69,1966.58,3,2024-01-02,2024-01-07,2024-02-10,Développement logiciel,PO-07440-Pv,2024,SENT,,FAC-2024-87899
80,2024-06-20,97,PRIVE,25315.4,5063.08,30378.48,0.0,0.0,30378.48,1265.77,20,2024-06-20,,2024-08-26,Licence logicielle,PO-95564-Dy,2024,SENT,,FAC-2024-36153
81,2024-04-12,21,PUBLIC,13423.88,2684.78,16108.66,671.19,2013.58,13423.89,706.52,19,2024-04-13,2024-04-13,2024-06-09,Maintenance SaaS,PO-11369-zG,2024,OVERDUE,,FAC-2024-12595
83,2024-07-12,63,PUBLIC,5176.62,1035.32,6211.94,258.83,776.49,5176.62,575.18,9,2024-07-14,2024-07-14,2024-09-17,Maintenance SaaS,PO-49164-yz,2024,OVERDUE,,FAC-2024-93569
84,2024-07-31,54,PRIVE,8048.48,1609.7,9658.18,0.0,0.0,9658.18,473.44,17,2024-08-02,2024-08-05,2024-09-26,Licence logicielle,PO-55723-fT,2024,DRAFT,,FAC-2024-21094
86,2024-07-10,6,PUBLIC,19048.0,3809.6,22857.6,952.4,2857.2,19048.0,952.4,20,2024-07-10,,2024-09-08,Licence logicielle,PO-79538-sg,2024,OVERDUE,,FAC-2024-45772
87,2024-11-26,73,PRIVE,629.18,125.84,755.02,0.0,0.0,755.02,629.18,1,2024-11-27,2024-11-28,2025-01-27,Formation technique,PO-53385-pW,2024,OVERDUE,,FAC-2024-73647
89,2024-10-08,40,PRIVE,705.18,141.04,846.22,0.0,0.0,846.22,117.53,6,2024-10-10,,2024-12-08,Développement logiciel,PO-89901-kP,2024,DRAFT,,FAC-2024-60385
91,2025-01-05,48,PRIVE,3108.51,621.7,3730.21,0.0,0.0,3730.21,1036.17,3,2025-01-06,2025-01-09,2025-02-16,Maintenance SaaS,PO-62747-yY,2025,SENT,,FAC-2025-38827
92,2024-12-28,57,PUBLIC,22365.54,4473.11,26838.65,1118.28,3354.83,22365.54,1315.62,17,2024-12-29,2024-12-31,2025-03-20,Formation technique,PO-53708-nh,2024,SENT,,FAC-2024-30052
93,2024-09-13,60,PUBLIC,16456.14,3291.23,19747.37,822.81,2468.42,16456.14,914.23,18,2024-09-15,2024-09-15,2024-10-17,Hébergement cloud,PO-55135-Kc,2024,SENT,,FAC-2024-30078
94,2023-10-04,88,PRIVE,1523.04,304.61,1827.65,0.0,0.0,1827.65,1523.04,1,2023-10-05,2023-10-06,2023-12-19,Hébergement cloud,PO-54490-FM,2023,DRAFT,,FAC-2023-92021
97,2024-11-01,45,PRIVE,792.92,158.58,951.5,0.0,0.0,951.5,396.46,2,2024-11-01,,2025-01-13,Développement logiciel,PO-26382-IE,2024,SENT,,FAC-2024-34603
100,2025-05-30,12,PRIVE,132.95,26.59,159.54,0.0,0.0,159.54,132.95,1,2025-05-30,2025-06-03,2025-07-10,Développement logiciel,PO-34376-eP,2025,SENT,,FAC-2025-33033
101,2024-04-12,72,PUBLIC,10389.04,2077.81,12466.85,519.45,1558.36,10389.04,611.12,17,2024-04-13,2024-04-13,2024-06-17,Licence logicielle,PO-11680-Vc,2024,DRAFT,,FAC-2024-19496
103,2024-06-08,49,PRIVE,11986.7,2397.34,14384.04,0.0,0.0,14384.04,705.1,17,2024-06-08,2024-06-11,2024-08-22,Formation technique,PO-32638-Tb,2024,SENT,,FAC-2024-39530
104,2024-12-26,67,PRIVE,11839.32,2367.86,14207.18,0.0,0.0,14207.18,1973.22,6,2024-12-27,,2025-03-24,Formation technique,PO-70013-kR,2024,SENT,,FAC-2024-04156
105,2024-06-05,18,PUBLIC,1064.04,212.81,1276.85,53.2,159.61,1064.04,1064.04,1,2024-06-06,2024-06-08,2024-08-06,Maintenance SaaS,PO-61063-rd,2024,OVERDUE,,FAC-2024-91786
107,2023-08-19,8,PUBLIC,7229.9,1445.98,8675.88,361.5,1084.49,7229.89,722.99,10,2023-08-20,,2023-10-15,Formation technique,PO-35935-il,2023,DRAFT,,FAC-2023-85142
108,2024-09-20,99,PUBLIC,16934.76,3386.95,20321.71,846.74,2540.21,16934.76,1881.64,9,2024-09-20,2024-09-24,2024-12-08,Consulting IT,PO-41751-UN,2024,DRAFT,,FAC-2024-38506
109,2023-10-05,34,PUBLIC,17261.37,3452.27,20713.64,863.07,2589.21,17261.36,1917.93,9,2023-10-05,2023-10-10,2023-12-19,Licence logicielle,PO-08822-Wz,2023,SENT,,FAC-2023-48795
110,2024-02-20,27,PRIVE,7642.28,1528.46,9170.74,0.0,0.0,9170.74,1910.57,4,2024-02-20,,2024-03-29,Hébergement cloud,PO-06102-Ng,2024,SENT,,FAC-2024-02499
111,2025-07-14,33,PRIVE,4052.0,810.4,4862.4,0.0,0.0,4862.4,405.2,10,2025-07-16,,2025-09-21,Maintenance SaaS,PO-93489-OY,2025,DRAFT,,FAC-2025-83380
115,2023-12-06,85,PRIVE,12658.5,2531.7,15190.2,0.0,0.0,15190.2,1265.85,10,2023-12-07,,2024-03-01,Maintenance SaaS,PO-10017-Sk,2023,SENT,,FAC-2023-09076
116,2024-06-11,77,PUBLIC,14772.1,2954.42,17726.52,738.61,2215.82,14772.09,1055.15,14,2024-06-12,,2024-08-27,Maintenance SaaS,PO-87516-TZ,2024,SENT,,FAC-2024-26766
118,2024-07-23,2,PRIVE,17185.32,3437.06,20622.38,0.0,0.0,20622.38,954.74,18,2024-07-25,,2024-08-26,Maintenance SaaS,PO-27954-qz,2024,SENT,,FAC-2024-93823
119,2023-10-02,79,PUBLIC,10337.82,2067.56,12405.38,516.89,1550.67,10337.82,1722.97,6,2023-10-04,2023-10-03,2023-12-14,Hébergement cloud,PO-54504-HA,2023,SENT,,FAC-2023-41606
120,2024-08-02,63,PUBLIC,2125.44,425.09,2550.53,106.27,318.82,2125.44,236.16,9,2024-08-03,,2024-09-23,Formation technique,PO-43904-pe,2024,DRAFT,,FAC-2024-02472
121,2025-07-12,33,PRIVE,18373.96,3674.79,22048.75,0.0,0.0,22048.75,1670.36,11,2025-07-14,2025-07-13,2025-10-07,Développement logiciel,PO-26617-Pp,2025,SENT,,FAC-2025-57973
123,2025-01-02,28,PRIVE,18383.3,3676.66,22059.96,0.0,0.0,22059.96,1414.1,13,2025-01-04,2025-01-03,2025-03-03,Consulting IT,PO-67126-Ru,2025,DRAFT,,FAC-2025-60275
125,2023-09-08,39,PUBLIC,14497.86,2899.57,17397.43,724.89,2174.68,14497.86,1115.22,13,2023-09-08,,2023-11-04,Formation technique,PO-15308-kr,2023,OVERDUE,,FAC-2023-54233
126,2023-08-17,66,PRIVE,20293.2,4058.64,24351.84,0.0,0.0,24351.84,1127.4,18,2023-08-17,2023-08-18,2023-11-15,Hébergement cloud,PO-87386-rO,2023,SENT,,FAC-2023-09605
128,2023-12-17,89,PUBLIC,5435.1,1087.02,6522.12,271.76,815.27,5435.09,301.95,18,2023-12-18,2023-12-20,2024-03-11,Maintenance SaaS,PO-93831-cT,2023,CANCELLED,,FAC-2023-78234
130,2025-06-04,61,PRIVE,746.13,149.23,895.36,0.0,0.0,895.36,67.83,11,2025-06-04,2025-06-07,2025-08-10,Maintenance SaaS,PO-41344-ak,2025,SENT,,FAC-2025-01767
132,2025-06-18,1,PRIVE,12766.81,2553.36,15320.17,0.0,0.0,15320.17,1823.83,7,2025-06-19,2025-06-22,2025-08-03,Développement logiciel,PO-02637-dL,2025,SENT,,FAC-2025-35530
134,2025-06-27,96,PRIVE,13550.6,2710.12,16260.72,0.0,0.0,16260.72,1935.8,7,2025-06-29,,2025-09-20,Licence logicielle,PO-17641-Sq,2025,OVERDUE,,FAC-2025-16451
135,2024-07-31,77,PUBLIC,545.22,109.04,654.26,27.26,81.78,545.22,60.58,9,2024-08-02,,2024-10-27,Maintenance SaaS,PO-65202-sz,2024,SENT,,FAC-2024-55260
137,2024-07-31,45,PRIVE,2505.1,501.02,3006.12,0.0,0.0,3006.12,1252.55,2,2024-08-01,,2024-09-21,Hébergement cloud,PO-52244-EH,2024,SENT,,FAC-2024-09401
139,2024-12-26,59,PUBLIC,14416.22,2883.24,17299.46,720.81,2162.43,14416.22,1029.73,14,2024-12-28,2024-12-30,2025-03-02,Maintenance SaaS,PO-66996-je,2024,SENT,,FAC-2024-34552
141,2024-05-14,40,PRIVE,17935.06,3587.01,21522.07,0.0,0.0,21522.07,1630.46,11,2024-05-15,2024-05-17,2024-06-27,Consulting IT,PO-85163-eK,2024,OVERDUE,,FAC-2024-53917
142,2023-12-12,94,PUBLIC,8496.78,1699.36,10196.14,424.84,1274.52,8496.78,1416.13,6,2023-12-14,2023-12-17,2024-03-09,Maintenance SaaS,PO-07365-Mk,2023,SENT,,FAC-2023-13125
143,2023-10-01,33,PRIVE,1297.76,259.55,1557.31,0.0,0.0,1557.31,324.44,4,2023-10-01,,2023-11-21,Développement logiciel,PO-31026-VW,2023,OVERDUE,,FAC-2023-04182
145,2024-09-24,90,PRIVE,5573.6,1114.72,6688.32,0.0,0.0,6688.32,696.7,8,2024-09-26,2024-09-25,2024-12-07,Développement logiciel,PO-41450-wP,2024,OVERDUE,,FAC-2024-30389
146,2025-06-08,69,PRIVE,22485.45,4497.09,26982.54,0.0,0.0,26982.54,1729.65,13,2025-06-10,2025-06-12,2025-08-12,Licence logicielle,PO-83928-Be,2025,CANCELLED,,FAC-2025-64805
150,2025-07-22,79,PUBLIC,34157.82,6831.56,40989.38,1707.89,5123.67,34157.82,1797.78,19,2025-07-22,2025-07-27,2025-09-30,Développement logiciel,PO-61804-Qr,2025,OVERDUE,,FAC-2025-96689
151,2024-12-21,74,PUBLIC,5536.75,1107.35,6644.1,276.84,830.51,5536.75,1107.35,5,2024-12-21,2024-12-24,2025-03-13,Licence logicielle,PO-04709-wf,2024,DRAFT,,FAC-2024-65240
155,2024-09-26,76,PUBLIC,2313.92,462.78,2776.7,115.7,347.09,2313.91,330.56,7,2024-09-27,2024-09-28,2024-11-29,Développement logiciel,PO-23283-nR,2024,SENT,,FAC-2024-16365
156,2025-07-16,56,PRIVE,1966.8,393.36,2360.16,0.0,0.0,2360.16,196.68,10,2025-07-17,,2025-10-09,Formation technique,PO-46073-bq,2025,SENT,,FAC-2025-02030
157,2024-08-31,73,PRIVE,15819.18,3163.84,18983.02,0.0,0.0,18983.02,930.54,17,2024-09-02,2024-09-05,2024-11-08,Formation technique,PO-30866-tF,2024,SENT,,FAC-2024-54447
158,2025-07-24,77,PUBLIC,5221.44,1044.29,6265.73,261.07,783.22,5221.44,326.34,16,2025-07-25,2025-07-25,2025-10-16,Consulting IT,PO-87157-bK,2025,SENT,,FAC-2025-76686
159,2024-11-27,82,PUBLIC,13615.9,2723.18,16339.08,680.8,2042.39,13615.89,1361.59,10,2024-11-27,2024-11-29,2025-02-16,Licence logicielle,PO-83262-Ui,2024,SENT,,FAC-2024-38497
161,2024-03-01,97,PRIVE,15258.88,3051.78,18310.66,0.0,0.0,18310.66,1173.76,13,2024-03-03,2024-03-04,2024-05-24,Développement logiciel,PO-74986-oU,2024,SENT,,FAC-2024-33092
163,2024-01-15,89,PUBLIC,7392.1,1478.42,8870.52,369.61,1108.82,7392.09,739.21,10,2024-01-17,2024-01-18,2024-04-06,Hébergement cloud,PO-90239-Na,2024,SENT,,FAC-2024-38249
166,2025-01-10,79,PUBLIC,18022.2,3604.44,21626.64,901.11,2703.33,18022.2,1201.48,15,2025-01-11,2025-01-15,2025-02-11,Formation technique,PO-20243-Ag,2025,SENT,,FAC-2025-96502
167,2025-01-27,49,PRIVE,2383.3,476.66,2859.96,0.0,0.0,2859.96,1191.65,2,2025-01-27,2025-01-31,2025-04-02,Développement logiciel,PO-92517-VB,2025,CANCELLED,,FAC-2025-43865
168,2023-08-12,50,PRIVE,9588.34,1917.67,11506.01,0.0,0.0,11506.01,564.02,17,2023-08-12,2023-08-17,2023-09-22,Licence logicielle,PO-80980-cr,2023,DRAFT,,FAC-2023-39195
169,2024-08-01,7,PUBLIC,20917.28,4183.46,25100.74,1045.86,3137.59,20917.29,1307.33,16,2024-08-02,2024-08-03,2024-09-21,Développement logiciel,PO-83643-Mx,2024,DRAFT,,FAC-2024-06002
170,2023-12-05,36,PUBLIC,5145.98,1029.2,6175.18,257.3,771.9,5145.98,735.14,7,2023-12-05,2023-12-06,2024-01-24,Formation technique,PO-76428-MS,2023,SENT,,FAC-2023-17583
171,2024-07-29,49,PRIVE,4599.36,919.87,5519.23,0.0,0.0,5519.23,287.46,16,2024-07-29,2024-07-30,2024-10-05,Formation technique,PO-88412-gh,2024,SENT,,FAC-2024-16579
174,2025-04-06,43,PRIVE,625.92,125.18,751.1,0.0,0.0,751.1,156.48,4,2025-04-07,2025-04-07,2025-05-23,Développement logiciel,PO-51673-Rp,2025,CANCELLED,,FAC-2025-65313
175,2023-10-30,42,PUBLIC,20790.0,4158.0,24948.0,1039.5,3118.5,20790.0,1155.0,18,2023-10-31,2023-11-04,2023-12-29,Consulting IT,PO-53462-TJ,2023,SENT,,FAC-2023-40042
176,2024-01-21,61,PRIVE,7744.78,1548.96,9293.74,0.0,0.0,9293.74,407.62,19,2024-01-23,,2024-03-03,Formation technique,PO-49893-fB,2024,OVERDUE,,FAC-2024-62014
178,2023-11-05,53,PUBLIC,7838.3,1567.66,9405.96,391.92,1175.75,7838.29,783.83,10,2023-11-05,2023-11-10,2024-01-25,Consulting IT,PO-47543-As,2023,SENT,,FAC-2023-99068
179,2025-03-21,14,PRIVE,4187.6,837.52,5025.12,0.0,0.0,5025.12,523.45,8,2025-03-21,2025-03-24,2025-06-09,Formation technique,PO-50706-mw,2025,SENT,,FAC-2025-92385
182,2024-11-19,5,PRIVE,2948.7,589.74,3538.44,0.0,0.0,3538.44,589.74,5,2024-11-19,2024-11-21,2025-02-05,Formation technique,PO-70701-eF,2024,DRAFT,,FAC-2024-58646
183,2025-03-03,22,PUBLIC,416.16,83.23,499.39,20.81,62.42,416.16,208.08,2,2025-03-03,2025-03-07,2025-04-17,Licence logicielle,PO-61874-bs,2025,OVERDUE,,FAC-2025-12210
184,2024-06-02,61,PRIVE,16927.9,3385.58,20313.48,0.0,0.0,20313.48,1538.9,11,2024-06-02,,2024-08-05,Hébergement cloud,PO-73905-hC,2024,DRAFT,,FAC-2024-52292
185,2025-04-24,2,PRIVE,525.9,105.18,631.08,0.0,0.0,631.08,87.65,6,2025-04-26,2025-04-27,2025-06-30,Licence logicielle,PO-95784-xl,2025,SENT,,FAC-2025-10408
186,2025-03-24,37,PRIVE,11701.58,2340.32,14041.9,0.0,0.0,14041.9,1063.78,11,2025-03-26,,2025-05-18,Maintenance SaaS,PO-18377-hM,2025,SENT,,FAC-2025-55384
188,2024-02-14,19,PRIVE,6127.65,1225.53,7353.18,0.0,0.0,7353.18,680.85,9,2024-02-16,2024-02-18,2024-03-16,Consulting IT,PO-78249-lm,2024,OVERDUE,,FAC-2024-25046
189,2024-03-27,44,PUBLIC,7949.06,1589.81,9538.87,397.45,1192.36,7949.06,567.79,14,2024-03-27,,2024-05-02,Consulting IT,PO-98384-WA,2024,SENT,,FAC-2024-38132
194,2024-03-10,63,PUBLIC,146.83,29.37,176.2,7.34,22.02,146.84,146.83,1,2024-03-10,2024-03-12,2024-05-28,Formation technique,PO-11409-sB,2024,CANCELLED,,FAC-2024-04854
195,2023-07-31,17,PRIVE,8601.58,1720.32,10321.9,0.0,0.0,10321.9,661.66,13,2023-08-01,2023-08-03,2023-09-13,Hébergement cloud,PO-04158-Hg,2023,SENT,,FAC-2023-19946
196,2024-11-13,50,PRIVE,1093.13,218.63,1311.76,0.0,0.0,1311.76,1093.13,1,2024-11-13,2024-11-15,2025-01-20,Hébergement cloud,PO-75017-Zz,2024,OVERDUE,,FAC-2024-32005
197,2025-07-18,49,PRIVE,3218.8,643.76,3862.56,0.0,0.0,3862.56,160.94,20,2025-07-18,,2025-08-26,Développement logiciel,PO-49684-kh,2025,SENT,,FAC-2025-15986
199,2023-10-21,13,PUBLIC,12713.19,2542.64,15255.83,635.66,1906.98,12713.19,1816.17,7,2023-10-23,2023-10-23,2023-11-24,Licence logicielle,PO-29256-LO,2023,OVERDUE,,FAC-2023-73098
200,2024-06-25,98,PUBLIC,2890.02,578.0,3468.02,144.5,433.5,2890.02,206.43,14,2024-06-25,2024-06-29,2024-08-11,Hébergement cloud,PO-14752-zp,2024,SENT,,FAC-2024-03793
202,2023-08-02,69,PRIVE,3925.39,785.08,4710.47,0.0,0.0,4710.47,560.77,7,2023-08-04,2023-08-03,2023-09-09,Consulting IT,PO-89568-kz,2023,DRAFT,,FAC-2023-23533
203,2024-03-15,70,PUBLIC,2713.95,542.79,3256.74,135.7,407.09,2713.95,542.79,5,2024-03-15,,2024-05-30,Hébergement cloud,PO-87674-gd,2024,SENT,,FAC-2024-81377
204,2023-09-23,64,PUBLIC,14435.96,2887.19,17323.15,721.8,2165.39,14435.96,1031.14,14,2023-09-24,2023-09-24,2023-12-13,Hébergement cloud,PO-64140-vW,2023,SENT,,FAC-2023-12079
205,2024-03-13,66,PRIVE,14798.6,2959.72,17758.32,0.0,0.0,17758.32,1479.86,10,2024-03-15,2024-03-17,2024-05-19,Hébergement cloud,PO-00782-eJ,2024,CANCELLED,,FAC-2024-01938
