INVOICE_ID,INVOICE_DATE,CLIENT_ID,CLIENT_TYPE,TOTAL_HT,MONTANT_TVA,AMOUNT_TTC,RAS_5P,RAS_TVA,AMOUNT_TO_PAY,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,PO,INVOICE_YEAR,STATUS,PAYMENT_DATE,INVOICE_NUMBER
6469,2023-10-19,90,PRIVE,12850.64,2570.13,15420.77,0.0,0.0,15420.77,1606.33,8,2023-10-21,2023-10-24,2023-11-22,Formation technique,PO-22601-dc,2023,PAID,2023-11-10,FAC-2023-95282
6471,2023-09-18,54,PRIVE,4028.0,805.6,4833.6,0.0,0.0,4833.6,201.4,20,2023-09-19,2023-09-20,2023-11-16,Licence logicielle,PO-95940-eb,2023,PAID,2023-12-01,FAC-2023-77649
6474,2024-04-05,45,PRIVE,10639.36,2127.87,12767.23,0.0,0.0,12767.23,664.96,16,2024-04-05,2024-04-06,2024-06-20,Hébergement cloud,PO-39158-Zs,2024,PAID,2024-06-15,FAC-2024-07180
6475,2025-02-09,44,PUBLIC,6932.1,1386.42,8318.52,346.61,1039.82,6932.09,990.3,7,2025-02-09,2025-02-12,2025-05-02,Consulting IT,PO-87950-OH,2025,PAID,2025-04-29,FAC-2025-56519
6479,2024-06-24,69,PRIVE,3635.9,727.18,4363.08,0.0,0.0,4363.08,1817.95,2,2024-06-26,2024-06-29,2024-09-14,Développement logiciel,PO-23177-tY,2024,PAID,2024-09-13,FAC-2024-41780
6481,2025-07-18,54,PRIVE,7648.92,1529.78,9178.7,0.0,0.0,9178.7,1912.23,4,2025-07-20,,2025-09-27,Consulting IT,PO-38241-Fc,2025,PAID,2025-09-17,FAC-2025-17573
6486,2025-04-14,83,PRIVE,19795.5,3959.1,23754.6,0.0,0.0,23754.6,1319.7,15,2025-04-15,,2025-05-27,Développement logiciel,PO-87675-Av,2025,PAID,2025-05-30,FAC-2025-66417
6489,2024-06-29,77,PUBLIC,6510.96,1302.19,7813.15,325.55,976.64,6510.96,723.44,9,2024-07-01,2024-07-04,2024-09-04,Consulting IT,PO-59469-bl,2024,PAID,2024-08-29,FAC-2024-46498
6492,2023-11-17,50,PRIVE,1018.64,203.73,1222.37,0.0,0.0,1222.37,145.52,7,2023-11-18,2023-11-20,2024-01-20,Développement logiciel,PO-92667-Od,2023,PAID,2024-01-16,FAC-2023-47875
6499,2024-11-23,82,PUBLIC,1331.8,266.36,1598.16,66.59,199.77,1331.8,133.18,10,2024-11-24,2024-11-25,2025-01-15,Licence logicielle,PO-56250-KX,2024,PAID,2025-01-12,FAC-2024-61856
6501,2024-11-17,76,PUBLIC,16512.2,3302.44,19814.64,825.61,2476.83,16512.2,825.61,20,2024-11-18,,2025-01-21,Licence logicielle,PO-97183-eM,2024,PAID,2025-01-25,FAC-2024-27569
6502,2023-09-28,76,PUBLIC,3178.26,635.65,3813.91,158.91,476.74,3178.26,176.57,18,2023-09-29,,2023-11-01,Développement logiciel,PO-14857-kz,2023,PAID,2023-11-11,FAC-2023-53045
6505,2024-01-06,24,PUBLIC,23797.06,4759.41,28556.47,1189.85,3569.56,23797.06,1699.79,14,2024-01-08,2024-01-09,2024-02-24,Développement logiciel,PO-26482-wx,2024,PAID,2024-03-06,FAC-2024-78221
6506,2024-10-09,53,PUBLIC,15220.61,3044.12,18264.73,761.03,2283.09,15220.61,895.33,17,2024-10-10,2024-10-13,2024-11-21,Licence logicielle,PO-46140-bu,2024,PAID,2024-12-06,FAC-2024-08868
6508,2024-07-18,6,PUBLIC,4598.44,919.69,5518.13,229.92,689.77,4598.44,418.04,11,2024-07-20,2024-07-23,2024-09-09,Formation technique,PO-62258-CC,2024,PAID,2024-09-03,FAC-2024-53712
6509,2025-03-03,96,PRIVE,17004.0,3400.8,20404.8,0.0,0.0,20404.8,1417.0,12,2025-03-03,2025-03-08,2025-04-20,Consulting IT,PO-44407-iQ,2025,PAID,2025-04-07,FAC-2025-29384
6510,2024-01-16,84,PRIVE,18709.35,3741.87,22451.22,0.0,0.0,22451.22,1700.85,11,2024-01-18,,2024-02-18,Consulting IT,PO-28201-ph,2024,PAID,2024-03-02,FAC-2024-82024
6515,2024-07-13,21,PUBLIC,11468.52,2293.7,13762.22,573.43,1720.28,11468.51,1911.42,6,2024-07-13,2024-07-14,2024-08-29,Formation technique,PO-05594-bh,2024,PAID,2024-08-20,FAC-2024-77676
6522,2025-05-15,61,PRIVE,1757.63,351.53,2109.16,0.0,0.0,2109.16,103.39,17,2025-05-17,2025-05-17,2025-06-20,Consulting IT,PO-31190-IZ,2025,PAID,2025-06-25,FAC-2025-15932
6524,2024-08-03,44,PUBLIC,8331.26,1666.25,9997.51,416.56,1249.69,8331.26,1190.18,7,2024-08-05,,2024-10-20,Hébergement cloud,PO-38379-rg,2024,PAID,2024-10-09,FAC-2024-38731
6525,2023-10-19,88,PRIVE,1166.42,233.28,1399.7,0.0,0.0,1399.7,1166.42,1,2023-10-21,2023-10-22,2023-12-02,Développement logiciel,PO-17611-Rc,2023,PAID,2023-11-26,FAC-2023-43930
6527,2023-12-19,96,PRIVE,3780.91,756.18,4537.09,0.0,0.0,4537.09,540.13,7,2023-12-19,2023-12-21,2024-01-27,Formation technique,PO-52199-Cy,2023,PAID,2024-01-21,FAC-2023-80401
6528,2023-10-01,71,PRIVE,7146.72,1429.34,8576.06,0.0,0.0,8576.06,595.56,12,2023-10-01,2023-10-03,2023-12-12,Hébergement cloud,PO-44472-rW,2023,PAID,2023-12-07,FAC-2023-63727
6530,2024-08-27,76,PUBLIC,28319.76,5663.95,33983.71,1415.99,4247.96,28319.76,1573.32,18,2024-08-29,2024-08-31,2024-09-26,Hébergement cloud,PO-80538-Bx,2024,PAID,2024-09-12,FAC-2024-81823
6532,2025-06-18,17,PRIVE,20846.25,4169.25,25015.5,0.0,0.0,25015.5,1389.75,15,2025-06-19,,2025-08-03,Consulting IT,PO-28018-wo,2025,PAID,2025-08-10,FAC-2025-52851
6533,2023-07-28,48,PRIVE,12580.83,2516.17,15097.0,0.0,0.0,15097.0,1397.87,9,2023-07-28,,2023-10-11,Développement logiciel,PO-54368-Pc,2023,PAID,2023-10-04,FAC-2023-74292
6534,2025-05-13,18,PUBLIC,2633.4,526.68,3160.08,131.67,395.01,2633.4,239.4,11,2025-05-14,2025-05-18,2025-06-30,Formation technique,PO-53964-dB,2025,PAID,2025-07-06,FAC-2025-35898
6537,2025-03-24,71,PRIVE,31767.68,6353.54,38121.22,0.0,0.0,38121.22,1985.48,16,2025-03-25,2025-03-26,2025-05-09,Maintenance SaaS,PO-65816-Hv,2025,PAID,2025-04-30,FAC-2025-66719
6539,2025-07-02,23,PRIVE,14411.88,2882.38,17294.26,0.0,0.0,17294.26,758.52,19,2025-07-03,2025-07-05,2025-09-28,Formation technique,PO-88649-ez,2025,PAID,2025-10-01,FAC-2025-17730
6546,2025-03-11,10,PRIVE,2332.44,466.49,2798.93,0.0,0.0,2798.93,388.74,6,2025-03-12,,2025-06-03,Maintenance SaaS,PO-25628-lx,2025,PAID,2025-06-07,FAC-2025-55907
6548,2025-03-25,34,PUBLIC,14864.58,2972.92,17837.5,743.23,2229.69,14864.58,825.81,18,2025-03-26,2025-03-28,2025-06-14,Formation technique,PO-83082-ZZ,2025,PAID,2025-06-07,FAC-2025-73984
6550,2023-08-05,36,PUBLIC,1934.88,386.98,2321.86,96.74,290.23,1934.89,241.86,8,2023-08-05,2023-08-10,2023-10-22,Formation technique,PO-91989-ZL,2023,PAID,2023-10-31,FAC-2023-79538
6552,2024-05-04,85,PRIVE,14899.5,2979.9,17879.4,0.0,0.0,17879.4,993.3,15,2024-05-04,2024-05-09,2024-07-20,Licence logicielle,PO-95167-to,2024,PAID,2024-07-20,FAC-2024-72066
6553,2025-03-12,8,PUBLIC,5148.0,1029.6,6177.6,257.4,772.2,5148.0,257.4,20,2025-03-13,2025-03-15,2025-06-07,Développement logiciel,PO-13258-Pg,2025,PAID,2025-06-12,FAC-2025-01830
6555,2024-03-28,59,PUBLIC,7813.54,1562.71,9376.25,390.68,1172.03,7813.54,558.11,14,2024-03-30,,2024-05-26,Maintenance SaaS,PO-52857-XJ,2024,PAID,2024-05-20,FAC-2024-40685
6558,2024-10-20,42,PUBLIC,4527.9,905.58,5433.48,226.39,679.18,4527.91,301.86,15,2024-10-20,2024-10-23,2024-12-26,Hébergement cloud,PO-90976-wU,2024,PAID,2024-12-31,FAC-2024-54613
6559,2024-10-07,87,PRIVE,997.27,199.45,1196.72,0.0,0.0,1196.72,997.27,1,2024-10-09,,2024-11-11,Licence logicielle,PO-30431-oe,2024,PAID,2024-11-05,FAC-2024-87360
6562,2024-09-26,69,PRIVE,6114.64,1222.93,7337.57,0.0,0.0,7337.57,1528.66,4,2024-09-26,,2024-11-08,Consulting IT,PO-21336-ZD,2024,PAID,2024-11-10,FAC-2024-32866
6563,2024-08-21,100,PRIVE,3202.7,640.54,3843.24,0.0,0.0,3843.24,640.54,5,2024-08-21,2024-08-23,2024-11-12,Hébergement cloud,PO-30418-Cr,2024,PAID,2024-10-29,FAC-2024-43776
6565,2025-03-14,3,PRIVE,1480.18,296.04,1776.22,0.0,0.0,1776.22,1480.18,1,2025-03-14,2025-03-15,2025-04-25,Hébergement cloud,PO-41633-ac,2025,PAID,2025-05-01,FAC-2025-94414
6567,2024-11-06,78,PUBLIC,7435.35,1487.07,8922.42,371.77,1115.3,7435.35,495.69,15,2024-11-08,2024-11-09,2024-12-27,Maintenance SaaS,PO-14216-ek,2024,PAID,2024-12-28,FAC-2024-48598
6573,2025-03-05,99,PUBLIC,26303.58,5260.72,31564.3,1315.18,3945.54,26303.58,1461.31,18,2025-03-07,,2025-04-15,Hébergement cloud,PO-32009-AD,2025,PAID,2025-03-31,FAC-2025-60849
6576,2024-04-29,46,PUBLIC,2570.89,514.18,3085.07,128.54,385.63,2570.9,135.31,19,2024-04-30,,2024-06-04,Consulting IT,PO-76466-dE,2024,PAID,2024-06-19,FAC-2024-26415
6578,2024-10-29,80,PUBLIC,24123.45,4824.69,28948.14,1206.17,3618.52,24123.45,1608.23,15,2024-10-31,2024-11-01,2025-01-23,Hébergement cloud,PO-29941-Ma,2024,PAID,2025-01-19,FAC-2024-94023
6579,2024-05-11,7,PUBLIC,10651.48,2130.3,12781.78,532.57,1597.72,10651.49,1521.64,7,2024-05-11,2024-05-16,2024-06-28,Licence logicielle,PO-45320-Dx,2024,PAID,2024-06-23,FAC-2024-44929
6580,2025-01-27,62,PRIVE,4183.2,836.64,5019.84,0.0,0.0,5019.84,1045.8,4,2025-01-28,2025-02-01,2025-03-03,Consulting IT,PO-06193-MC,2025,PAID,2025-03-05,FAC-2025-93630
6582,2024-08-17,83,PRIVE,1489.4,297.88,1787.28,0.0,0.0,1787.28,1489.4,1,2024-08-18,,2024-10-31,Consulting IT,PO-99747-hF,2024,PAID,2024-10-31,FAC-2024-70158
6583,2024-08-09,69,PRIVE,148.32,29.66,177.98,0.0,0.0,177.98,148.32,1,2024-08-09,2024-08-13,2024-11-03,Développement logiciel,PO-84445-ud,2024,PAID,2024-10-25,FAC-2024-21672
6587,2023-10-10,23,PRIVE,4432.41,886.48,5318.89,0.0,0.0,5318.89,1477.47,3,2023-10-11,2023-10-15,2023-11-18,Développement logiciel,PO-44848-Ap,2023,PAID,2023-11-05,FAC-2023-16477
6588,2023-10-07,43,PRIVE,1877.2,375.44,2252.64,0.0,0.0,2252.64,93.86,20,2023-10-09,2023-10-09,2023-12-09,Hébergement cloud,PO-79129-pr,2023,PAID,2023-12-06,FAC-2023-81857
6589,2024-01-25,74,PUBLIC,10023.9,2004.78,12028.68,501.19,1503.59,10023.9,668.26,15,2024-01-25,2024-01-27,2024-04-14,Développement logiciel,PO-42643-oX,2024,PAID,2024-04-29,FAC-2024-35895
6593,2024-09-14,57,PUBLIC,17240.52,3448.1,20688.62,862.03,2586.08,17240.51,1567.32,11,2024-09-16,2024-09-19,2024-10-23,Maintenance SaaS,PO-69027-zM,2024,PAID,2024-10-14,FAC-2024-92915
6598,2024-09-17,63,PUBLIC,1779.05,355.81,2134.86,88.95,266.86,1779.05,355.81,5,2024-09-19,2024-09-18,2024-10-30,Consulting IT,PO-01164-Tw,2024,PAID,2024-11-05,FAC-2024-30761
6601,2023-09-12,4,PRIVE,19922.76,3984.55,23907.31,0.0,0.0,23907.31,1532.52,13,2023-09-14,,2023-10-18,Développement logiciel,PO-54392-Xf,2023,PAID,2023-10-09,FAC-2023-27426
6603,2023-10-19,26,PUBLIC,1317.51,263.5,1581.01,65.88,197.63,1317.5,146.39,9,2023-10-21,2023-10-24,2023-12-05,Formation technique,PO-69506-NK,2023,PAID,2023-12-17,FAC-2023-67401
6606,2025-03-05,94,PUBLIC,13636.8,2727.36,16364.16,681.84,2045.52,13636.8,1363.68,10,2025-03-06,2025-03-06,2025-05-31,Maintenance SaaS,PO-33247-II,2025,PAID,2025-06-10,FAC-2025-72032
6609,2024-01-24,54,PRIVE,12135.15,2427.03,14562.18,0.0,0.0,14562.18,809.01,15,2024-01-24,2024-01-25,2024-03-20,Développement logiciel,PO-32943-SV,2024,PAID,2024-03-12,FAC-2024-94112
6611,2024-01-23,35,PUBLIC,424.17,84.83,509.0,21.21,63.63,424.16,141.39,3,2024-01-23,2024-01-25,2024-03-28,Hébergement cloud,PO-46179-Ty,2024,PAID,2024-03-16,FAC-2024-62195
6612,2023-10-25,96,PRIVE,2083.01,416.6,2499.61,0.0,0.0,2499.61,122.53,17,2023-10-26,2023-10-30,2023-12-23,Hébergement cloud,PO-37743-KC,2023,PAID,2023-12-17,FAC-2023-98410
6613,2024-05-09,63,PUBLIC,3360.48,672.1,4032.58,168.02,504.07,3360.49,280.04,12,2024-05-09,2024-05-13,2024-07-06,Maintenance SaaS,PO-54613-Pt,2024,PAID,2024-07-20,FAC-2024-29236
6615,2025-05-31,19,PRIVE,6605.36,1321.07,7926.43,0.0,0.0,7926.43,825.67,8,2025-05-31,2025-06-01,2025-07-19,Hébergement cloud,PO-86074-nc,2025,PAID,2025-07-22,FAC-2025-66152
6616,2023-08-06,3,PRIVE,21717.85,4343.57,26061.42,0.0,0.0,26061.42,1974.35,11,2023-08-06,,2023-10-08,Développement logiciel,PO-24204-xL,2023,PAID,2023-10-21,FAC-2023-26500
6617,2024-12-14,61,PRIVE,29427.58,5885.52,35313.1,0.0,0.0,35313.1,1548.82,19,2024-12-14,2024-12-15,2025-02-07,Maintenance SaaS,PO-48071-Yi,2024,PAID,2025-02-03,FAC-2024-49294
6622,2024-03-18,54,PRIVE,5528.64,1105.73,6634.37,0.0,0.0,6634.37,345.54,16,2024-03-19,,2024-04-19,Hébergement cloud,PO-25580-Md,2024,PAID,2024-04-21,FAC-2024-43213
6623,2023-09-13,40,PRIVE,26508.3,5301.66,31809.96,0.0,0.0,31809.96,1767.22,15,2023-09-15,,2023-12-11,Consulting IT,PO-68359-lG,2023,PAID,2023-12-02,FAC-2023-11490
6625,2025-07-15,41,PRIVE,8428.6,1685.72,10114.32,0.0,0.0,10114.32,421.43,20,2025-07-17,2025-07-18,2025-09-27,Licence logicielle,PO-95424-cP,2025,PAID,2025-10-11,FAC-2025-92390
6626,2024-07-15,3,PRIVE,286.82,57.36,344.18,0.0,0.0,344.18,286.82,1,2024-07-17,2024-07-19,2024-09-15,Formation technique,PO-75463-qR,2024,PAID,2024-09-04,FAC-2024-30148
6627,2025-04-04,13,PUBLIC,17411.1,3482.22,20893.32,870.55,2611.66,17411.11,1741.11,10,2025-04-05,2025-04-07,2025-06-12,Développement logiciel,PO-27929-JR,2025,PAID,2025-06-16,FAC-2025-49893
6631,2023-12-26,80,PUBLIC,7972.74,1594.55,9567.29,398.64,1195.91,7972.74,885.86,9,2023-12-26,,2024-02-02,Maintenance SaaS,PO-72690-QW,2023,PAID,2024-01-19,FAC-2023-38494
6632,2025-02-15,100,PRIVE,956.49,191.3,1147.79,0.0,0.0,1147.79,956.49,1,2025-02-15,2025-02-18,2025-04-03,Licence logicielle,PO-14102-Yv,2025,PAID,2025-04-09,FAC-2025-86822
6634,2024-02-17,9,PUBLIC,15435.12,3087.02,18522.14,771.76,2315.27,15435.11,1929.39,8,2024-02-19,2024-02-21,2024-05-08,Maintenance SaaS,PO-58875-Sr,2024,PAID,2024-05-04,FAC-2024-32316
6636,2024-09-04,32,PUBLIC,880.5,176.1,1056.6,44.03,132.08,880.49,880.5,1,2024-09-05,2024-09-05,2024-10-12,Hébergement cloud,PO-53101-Si,2024,PAID,2024-10-27,FAC-2024-19982
6638,2025-07-21,33,PRIVE,4207.76,841.55,5049.31,0.0,0.0,5049.31,1051.94,4,2025-07-22,,2025-10-07,Maintenance SaaS,PO-58271-QC,2025,PAID,2025-10-07,FAC-2025-80087
6639,2023-10-27,29,PUBLIC,13534.02,2706.8,16240.82,676.7,2030.1,13534.02,751.89,18,2023-10-27,,2024-01-05,Développement logiciel,PO-74590-wj,2023,PAID,2024-01-04,FAC-2023-51950
6640,2025-07-20,55,PUBLIC,34504.74,6900.95,41405.69,1725.24,5175.71,34504.74,1916.93,18,2025-07-22,2025-07-25,2025-10-15,Maintenance SaaS,PO-91116-dq,2025,PAID,2025-10-20,FAC-2025-54409
6642,2024-03-03,97,PRIVE,14406.65,2881.33,17287.98,0.0,0.0,17287.98,847.45,17,2024-03-03,2024-03-04,2024-05-18,Hébergement cloud,PO-61235-Rb,2024,PAID,2024-05-29,FAC-2024-56806
6644,2024-08-15,10,PRIVE,601.98,120.4,722.38,0.0,0.0,722.38,100.33,6,2024-08-15,2024-08-19,2024-09-22,Maintenance SaaS,PO-81285-AO,2024,PAID,2024-09-15,FAC-2024-37827
6645,2025-01-26,9,PUBLIC,6387.96,1277.59,7665.55,319.4,958.19,6387.96,532.33,12,2025-01-28,,2025-04-14,Développement logiciel,PO-02781-EL,2025,PAID,2025-04-02,FAC-2025-59460
6647,2025-01-23,72,PUBLIC,17561.31,3512.26,21073.57,878.07,2634.2,17561.3,1350.87,13,2025-01-25,2025-01-27,2025-03-29,Formation technique,PO-71808-To,2025,PAID,2025-03-20,FAC-2025-87552
6648,2024-02-27,34,PUBLIC,4156.53,831.31,4987.84,207.83,623.48,4156.53,1385.51,3,2024-02-27,2024-03-01,2024-04-03,Développement logiciel,PO-59570-NB,2024,PAID,2024-04-01,FAC-2024-13156
6651,2025-03-30,40,PRIVE,3718.08,743.62,4461.7,0.0,0.0,4461.7,309.84,12,2025-03-30,2025-03-31,2025-06-23,Maintenance SaaS,PO-26840-OM,2025,PAID,2025-07-03,FAC-2025-78671
6652,2024-02-12,47,PRIVE,27252.0,5450.4,32702.4,0.0,0.0,32702.4,1514.0,18,2024-02-13,2024-02-15,2024-04-20,Hébergement cloud,PO-70385-uQ,2024,PAID,2024-04-15,FAC-2024-85790
6654,2023-08-02,48,PRIVE,21074.05,4214.81,25288.86,0.0,0.0,25288.86,1239.65,17,2023-08-03,,2023-09-10,Licence logicielle,PO-06417-Ow,2023,PAID,2023-09-03,FAC-2023-86954
6655,2024-01-18,63,PUBLIC,8920.1,1784.02,10704.12,446.01,1338.02,8920.09,1784.02,5,2024-01-19,,2024-03-29,Hébergement cloud,PO-81135-ho,2024,PAID,2024-03-22,FAC-2024-86998
6656,2024-04-29,99,PUBLIC,22377.96,4475.59,26853.55,1118.9,3356.69,22377.96,1243.22,18,2024-04-30,2024-05-04,2024-07-16,Formation technique,PO-11232-tP,2024,PAID,2024-07-17,FAC-2024-19804
6660,2024-07-07,15,PUBLIC,37350.77,7470.15,44820.92,1867.54,5602.62,37350.76,1965.83,19,2024-07-09,,2024-10-03,Hébergement cloud,PO-21589-Gy,2024,PAID,2024-09-24,FAC-2024-80708
6663,2023-09-28,49,PRIVE,3215.61,643.12,3858.73,0.0,0.0,3858.73,1071.87,3,2023-09-30,2023-10-02,2023-10-29,Hébergement cloud,PO-37226-gw,2023,PAID,2023-10-26,FAC-2023-97112
6664,2024-02-04,14,PRIVE,564.08,112.82,676.9,0.0,0.0,676.9,51.28,11,2024-02-04,2024-02-08,2024-03-18,Licence logicielle,PO-29349-wT,2024,PAID,2024-03-07,FAC-2024-55570
6668,2024-09-17,69,PRIVE,5473.8,1094.76,6568.56,0.0,0.0,6568.56,1368.45,4,2024-09-17,2024-09-18,2024-10-29,Formation technique,PO-71989-NY,2024,PAID,2024-11-04,FAC-2024-39522
6669,2025-04-28,59,PUBLIC,25838.48,5167.7,31006.18,1291.92,3875.77,25838.49,1359.92,19,2025-04-29,,2025-07-10,Développement logiciel,PO-09641-bT,2025,PAID,2025-06-28,FAC-2025-59794
6670,2025-02-28,1,PRIVE,6625.32,1325.06,7950.38,0.0,0.0,7950.38,509.64,13,2025-02-28,2025-03-01,2025-05-29,Consulting IT,PO-88528-iV,2025,PAID,2025-05-23,FAC-2025-06943
6671,2023-08-18,36,PUBLIC,2004.84,400.97,2405.81,100.24,300.73,2004.84,501.21,4,2023-08-20,2023-08-21,2023-09-28,Consulting IT,PO-55829-Qh,2023,PAID,2023-09-13,FAC-2023-80732
6673,2025-05-30,14,PRIVE,5678.19,1135.64,6813.83,0.0,0.0,6813.83,1892.73,3,2025-05-31,2025-06-02,2025-07-11,Maintenance SaaS,PO-32046-xI,2025,PAID,2025-07-03,FAC-2025-99591
