TRANSACTION_ID,AMOUNT,DATE,LABEL,REFERENCE,TYPE,INVOICE_ID
3877,64884.619999999995,2025-03-14,VIR MULTI 3 FAC,"FAC-2025-52708,FAC-2024-84203,FAC-2024-82415",GROUPED,"6633,6636,6639"
3878,76047.99,2023-09-20,VIR MULTI 3 FAC,"FAC-2023-43770,FAC-2025-82992,FAC-2023-83209",GROUPED,"6640,6641,6642"
3879,50237.55,2024-07-29,VIR MULTI 3 FAC,"FAC-2024-71403,FAC-2025-50605,FAC-2024-67849",GROUPED,"6643,6645,6646"
3880,30633.81,2025-04-20,VIR MULTI 3 FAC,"FAC-2025-81783,FAC-2025-15935,FAC-2024-56539",GROUPED,"6648,6653,6655"
3881,36932.97,2024-05-01,VIR MULTI 3 FAC,"FAC-2024-23330,FAC-2025-89489,FAC-2024-73150",GROUPED,"6661,6662,6665"
3882,41483.520000000004,2024-02-01,VIR MULTI 3 FAC,"FAC-2023-85497,FAC-2024-35649,FAC-2024-73967",GROUPED,"6668,6669,6670"
3883,30926.92,2024-06-24,VIR MULTI 3 FAC,"FAC-2024-84125,FAC-2025-92567,FAC-2025-52390",GROUPED,"6671,6672,6673"
3884,42725.16,2025-06-16,VIR MULTI 3 FAC,"FAC-2025-03580,FAC-2024-97473,FAC-2023-93543",GROUPED,"6674,6678,6679"
3885,29368.9,2025-08-25,VIR MULTI 3 FAC,"FAC-2025-44610,FAC-2024-08169,FAC-2024-19971",GROUPED,"6681,6686,6688"
3886,24110.829999999998,2025-04-26,VIR MULTI 3 FAC,"FAC-2025-21259,FAC-2025-59479,FAC-2024-03139",GROUPED,"6690,6691,6699"
3887,44230.9,2025-10-14,VIR MULTI 3 FAC,"FAC-2025-95764,FAC-2025-35444,FAC-2024-09477",GROUPED,"6701,6702,6707"
3888,69551.91,2024-01-24,VIR MULTI 3 FAC,"FAC-2023-63484,FAC-2024-10712,FAC-2024-32084",GROUPED,"6711,6715,6716"
3889,52899.69,2024-12-14,VIR MULTI 3 FAC,"FAC-2024-72037,FAC-2023-01974,FAC-2024-31071",GROUPED,"6718,6720,6721"
3890,8487.82,2025-08-26,VIR MULTI 3 FAC,"FAC-2025-99505,FAC-2024-89810,FAC-2023-06412",GROUPED,"6722,6727,6734"
3891,31805.79,2024-06-15,VIR MULTI 3 FAC,"FAC-2024-45297,FAC-2025-42132,FAC-2023-65604",GROUPED,"6735,6736,6741"
3892,13783.32,2024-04-03,VIR MULTI 3 FAC,"FAC-2024-15518,FAC-2023-88024,FAC-2023-50199",GROUPED,"6743,6744,6746"
3893,24768.16,2024-05-03,VIR MULTI 3 FAC,"FAC-2024-15939,FAC-2024-79435,FAC-2023-01676",GROUPED,"6747,6750,6751"
3894,10604.32,2024-07-23,VIR MULTI 3 FAC,"FAC-2024-77698,FAC-2023-31001,FAC-2024-55431",GROUPED,"6763,6765,6766"
3895,23550.239999999998,2025-04-05,VIR MULTI 3 FAC,"FAC-2025-65112,FAC-2023-20445,FAC-2023-52229",GROUPED,"6770,6773,6775"
3896,25478.75,2024-11-25,VIR MULTI 3 FAC,"FAC-2024-35677,FAC-2024-93733,FAC-2024-67651",GROUPED,"6778,6780,6781"
3897,56723.81,2024-11-21,VIR MULTI 3 FAC,"FAC-2024-07568,FAC-2023-03341,FAC-2024-72821",GROUPED,"6783,6784,6790"
3898,96638.93000000001,2024-02-09,VIR MULTI 3 FAC,"FAC-2023-74071,FAC-2024-53878,FAC-2023-75811",GROUPED,"6796,6797,6802"
3899,29335.73,2024-02-15,VIR MULTI 3 FAC,"FAC-2023-13080,FAC-2024-09330,FAC-2024-45024",GROUPED,"6803,6805,6808"
3900,60607.71,2024-12-12,VIR MULTI 3 FAC,"FAC-2024-06898,FAC-2025-02896,FAC-2025-55712",GROUPED,"6811,6815,6817"
3901,76841.34,2024-06-26,VIR MULTI 3 FAC,"FAC-2024-01813,FAC-2023-56907,FAC-2025-75972",GROUPED,"6820,6822,6824"
3902,24742.980000000003,2025-03-07,VIR MULTI 3 FAC,"FAC-2025-89496,FAC-2025-60565,FAC-2024-44721",GROUPED,"6827,6831,6835"
3903,43707.03,2025-06-01,VIR MULTI 3 FAC,"FAC-2025-17391,FAC-2023-96040,FAC-2024-35838",GROUPED,"6839,6840,6843"
3904,63851.350000000006,2024-08-02,VIR MULTI 3 FAC,"FAC-2024-30967,FAC-2023-46675,FAC-2023-27794",GROUPED,"6844,6854,6859"
3905,13608.38,2024-06-16,VIR MULTI 3 FAC,"FAC-2024-81065,FAC-2024-12359,FAC-2024-91613",GROUPED,"6865,6870,6871"
3906,12872.149999999998,2025-04-14,VIR MULTI 3 FAC,"FAC-2025-45230,FAC-2023-22588,FAC-2024-95128",GROUPED,"6873,6874,6875"
3907,47384.5,2023-09-29,VIR MULTI 3 FAC,"FAC-2023-34558,FAC-2023-40347,FAC-2024-76044",GROUPED,"6876,6880,6884"
3908,31161.7,2024-03-10,VIR MULTI 3 FAC,"FAC-2024-99604,FAC-2024-86979,FAC-2023-08536",GROUPED,"6891,6892,6893"
3909,31245.820000000003,2024-06-24,VIR MULTI 3 FAC,"FAC-2024-91262,FAC-2023-70700,FAC-2023-16861",GROUPED,"6895,6896,6899"
3910,39136.53,2025-05-31,VIR MULTI 3 FAC,"FAC-2025-00858,FAC-2025-64733,FAC-2024-32446",GROUPED,"6902,6907,6908"
3911,45008.57,2025-08-20,VIR MULTI 3 FAC,"FAC-2025-75278,FAC-2023-12724,FAC-2025-96342",GROUPED,"6909,6912,6914"
3912,30164.050000000003,2024-03-29,VIR MULTI 3 FAC,"FAC-2023-42678,FAC-2025-31921,FAC-2024-25130",GROUPED,"6916,6917,6918"
3913,67404.37000000001,2025-07-04,VIR MULTI 3 FAC,"FAC-2025-44222,FAC-2023-14903,FAC-2024-12827",GROUPED,"6919,6921,6923"
3914,40251.96,2024-08-14,VIR MULTI 3 FAC,"FAC-2024-63064,FAC-2024-13411,FAC-2024-75052",GROUPED,"6929,6930,6931"
3915,23369.72,2025-04-30,VIR MULTI 3 FAC,"FAC-2025-60509,FAC-2023-02023,FAC-2025-30861",GROUPED,"6933,6934,6939"
3916,35753.61,2025-04-15,VIR MULTI 3 FAC,"FAC-2025-75931,FAC-2025-78624,FAC-2024-24484",GROUPED,"6940,6941,6946"
3917,47927.28,2024-12-09,VIR MULTI 3 FAC,"FAC-2024-69536,FAC-2025-51940,FAC-2025-29535",GROUPED,"6952,6957,6960"
3918,16103.56,2025-09-04,VIR MULTI 3 FAC,"FAC-2025-19935,FAC-2023-81069,FAC-2025-17482",GROUPED,"6961,6962,6963"
3919,48084.75,2025-01-28,VIR MULTI 3 FAC,"FAC-2024-17136,FAC-2024-24152,FAC-2024-14266",GROUPED,"6967,6969,6981"
3920,41184.38,2024-11-20,VIR MULTI 3 FAC,"FAC-2024-15674,FAC-2024-78913,FAC-2025-68860",GROUPED,"6982,6984,6987"
3921,70085.26000000001,2023-09-18,VIR MULTI 3 FAC,"FAC-2023-80061,FAC-2023-14050,FAC-2024-09965",GROUPED,"6989,6995,6998"
3922,28239.28,2025-08-23,VIR MULTI 3 FAC,"FAC-2025-84601,FAC-2025-67975,FAC-2023-04828",GROUPED,"7001,7005,7007"
3923,45120.64,2024-12-10,VIR MULTI 3 FAC,"FAC-2024-77287,FAC-2024-03902,FAC-2024-53583",GROUPED,"7008,7010,7011"
3924,68133.53,2024-03-07,VIR MULTI 3 FAC,"FAC-2024-40155,FAC-2024-04744,FAC-2025-33841",GROUPED,"7017,7021,7023"
3925,38304.32,2023-12-24,VIR MULTI 3 FAC,"FAC-2023-67796,FAC-2024-88982,FAC-2024-16278",GROUPED,"7030,7037,7038"
3926,60429.850000000006,2024-08-31,VIR MULTI 3 FAC,"FAC-2024-39627,FAC-2024-90511,FAC-2024-71652",GROUPED,"7041,7042,7044"
3927,73332.06,2024-07-13,VIR MULTI 3 FAC,"FAC-2024-35351,FAC-2024-63449,FAC-2024-29589",GROUPED,"7046,7047,7053"
3928,49090.05,2023-12-17,VIR MULTI 3 FAC,"FAC-2023-54104,FAC-2024-92674,FAC-2024-66818",GROUPED,"7054,7055,7057"
3929,18906.18,2024-08-07,VIR MULTI 3 FAC,"FAC-2024-65873,FAC-2025-69300,FAC-2024-02245",GROUPED,"7060,7062,7066"
3930,19975.039999999997,2025-01-26,VIR MULTI 3 FAC,"FAC-2024-93854,FAC-2024-33074,FAC-2023-39513",GROUPED,"7068,7069,7074"
3931,28269.010000000002,2023-12-26,VIR MULTI 3 FAC,"FAC-2023-05166,FAC-2024-68324,FAC-2024-81567",GROUPED,"7077,7080,7081"
3932,33791.979999999996,2024-05-23,VIR MULTI 3 FAC,"FAC-2024-55196,FAC-2024-97061,FAC-2024-15091",GROUPED,"7082,7085,7086"
3933,43938.75,2024-08-02,VIR MULTI 3 FAC,"FAC-2024-59839,FAC-2024-31297,FAC-2024-14667",GROUPED,"7087,7088,7089"
3934,54670.0,2025-06-29,VIR MULTI 3 FAC,"FAC-2025-63528,FAC-2024-26043,FAC-2023-15591",GROUPED,"7096,7102,7105"
3935,19223.71,2024-04-16,VIR MULTI 3 FAC,"FAC-2024-82280,FAC-2024-55536,FAC-2024-78118",GROUPED,"7110,7113,7114"
3936,18892.34,2023-11-19,VIR MULTI 3 FAC,"FAC-2023-99786,FAC-2024-82545,FAC-2024-87115",GROUPED,"7115,7117,7121"
3937,27414.01,2024-09-02,VIR MULTI 3 FAC,"FAC-2024-03040,FAC-2025-36245,FAC-2024-70653",GROUPED,"7123,7124,7125"
3938,49900.73,2025-06-13,VIR MULTI 3 FAC,"FAC-2025-76231,FAC-2024-90084,FAC-2025-97033",GROUPED,"7128,7129,7130"
3939,52198.75,2024-12-26,VIR MULTI 3 FAC,"FAC-2024-83384,FAC-2023-85648,FAC-2025-10963",GROUPED,"7131,7134,7136"
3940,33691.59,2025-04-07,VIR MULTI 3 FAC,"FAC-2025-75442,FAC-2023-88707,FAC-2025-53646",GROUPED,"7139,7142,7151"
3941,42945.12,2024-06-16,VIR MULTI 3 FAC,"FAC-2024-84372,FAC-2023-26112,FAC-2024-83470",GROUPED,"7154,7155,7159"
3942,17569.59,2025-09-25,VIR MULTI 3 FAC,"FAC-2025-08712,FAC-2023-42207,FAC-2023-27526",GROUPED,"7160,7161,7163"
3943,25022.72,2023-12-22,VIR MULTI 3 FAC,"FAC-2023-37029,FAC-2023-47537,FAC-2024-23992",GROUPED,"7164,7166,7168"
3944,51767.59,2025-01-27,VIR MULTI 3 FAC,"FAC-2024-39619,FAC-2025-52771,FAC-2024-51352",GROUPED,"7170,7171,7175"
3945,41091.71,2025-03-16,VIR MULTI 3 FAC,"FAC-2025-37048,FAC-2024-84049,FAC-2024-19197",GROUPED,"7176,7182,7184"
3946,34813.4,2024-07-03,VIR MULTI 3 FAC,"FAC-2024-26192,FAC-2025-08309,FAC-2024-63456",GROUPED,"7186,7187,7189"
3947,50913.979999999996,2024-09-08,VIR MULTI 3 FAC,"FAC-2024-80445,FAC-2024-24024,FAC-2024-47147",GROUPED,"7191,7194,7196"
3948,25785.47,2024-04-28,VIR MULTI 3 FAC,"FAC-2024-20823,FAC-2025-89515,FAC-2025-01600",GROUPED,"7198,7200,7203"
3949,56021.03,2025-06-21,VIR MULTI 3 FAC,"FAC-2025-29661,FAC-2024-03529,FAC-2024-77454",GROUPED,"7206,7207,7212"
3950,41726.03,2024-09-13,VIR MULTI 3 FAC,"FAC-2024-72600,FAC-2024-26441,FAC-2023-84689",GROUPED,"7217,7222,7223"
3951,36677.15,2025-09-14,VIR MULTI 3 FAC,"FAC-2025-65704,FAC-2025-03166,FAC-2024-55821",GROUPED,"7226,7227,7228"
3952,37534.41,2024-03-02,VIR MULTI 3 FAC,"FAC-2023-59517,FAC-2023-04939,FAC-2024-65848",GROUPED,"7231,7232,7235"
3953,27193.47,2025-06-29,VIR MULTI 3 FAC,"FAC-2025-74584,FAC-2025-58387,FAC-2024-48453",GROUPED,"7236,7238,7239"
3954,3931.2,2024-10-07,VIR MULTI 3 FAC,"FAC-2024-83395,FAC-2025-29805,FAC-2024-89938",GROUPED,"7241,7242,7249"
3955,39192.37,2024-07-26,VIR MULTI 3 FAC,"FAC-2024-28279,FAC-2025-36309,FAC-2025-82768",GROUPED,"7251,7253,7254"
3956,63492.6,2024-09-06,VIR MULTI 3 FAC,"FAC-2024-12077,FAC-2024-70077,FAC-2024-14913",GROUPED,"7255,7258,7263"
3957,46588.020000000004,2025-03-15,VIR MULTI 3 FAC,"FAC-2025-71682,FAC-2024-19012,FAC-2025-38894",GROUPED,"7266,7267,7268"
3958,58395.85,2025-01-28,VIR MULTI 3 FAC,"FAC-2024-55507,FAC-2023-96992,FAC-2024-23999",GROUPED,"7271,7272,7274"
3959,33799.12,2023-11-22,VIR MULTI 3 FAC,"FAC-2023-40652,FAC-2025-47961,FAC-2023-72415",GROUPED,"7276,7278,7288"
3960,29143.52,2023-11-12,VIR MULTI 3 FAC,"FAC-2023-18603,FAC-2024-03487,FAC-2023-91364",GROUPED,"7291,7294,7297"
3961,46947.59,2024-11-30,VIR MULTI 3 FAC,"FAC-2024-66133,FAC-2023-83095,FAC-2023-22734",GROUPED,"7298,7302,7304"
3962,18602.65,2025-04-03,VIR MULTI 3 FAC,"FAC-2025-66772,FAC-2024-56279,FAC-2025-14754",GROUPED,"7306,7312,7313"
3963,48950.23,2024-03-17,VIR MULTI 3 FAC,"FAC-2023-96415,FAC-2024-67242,FAC-2024-74667",GROUPED,"7316,7319,7321"
3964,25585.390000000003,2024-09-24,VIR MULTI 3 FAC,"FAC-2024-10439,FAC-2024-50748,FAC-2024-33229",GROUPED,"7323,7325,7327"
3965,86827.45000000001,2025-02-05,VIR MULTI 3 FAC,"FAC-2024-64559,FAC-2025-14752,FAC-2024-23667",GROUPED,"7328,7330,7335"
3966,41532.31,2025-05-01,VIR MULTI 3 FAC,"FAC-2025-70676,FAC-2023-08270,FAC-2024-42455",GROUPED,"7338,7339,7340"
3967,37272.729999999996,2025-06-26,VIR MULTI 3 FAC,"FAC-2025-39379,FAC-2023-76974,FAC-2024-22107",GROUPED,"7341,7345,7346"
3968,12117.05,2024-01-02,VIR MULTI 3 FAC,"FAC-2023-21980,FAC-2024-60782,FAC-2024-62117",GROUPED,"7349,7350,7351"
3969,76299.61,2024-05-07,VIR MULTI 3 FAC,"FAC-2024-21590,FAC-2025-04502,FAC-2025-98354",GROUPED,"7354,7359,7360"
3970,34454.26,2024-06-17,VIR MULTI 3 FAC,"FAC-2024-39119,FAC-2025-96167,FAC-2024-92013",GROUPED,"7361,7365,7366"
3971,22144.22,2024-10-21,VIR MULTI 3 FAC,"FAC-2024-54099,FAC-2025-94249,FAC-2025-91373",GROUPED,"7369,7372,7378"
3972,8060.619999999999,2025-09-25,VIR MULTI 3 FAC,"FAC-2025-72779,FAC-2024-87241,FAC-2024-05755",GROUPED,"7380,7381,7383"
3973,61368.350000000006,2024-03-18,VIR MULTI 3 FAC,"FAC-2024-08340,FAC-2024-69608,FAC-2025-46198",GROUPED,"7384,7385,7386"
3974,17822.61,2024-11-27,VIR MULTI 3 FAC,"FAC-2024-65708,FAC-2024-49590,FAC-2025-69124",GROUPED,"7392,7393,7397"
3975,37227.619999999995,2024-12-17,VIR MULTI 3 FAC,"FAC-2024-66674,FAC-2024-88431,FAC-2023-24632",GROUPED,"7399,7402,7405"
3976,11702.87,2023-09-12,VIR MULTI 3 FAC,"FAC-2023-06356,FAC-2023-89093,FAC-2025-59880",GROUPED,"7408,7413,7416"
3977,57660.619999999995,2024-07-26,VIR MULTI 3 FAC,"FAC-2024-88665,FAC-2023-05051,FAC-2025-22008",GROUPED,"7424,7429,7433"
3978,34521.4,2024-11-16,VIR MULTI 3 FAC,"FAC-2024-59962,FAC-2023-88561,FAC-2024-46593",GROUPED,"7435,7436,7437"
3979,26449.36,2025-05-02,VIR MULTI 3 FAC,"FAC-2025-99669,FAC-2023-61363,FAC-2024-39545",GROUPED,"7439,7443,7445"
3980,63251.61,2025-09-05,VIR MULTI 3 FAC,"FAC-2025-31682,FAC-2025-30148,FAC-2025-18903",GROUPED,"7447,7449,7450"
3981,70530.87,2025-02-26,VIR MULTI 3 FAC,"FAC-2024-94362,FAC-2024-52773,FAC-2025-94556",GROUPED,"7451,7452,7460"
3982,76911.1,2024-10-05,VIR MULTI 3 FAC,"FAC-2024-59746,FAC-2025-76200,FAC-2023-26819",GROUPED,"7464,7466,7467"
3983,5986.77,2023-11-26,VIR MULTI 3 FAC,"FAC-2023-81805,FAC-2024-85593,FAC-2023-49343",GROUPED,"7468,7470,7474"
3984,37579.33,2024-03-07,VIR MULTI 3 FAC,"FAC-2024-24312,FAC-2025-56980,FAC-2025-33743",GROUPED,"7477,7478,7492"
3985,28123.510000000002,2025-06-18,VIR MULTI 3 FAC,"FAC-2025-04352,FAC-2023-02480,FAC-2025-92143",GROUPED,"7493,7494,7496"
3986,56050.22,2025-03-09,VIR MULTI 3 FAC,"FAC-2025-08959,FAC-2025-87703,FAC-2025-19680",GROUPED,"7498,7500,7501"
3987,55899.4,2025-01-28,VIR MULTI 3 FAC,"FAC-2024-62451,FAC-2025-65680,FAC-2023-33988",GROUPED,"7503,7504,7505"
3988,43923.56,2024-10-24,VIR MULTI 3 FAC,"FAC-2024-82829,FAC-2025-76928,FAC-2023-46429",GROUPED,"7508,7510,7512"
3989,43606.78,2025-06-09,VIR MULTI 3 FAC,"FAC-2025-56858,FAC-2024-26452,FAC-2023-40486",GROUPED,"7513,7517,7523"
3990,48140.21,2025-04-06,VIR MULTI 3 FAC,"FAC-2025-81485,FAC-2025-44026,FAC-2024-19382",GROUPED,"7528,7529,7531"
3991,27000.71,2023-12-18,VIR MULTI 3 FAC,"FAC-2023-15623,FAC-2024-21617,FAC-2025-67861",GROUPED,"7533,7535,7536"
3992,28683.85,2023-12-04,VIR MULTI 3 FAC,"FAC-2023-28279,FAC-2023-15274,FAC-2024-26951",GROUPED,"7537,7538,7539"
3993,35832.46,2023-10-25,VIR MULTI 3 FAC,"FAC-2023-11229,FAC-2024-07744,FAC-2025-53076",GROUPED,"7547,7548,7549"
