STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,CREATED_AT,SOURCE_FILENAME,FILE_BLOB,MIME_TYPE,RELATED_EXPENSE_ID,VALUE_DATE,MATCH_TYPE,GROUPED_INVOICE_IDS,ACTUAL_INVOICE_ID,INVOICE_ID,INVOICE_DATE,CLIENT_ID,CLIENT_TYPE,TOTAL_HT,MONTANT_TVA,AMOUNT_TTC,RAS_5P,RAS_TVA,AMOUNT_TO_PAY,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,PO,INVOICE_YEAR,STATUS,PAYMENT_DATE,INVOICE_NUMBER,merge_source,libele
3924,2024-11-10,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,12377.53,"Paiement groupé factures: FAC-2024-87360, FAC-2024-32866, FAC-2024-43776",6559.0,2025-07-28 15:45:43.203615,releve_202411.csv,,text/csv,,2024-11-10,GROUPED,"6559,6562,6563",,6559.0,2024-10-07,87.0,PRIVE,997.27,199.45,1196.72,0.0,0.0,1196.72,997.27,1.0,2024-10-09,,2024-11-11,Licence logicielle,PO-30431-oe,2024.0,PAID,2024-11-05,FAC-2024-87360,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3925,2025-05-04,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,35515.15,"Paiement groupé factures: FAC-2025-94414, FAC-2024-48598, FAC-2025-60849",6565.0,2025-07-28 15:45:43.203615,releve_202505.csv,,text/csv,,2025-05-04,GROUPED,"6565,6567,6573",,6565.0,2025-03-14,3.0,PRIVE,1480.18,296.04,1776.22,0.0,0.0,1776.22,1480.18,1.0,2025-03-14,2025-03-15,2025-04-25,Hébergement cloud,PO-41633-ac,2025.0,PAID,2025-05-01,FAC-2025-94414,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3926,2024-06-23,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,37345.84,"Paiement groupé factures: FAC-2024-26415, FAC-2024-94023, FAC-2024-44929",6576.0,2025-07-28 15:45:43.203615,releve_202406.csv,,text/csv,,2024-06-23,GROUPED,"6576,6578,6579",,6576.0,2024-04-29,46.0,PUBLIC,2570.89,514.18,3085.07,128.54,385.63,2570.9,135.31,19.0,2024-04-30,,2024-06-04,Consulting IT,PO-76466-dE,2024.0,PAID,2024-06-19,FAC-2024-26415,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3927,2025-03-06,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,6985.099999999999,"Paiement groupé factures: FAC-2025-93630, FAC-2024-70158, FAC-2024-21672",6580.0,2025-07-28 15:45:43.203615,releve_202503.csv,,text/csv,,2025-03-06,GROUPED,"6580,6582,6583",,6580.0,2025-01-27,62.0,PRIVE,4183.2,836.64,5019.84,0.0,0.0,5019.84,1045.8,4.0,2025-01-28,2025-02-01,2025-03-03,Consulting IT,PO-06193-MC,2025.0,PAID,2025-03-05,FAC-2025-93630,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3928,2023-11-08,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,17595.43,"Paiement groupé factures: FAC-2023-16477, FAC-2023-81857, FAC-2024-35895",6587.0,2025-07-28 15:45:43.203615,releve_202311.csv,,text/csv,,2023-11-08,GROUPED,"6587,6588,6589",,6587.0,2023-10-10,23.0,PRIVE,4432.41,886.48,5318.89,0.0,0.0,5318.89,1477.47,3.0,2023-10-11,2023-10-15,2023-11-18,Développement logiciel,PO-44848-Ap,2023.0,PAID,2023-11-05,FAC-2023-16477,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3929,2024-10-16,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,42926.87,"Paiement groupé factures: FAC-2024-92915, FAC-2024-30761, FAC-2023-27426",6593.0,2025-07-28 15:45:43.203615,releve_202410.csv,,text/csv,,2024-10-16,GROUPED,"6593,6598,6601",,6593.0,2024-09-14,57.0,PUBLIC,17240.52,3448.1,20688.62,862.03,2586.08,17240.51,1567.32,11.0,2024-09-16,2024-09-19,2024-10-23,Maintenance SaaS,PO-69027-zM,2024.0,PAID,2024-10-14,FAC-2024-92915,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3930,2023-12-17,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,29516.48,"Paiement groupé factures: FAC-2023-67401, FAC-2025-72032, FAC-2024-94112",6603.0,2025-07-28 15:45:43.215529,releve_202312.csv,,text/csv,,2023-12-17,GROUPED,"6603,6606,6609",,6603.0,2023-10-19,26.0,PUBLIC,1317.51,263.5,1581.01,65.88,197.63,1317.5,146.39,9.0,2023-10-21,2023-10-24,2023-12-05,Formation technique,PO-69506-NK,2023.0,PAID,2023-12-17,FAC-2023-67401,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3931,2024-03-16,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,6284.26,"Paiement groupé factures: FAC-2024-62195, FAC-2023-98410, FAC-2024-29236",6611.0,2025-07-28 15:45:43.215529,releve_202403.csv,,text/csv,,2024-03-16,GROUPED,"6611,6612,6613",,6611.0,2024-01-23,35.0,PUBLIC,424.17,84.83,509.0,21.21,63.63,424.16,141.39,3.0,2024-01-23,2024-01-25,2024-03-28,Hébergement cloud,PO-46179-Ty,2024.0,PAID,2024-03-16,FAC-2024-62195,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3932,2025-07-25,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,69300.95,"Paiement groupé factures: FAC-2025-66152, FAC-2023-26500, FAC-2024-49294",6615.0,2025-07-28 15:45:43.215529,releve_202507.csv,,text/csv,,2025-07-25,GROUPED,"6615,6616,6617",,6615.0,2025-05-31,19.0,PRIVE,6605.36,1321.07,7926.43,0.0,0.0,7926.43,825.67,8.0,2025-05-31,2025-06-01,2025-07-19,Hébergement cloud,PO-86074-nc,2025.0,PAID,2025-07-22,FAC-2025-66152,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3933,2024-04-22,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,48558.65,"Paiement groupé factures: FAC-2024-43213, FAC-2023-11490, FAC-2025-92390",6622.0,2025-07-28 15:45:43.216067,releve_202404.csv,,text/csv,,2024-04-22,GROUPED,"6622,6623,6625",,6622.0,2024-03-18,54.0,PRIVE,5528.64,1105.73,6634.37,0.0,0.0,6634.37,345.54,16.0,2024-03-19,,2024-04-19,Hébergement cloud,PO-25580-Md,2024.0,PAID,2024-04-21,FAC-2024-43213,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3934,2024-09-09,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,25728.03,"Paiement groupé factures: FAC-2024-30148, FAC-2025-49893, FAC-2023-38494",6626.0,2025-07-28 15:45:43.216067,releve_202409.csv,,text/csv,,2024-09-09,GROUPED,"6626,6627,6631",,6626.0,2024-07-15,3.0,PRIVE,286.82,57.36,344.18,0.0,0.0,344.18,286.82,1.0,2024-07-17,2024-07-19,2024-09-15,Formation technique,PO-75463-qR,2024.0,PAID,2024-09-04,FAC-2024-30148,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3935,2025-04-14,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,17463.390000000003,"Paiement groupé factures: FAC-2025-86822, FAC-2024-32316, FAC-2024-19982",6632.0,2025-07-28 15:45:43.216067,releve_202504.csv,,text/csv,,2025-04-14,GROUPED,"6632,6634,6636",,6632.0,2025-02-15,100.0,PRIVE,956.49,191.3,1147.79,0.0,0.0,1147.79,956.49,1.0,2025-02-15,2025-02-18,2025-04-03,Licence logicielle,PO-14102-Yv,2025.0,PAID,2025-04-09,FAC-2025-86822,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3936,2025-10-08,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,53088.07,"Paiement groupé factures: FAC-2025-80087, FAC-2023-51950, FAC-2025-54409",6638.0,2025-07-28 15:45:43.216604,releve_202510.csv,,text/csv,,2025-10-08,GROUPED,"6638,6639,6640",,6638.0,2025-07-21,33.0,PRIVE,4207.76,841.55,5049.31,0.0,0.0,5049.31,1051.94,4.0,2025-07-22,,2025-10-07,Maintenance SaaS,PO-58271-QC,2025.0,PAID,2025-10-07,FAC-2025-80087,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3937,2024-06-01,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,24398.32,"Paiement groupé factures: FAC-2024-56806, FAC-2024-37827, FAC-2025-59460",6642.0,2025-07-28 15:45:43.216604,releve_202406.csv,,text/csv,,2024-06-01,GROUPED,"6642,6644,6645",,6642.0,2024-03-03,97.0,PRIVE,14406.65,2881.33,17287.98,0.0,0.0,17287.98,847.45,17.0,2024-03-03,2024-03-04,2024-05-18,Hébergement cloud,PO-61235-Rb,2024.0,PAID,2024-05-29,FAC-2024-56806,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3938,2025-03-22,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,26179.53,"Paiement groupé factures: FAC-2025-87552, FAC-2024-13156, FAC-2025-78671",6647.0,2025-07-28 15:45:43.216604,releve_202503.csv,,text/csv,,2025-03-22,GROUPED,"6647,6648,6651",,6647.0,2025-01-23,72.0,PUBLIC,17561.31,3512.26,21073.57,878.07,2634.2,17561.3,1350.87,13.0,2025-01-25,2025-01-27,2025-03-29,Formation technique,PO-71808-To,2025.0,PAID,2025-03-20,FAC-2025-87552,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3939,2024-04-19,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,66911.35,"Paiement groupé factures: FAC-2024-85790, FAC-2023-86954, FAC-2024-86998",6652.0,2025-07-28 15:45:43.217133,releve_202404.csv,,text/csv,,2024-04-19,GROUPED,"6652,6654,6655",,6652.0,2024-02-12,47.0,PRIVE,27252.0,5450.4,32702.4,0.0,0.0,32702.4,1514.0,18.0,2024-02-13,2024-02-15,2024-04-20,Hébergement cloud,PO-70385-uQ,2024.0,PAID,2024-04-15,FAC-2024-85790,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3940,2024-07-22,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,63587.45,"Paiement groupé factures: FAC-2024-19804, FAC-2024-80708, FAC-2023-97112",6656.0,2025-07-28 15:45:43.217133,releve_202407.csv,,text/csv,,2024-07-22,GROUPED,"6656,6660,6663",,6656.0,2024-04-29,99.0,PUBLIC,22377.96,4475.59,26853.55,1118.9,3356.69,22377.96,1243.22,18.0,2024-04-30,2024-05-04,2024-07-16,Formation technique,PO-11232-tP,2024.0,PAID,2024-07-17,FAC-2024-19804,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3941,2024-03-12,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,33083.950000000004,"Paiement groupé factures: FAC-2024-55570, FAC-2024-39522, FAC-2025-59794",6664.0,2025-07-28 15:45:43.217133,releve_202403.csv,,text/csv,,2024-03-12,GROUPED,"6664,6668,6669",,6664.0,2024-02-04,14.0,PRIVE,564.08,112.82,676.9,0.0,0.0,676.9,51.28,11.0,2024-02-04,2024-02-08,2024-03-18,Licence logicielle,PO-29349-wT,2024.0,PAID,2024-03-07,FAC-2024-55570,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3942,2025-05-25,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,16769.05,"Paiement groupé factures: FAC-2025-06943, FAC-2023-80732, FAC-2025-99591",6670.0,2025-07-28 15:45:43.217670,releve_202505.csv,,text/csv,,2025-05-25,GROUPED,"6670,6671,6673",,6670.0,2025-02-28,1.0,PRIVE,6625.32,1325.06,7950.38,0.0,0.0,7950.38,509.64,13.0,2025-02-28,2025-03-01,2025-05-29,Consulting IT,PO-88528-iV,2025.0,PAID,2025-05-23,FAC-2025-06943,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3943,2025-03-02,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,51411.39,"Paiement groupé factures: FAC-2024-52318, FAC-2024-90565, FAC-2023-46910",6674.0,2025-07-28 15:45:43.217670,releve_202503.csv,,text/csv,,2025-03-02,GROUPED,"6674,6677,6681",,6674.0,2024-12-13,73.0,PRIVE,10621.38,2124.28,12745.66,0.0,0.0,12745.66,559.02,19.0,2024-12-15,2024-12-17,2025-03-03,Licence logicielle,PO-86084-jm,2024.0,PAID,2025-03-02,FAC-2024-52318,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3944,2025-06-20,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,25764.750000000004,"Paiement groupé factures: FAC-2025-35054, FAC-2025-93273, FAC-2023-47336",6683.0,2025-07-28 15:45:43.217670,releve_202506.csv,,text/csv,,2025-06-20,GROUPED,"6683,6685,6686",,6683.0,2025-03-31,35.0,PUBLIC,2526.76,505.35,3032.11,126.34,379.01,2526.76,631.69,4.0,2025-04-02,2025-04-04,2025-06-26,Consulting IT,PO-01748-VB,2025.0,PAID,2025-06-15,FAC-2025-35054,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3945,2023-11-02,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,18069.37,"Paiement groupé factures: FAC-2023-40439, FAC-2024-11950, FAC-2024-69086",6691.0,2025-07-28 15:45:43.218179,releve_202311.csv,,text/csv,,2023-11-02,GROUPED,"6691,6697,6699",,6691.0,2023-08-21,2.0,PRIVE,5036.01,1007.2,6043.21,0.0,0.0,6043.21,719.43,7.0,2023-08-22,2023-08-25,2023-10-19,Consulting IT,PO-26868-TZ,2023.0,PAID,2023-10-31,FAC-2023-40439,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
3946,2023-11-28,VIREMENT RECU,PAIEMENT GROUPE 3 FACTURES,,5989.3,"Paiement groupé factures: FAC-2023-06930, FAC-2024-41819, FAC-2023-06600",6708.0,2025-07-28 15:45:43.218179,releve_202311.csv,,text/csv,,2023-11-28,GROUPED,"6708,6713,6716",,6708.0,2023-09-21,52.0,PUBLIC,1626.49,325.3,1951.79,81.32,243.97,1626.5,1626.49,1.0,2023-09-21,2023-09-22,2023-11-21,Maintenance SaaS,PO-85744-IZ,2023.0,PAID,2023-11-28,FAC-2023-06930,bank_statements_grouped.csv + invoices_grouped_payments.csv,1
