statement_id,statement_date,operation_label,additional_label,debit,credit,comments,related_invoice_id,related_expense_id,value_date,source_filename
16,2025-05-13,VIR REF EXP202502532,REF: EXP202502532 - ANNUEL,5751.07,,Paiement depense EXP202502532,,2532,2025-05-13,bank_export_20250513.csv
17,2024-12-14,PAIEMENT CB Abonnements,REF: EXP202403766 - MENSUEL,518.18,,Paiement depense EXP202403766,,3766,2024-12-14,bank_export_20241214.csv
18,2025-02-02,PAIEMENT CB Services_Cloud,REF: EXP202503086 - MENSUEL,1606.43,,Paiement depense EXP202503086,,3086,2025-02-02,bank_export_20250202.csv
19,2025-07-09,CB Événement de cohésio,REF: EXP202506240 - DIVERS,1794.09,,Paiement depense EXP202506240,,6240,2025-07-09,bank_export_20250709.csv
20,2024-09-23,CB Frais tenue de compt,REF: EXP202404405 - MENSUEL,478.88,,Paiement depense EXP202404405,,4405,2024-09-23,bank_export_20240923.csv
21,2025-06-02,VIREMENT EXP202503805,REF: EXP202503805 - ANNUEL,12590.27,,Paiement depense EXP202503805,,3805,2025-06-02,bank_export_20250602.csv
22,2025-03-01,PRÉLÈVEMENT AUTO Abonnements,REF: EXP202503364 - MENSUEL,534.96,,Paiement depense EXP202503364,,3364,2025-03-01,bank_export_20250301.csv
23,2025-06-09,VIR REF EXP202505056,REF: EXP202505056 - ANNUEL,23062.21,,Paiement depense EXP202505056,,5056,2025-06-09,bank_export_20250609.csv
24,2024-11-09,CB Chauffage bureau,REF: EXP202401150 - MENSUEL,712.92,,Paiement depense EXP202401150,,1150,2024-11-09,bank_export_20241109.csv
25,2024-12-06,TRANSFERT Assurances,REF: EXP202406476 - ANNUEL,7258.06,,Paiement depense EXP202406476,,6476,2024-12-06,bank_export_20241206.csv
26,2025-03-07,CHÈQUE N°502524,REF: EXP202502524 - ANNUEL,3749.69,,Paiement depense EXP202502524,,2524,2025-03-07,bank_export_20250307.csv
27,2024-08-22,RÉCURRENCE BambooHR,REF: EXP202404566 - MENSUEL,261.06,,Paiement depense EXP202404566,,4566,2024-08-22,bank_export_20240822.csv
28,2025-03-03,VIREMENT EXP202501830,REF: EXP202501830 - MENSUEL,524.38,,Paiement depense EXP202501830,,1830,2025-03-03,bank_export_20250303.csv
29,2024-08-13,CHÈQUE N°401065,REF: EXP202401065 - ANNUEL,17974.93,,Paiement depense EXP202401065,,1065,2024-08-13,bank_export_20240813.csv
30,2024-08-21,CHÈQUE N°403595,REF: EXP202403595 - ANNUEL,1503.0,,Paiement depense EXP202403595,,3595,2024-08-21,bank_export_20240821.csv
31,2025-03-04,PAIEMENT CB Services_Publiques,REF: EXP202500881 - MENSUEL,1105.02,,Paiement depense EXP202500881,,881,2025-03-04,bank_export_20250304.csv
32,2025-05-08,VIREMENT EXP202503593,REF: EXP202503593 - MENSUEL,825.25,,Paiement depense EXP202503593,,3593,2025-05-08,bank_export_20250508.csv
33,2025-02-14,PAIEMENT CB Fournitures_Bureau,REF: EXP202500386 - DIVERS,155.71,,Paiement depense EXP202500386,,386,2025-02-14,bank_export_20250214.csv
34,2025-03-03,TRANSFERT Équipement,REF: EXP202503343 - ANNUEL,5972.52,,Paiement depense EXP202503343,,3343,2025-03-03,bank_export_20250303.csv
35,2025-06-25,CHÈQUE N°505244,REF: EXP202505244 - ANNUEL,4942.0,,Paiement depense EXP202505244,,5244,2025-06-25,bank_export_20250625.csv
36,2024-10-12,CHÈQUE EXP202402580,REF: EXP202402580 - TRIMESTRIEL,2311.58,,Paiement depense EXP202402580,,2580,2024-10-12,bank_export_20241012.csv
37,2025-05-13,PAIEMENT CB Services_Publiques,REF: EXP202500180 - MENSUEL,303.33,,Paiement depense EXP202500180,,180,2025-05-13,bank_export_20250513.csv
38,2025-03-11,CHÈQUE EXP202503057,REF: EXP202503057 - ANNUEL,6993.23,,Paiement depense EXP202503057,,3057,2025-03-11,bank_export_20250311.csv
39,2025-01-26,CHÈQUE EXP202501846,REF: EXP202501846 - ANNUEL,12084.02,,Paiement depense EXP202501846,,1846,2025-01-26,bank_export_20250126.csv
40,2024-08-13,TRANSFERT Équipement,REF: EXP202402763 - DIVERS,1407.56,,Paiement depense EXP202402763,,2763,2024-08-13,bank_export_20240813.csv
41,2025-01-02,CHÈQUE EXP202401593,REF: EXP202401593 - TRIMESTRIEL,4018.65,,Paiement depense EXP202401593,,1593,2025-01-02,bank_export_20250102.csv
42,2025-06-12,CHÈQUE N°503385,REF: EXP202503385 - ANNUEL,12919.55,,Paiement depense EXP202503385,,3385,2025-06-12,bank_export_20250612.csv
43,2024-10-18,TRANSFERT Abonnements,REF: EXP202403592 - MENSUEL,498.42,,Paiement depense EXP202403592,,3592,2024-10-18,bank_export_20241018.csv
44,2025-02-14,TRANSFERT Équipement,REF: EXP202501579 - ANNUEL,1997.86,,Paiement depense EXP202501579,,1579,2025-02-14,bank_export_20250214.csv
45,2024-10-29,RÉCURRENCE Frais tenue de compte,REF: EXP202404489 - MENSUEL,688.36,,Paiement depense EXP202404489,,4489,2024-10-29,bank_export_20241029.csv
46,2024-11-27,VIREMENT EXP202404724,REF: EXP202404724 - TRIMESTRIEL,2694.44,,Paiement depense EXP202404724,,4724,2024-11-27,bank_export_20241127.csv
47,2025-01-11,CHÈQUE N°405429,REF: EXP202405429 - ANNUEL,12486.71,,Paiement depense EXP202405429,,5429,2025-01-11,bank_export_20250111.csv
48,2024-09-29,TRANSFERT Outils_RH,REF: EXP202404589 - MENSUEL,1093.53,,Paiement depense EXP202404589,,4589,2024-09-29,bank_export_20240929.csv
49,2024-08-09,VIREMENT EXP202404056,REF: EXP202404056 - ANNUEL,5116.0,,Paiement depense EXP202404056,,4056,2024-08-09,bank_export_20240809.csv
50,2025-04-24,TRANSFERT Frais_Bancaires,REF: EXP202502960 - MENSUEL,706.66,,Paiement depense EXP202502960,,2960,2025-04-24,bank_export_20250424.csv
51,2024-11-15,CHÈQUE N°406037,REF: EXP202406037 - TRIMESTRIEL,2441.05,,Paiement depense EXP202406037,,6037,2024-11-15,bank_export_20241115.csv
52,2025-07-12,CHÈQUE N°504871,REF: EXP202504871 - TRIMESTRIEL,863.96,,Paiement depense EXP202504871,,4871,2025-07-12,bank_export_20250712.csv
53,2024-10-25,CB Équipement réseau,REF: EXP202401809 - DIVERS,1275.51,,Paiement depense EXP202401809,,1809,2024-10-25,bank_export_20241025.csv
54,2025-01-18,PRLV Frais de transaction,REF: EXP202506156 - MENSUEL,827.46,,Paiement depense EXP202506156,,6156,2025-01-18,bank_export_20250118.csv
55,2025-04-10,PRLV GitHub Entreprise,REF: EXP202503674 - MENSUEL,81.45,,Paiement depense EXP202503674,,3674,2025-04-10,bank_export_20250410.csv
56,2025-08-05,CHÈQUE EXP202502945,REF: EXP202502945 - ANNUEL,11946.65,,Paiement depense EXP202502945,,2945,2025-08-05,bank_export_20250805.csv
57,2024-10-26,CB Célébration annuelle,REF: EXP202403549 - DIVERS,370.48,,Paiement depense EXP202403549,,3549,2024-10-26,bank_export_20241026.csv
58,2025-03-15,CHÈQUE N°503146,REF: EXP202503146 - TRIMESTRIEL,3558.44,,Paiement depense EXP202503146,,3146,2025-03-15,bank_export_20250315.csv
59,2025-05-26,CHÈQUE EXP202501175,REF: EXP202501175 - DIVERS,3224.24,,Paiement depense EXP202501175,,1175,2025-05-26,bank_export_20250526.csv
60,2025-01-22,PRÉLÈVEMENT AUTO Services_Cloud,REF: EXP202502473 - MENSUEL,550.58,,Paiement depense EXP202502473,,2473,2025-01-22,bank_export_20250122.csv
61,2025-05-01,VIREMENT EXP202500646,REF: EXP202500646 - ANNUEL,11710.6,,Paiement depense EXP202500646,,646,2025-05-01,bank_export_20250501.csv
62,2025-02-23,CB Slack Premium,REF: EXP202500988 - MENSUEL,530.82,,Paiement depense EXP202500988,,988,2025-02-23,bank_export_20250223.csv
63,2025-03-10,VIREMENT EXP202500572,REF: EXP202500572 - TRIMESTRIEL,7793.08,,Paiement depense EXP202500572,,572,2025-03-10,bank_export_20250310.csv
64,2024-11-17,CHÈQUE N°401876,REF: EXP202401876 - DIVERS,638.78,,Paiement depense EXP202401876,,1876,2024-11-17,bank_export_20241117.csv
65,2025-06-22,PRLV Frais de transaction,REF: EXP202505230 - MENSUEL,555.6,,Paiement depense EXP202505230,,5230,2025-06-22,bank_export_20250622.csv
66,2025-07-28,VIREMENT EXP202502927,REF: EXP202502927 - ANNUEL,3433.96,,Paiement depense EXP202502927,,2927,2025-07-28,bank_export_20250728.csv
67,2025-04-24,PAIEMENT CB Frais_Bancaires,REF: EXP202503356 - MENSUEL,916.66,,Paiement depense EXP202503356,,3356,2025-04-24,bank_export_20250424.csv
68,2024-10-20,TRANSFERT Outils_RH,REF: EXP202400915 - MENSUEL,1011.99,,Paiement depense EXP202400915,,915,2024-10-20,bank_export_20241020.csv
69,2024-08-22,PAIEMENT CB Outils_RH,REF: EXP202403027 - MENSUEL,135.14,,Paiement depense EXP202403027,,3027,2024-08-22,bank_export_20240822.csv
70,2024-11-19,CHÈQUE EXP202400720,REF: EXP202400720 - TRIMESTRIEL,3409.94,,Paiement depense EXP202400720,,720,2024-11-19,bank_export_20241119.csv
71,2024-10-27,ESPECES Ramettes papier,REF: EXP202402564 - DIVERS,531.91,,Paiement depense EXP202402564,,2564,2024-10-27,bank_export_20241027.csv
72,2025-05-31,CHÈQUE EXP202502526,REF: EXP202502526 - ANNUEL,5764.38,,Paiement depense EXP202502526,,2526,2025-05-31,bank_export_20250531.csv
73,2025-07-05,CHÈQUE N°503158,REF: EXP202503158 - ANNUEL,5657.1,,Paiement depense EXP202503158,,3158,2025-07-05,bank_export_20250705.csv
74,2025-05-13,PRÉLÈVEMENT AUTO Services_Publiques,REF: EXP202501333 - MENSUEL,870.85,,Paiement depense EXP202501333,,1333,2025-05-13,bank_export_20250513.csv
75,2025-04-20,VIR REF EXP202503490,REF: EXP202503490 - TRIMESTRIEL,3787.25,,Paiement depense EXP202503490,,3490,2025-04-20,bank_export_20250420.csv
76,2025-05-05,CAISSE Divertissement,REF: EXP202504474 - DIVERS,383.86,,Paiement depense EXP202504474,,4474,2025-05-05,bank_export_20250505.csv
77,2025-04-18,CHÈQUE N°505251,REF: EXP202505251 - ANNUEL,3112.26,,Paiement depense EXP202505251,,5251,2025-04-18,bank_export_20250418.csv
78,2025-07-15,VIR REF EXP202500494,REF: EXP202500494 - ANNUEL,8580.68,,Paiement depense EXP202500494,,494,2025-07-15,bank_export_20250715.csv
79,2024-11-10,CB Outil Performance,REF: EXP202405578 - MENSUEL,152.39,,Paiement depense EXP202405578,,5578,2024-11-10,bank_export_20241110.csv
80,2025-04-22,TRANSFERT Marketing,REF: EXP202504345 - TRIMESTRIEL,4460.81,,Paiement depense EXP202504345,,4345,2025-04-22,bank_export_20250422.csv
81,2024-10-24,PAIEMENT CB Abonnements,REF: EXP202406372 - MENSUEL,785.7,,Paiement depense EXP202406372,,6372,2024-10-24,bank_export_20241024.csv
82,2025-08-01,VIREMENT EXP202504852,REF: EXP202504852 - TRIMESTRIEL,1056.05,,Paiement depense EXP202504852,,4852,2025-08-01,bank_export_20250801.csv
83,2025-07-01,TRANSFERT Outils_RH,REF: EXP202504911 - MENSUEL,1156.32,,Paiement depense EXP202504911,,4911,2025-07-01,bank_export_20250701.csv
84,2025-07-07,TRANSFERT Marketing,REF: EXP202500080 - TRIMESTRIEL,1585.26,,Paiement depense EXP202500080,,80,2025-07-07,bank_export_20250707.csv
85,2024-08-07,CHÈQUE N°402771,REF: EXP202402771 - ANNUEL,3909.99,,Paiement depense EXP202402771,,2771,2024-08-07,bank_export_20240807.csv
86,2024-12-21,VIR REF EXP202402911,REF: EXP202402911 - MENSUEL,287.41,,Paiement depense EXP202402911,,2911,2024-12-21,bank_export_20241221.csv
87,2025-07-18,PRÉLÈVEMENT AUTO Services_Cloud,REF: EXP202501341 - MENSUEL,880.85,,Paiement depense EXP202501341,,1341,2025-07-18,bank_export_20250718.csv
88,2024-08-09,PRLV Workday,REF: EXP202406322 - MENSUEL,1166.83,,Paiement depense EXP202406322,,6322,2024-08-09,bank_export_20240809.csv
89,2024-08-18,CHÈQUE EXP202404131,REF: EXP202404131 - TRIMESTRIEL,2137.52,,Paiement depense EXP202404131,,4131,2024-08-18,bank_export_20240818.csv
90,2024-09-21,CHÈQUE N°400823,REF: EXP202400823 - TRIMESTRIEL,2832.79,,Paiement depense EXP202400823,,823,2024-09-21,bank_export_20240921.csv
91,2025-02-14,CB Facture eau,REF: EXP202504576 - MENSUEL,984.43,,Paiement depense EXP202504576,,4576,2025-02-14,bank_export_20250214.csv
92,2024-10-07,TRANSFERT Services_Cloud,REF: EXP202401928 - MENSUEL,1925.13,,Paiement depense EXP202401928,,1928,2024-10-07,bank_export_20241007.csv
93,2025-03-09,ESPECES Mise à niveau système,REF: EXP202506389 - DIVERS,649.45,,Paiement depense EXP202506389,,6389,2025-03-09,bank_export_20250309.csv
94,2025-05-01,VIREMENT EXP202500697,REF: EXP202500697 - MENSUEL,1453.6,,Paiement depense EXP202500697,,697,2025-05-01,bank_export_20250501.csv
95,2024-08-18,VIREMENT EXP202405020,REF: EXP202405020 - TRIMESTRIEL,3365.06,,Paiement depense EXP202405020,,5020,2024-08-18,bank_export_20240818.csv
96,2025-03-15,VIREMENT EXP202501574,REF: EXP202501574 - TRIMESTRIEL,3958.81,,Paiement depense EXP202501574,,1574,2025-03-15,bank_export_20250315.csv
97,2024-10-24,CHÈQUE EXP202402626,REF: EXP202402626 - TRIMESTRIEL,7669.99,,Paiement depense EXP202402626,,2626,2024-10-24,bank_export_20241024.csv
98,2025-05-11,TRANSFERT Outils_RH,REF: EXP202501971 - MENSUEL,969.05,,Paiement depense EXP202501971,,1971,2025-05-11,bank_export_20250511.csv
99,2024-11-02,CB Assistance IT,REF: EXP202404393 - DIVERS,1292.39,,Paiement depense EXP202404393,,4393,2024-11-02,bank_export_20241102.csv
100,2025-03-12,PRÉLÈVEMENT AUTO Abonnements,REF: EXP202504726 - MENSUEL,713.21,,Paiement depense EXP202504726,,4726,2025-03-12,bank_export_20250312.csv
101,2024-10-10,PAIEMENT CB Outils_RH,REF: EXP202405793 - MENSUEL,178.45,,Paiement depense EXP202405793,,5793,2024-10-10,bank_export_20241010.csv
102,2024-09-25,VIR REF EXP202402893,REF: EXP202402893 - MENSUEL,855.91,,Paiement depense EXP202402893,,2893,2024-09-25,bank_export_20240925.csv
103,2024-09-30,CHÈQUE N°406341,REF: EXP202406341 - ANNUEL,7802.74,,Paiement depense EXP202406341,,6341,2024-09-30,bank_export_20240930.csv
104,2025-01-02,PAIEMENT CB Abonnements,REF: EXP202404476 - MENSUEL,416.64,,Paiement depense EXP202404476,,4476,2025-01-02,bank_export_20250102.csv
105,2024-12-13,CB Dîner client,REF: EXP202401377 - DIVERS,993.35,,Paiement depense EXP202401377,,1377,2024-12-13,bank_export_20241213.csv
106,2024-10-19,VIR REF EXP202403403,REF: EXP202403403 - ANNUEL,7614.45,,Paiement depense EXP202403403,,3403,2024-10-19,bank_export_20241019.csv
107,2025-04-09,CHÈQUE EXP202502806,REF: EXP202502806 - DIVERS,6038.06,,Paiement depense EXP202502806,,2806,2025-04-09,bank_export_20250409.csv
108,2024-10-23,CHÈQUE N°404049,REF: EXP202404049 - ANNUEL,7354.67,,Paiement depense EXP202404049,,4049,2024-10-23,bank_export_20241023.csv
109,2025-06-21,VIREMENT EXP202504794,REF: EXP202504794 - DIVERS,495.42,,Paiement depense EXP202504794,,4794,2025-06-21,bank_export_20250621.csv
110,2024-09-17,CHÈQUE EXP202400533,REF: EXP202400533 - TRIMESTRIEL,3421.88,,Paiement depense EXP202400533,,533,2024-09-17,bank_export_20240917.csv
111,2025-01-06,VIREMENT EXP202501952,REF: EXP202501952 - MENSUEL,1037.56,,Paiement depense EXP202501952,,1952,2025-01-06,bank_export_20250106.csv
112,2025-04-17,CAISSE Divertissement,REF: EXP202506382 - DIVERS,932.79,,Paiement depense EXP202506382,,6382,2025-04-17,bank_export_20250417.csv
113,2024-09-08,TRANSFERT Frais_Bancaires,REF: EXP202404789 - MENSUEL,958.58,,Paiement depense EXP202404789,,4789,2024-09-08,bank_export_20240908.csv
114,2025-07-16,PRÉLÈVEMENT AUTO Outils_RH,REF: EXP202505754 - MENSUEL,1196.66,,Paiement depense EXP202505754,,5754,2025-07-16,bank_export_20250716.csv
115,2024-11-21,VIREMENT EXP202400849,REF: EXP202400849 - TRIMESTRIEL,1897.95,,Paiement depense EXP202400849,,849,2024-11-21,bank_export_20241121.csv
116,2025-04-25,CHÈQUE EXP202506136,REF: EXP202506136 - DIVERS,499.32,,Paiement depense EXP202506136,,6136,2025-04-25,bank_export_20250425.csv
117,2025-05-11,CHÈQUE EXP202502509,REF: EXP202502509 - ANNUEL,18512.14,,Paiement depense EXP202502509,,2509,2025-05-11,bank_export_20250511.csv
118,2025-02-27,CB Workday,REF: EXP202501907 - MENSUEL,1098.32,,Paiement depense EXP202501907,,1907,2025-02-27,bank_export_20250227.csv
119,2024-11-12,CHÈQUE N°400560,REF: EXP202400560 - TRIMESTRIEL,2431.89,,Paiement depense EXP202400560,,560,2024-11-12,bank_export_20241112.csv
120,2025-05-12,PAIEMENT CB Abonnements,REF: EXP202501335 - MENSUEL,686.36,,Paiement depense EXP202501335,,1335,2025-05-12,bank_export_20250512.csv
121,2025-06-29,CB Audit technique,REF: EXP202504456 - DIVERS,9255.81,,Paiement depense EXP202504456,,4456,2025-06-29,bank_export_20250629.csv
122,2025-06-12,CAISSE Conseil,REF: EXP202503606 - DIVERS,1483.33,,Paiement depense EXP202503606,,3606,2025-06-12,bank_export_20250612.csv
123,2025-03-03,PAIEMENT CB Outils_RH,REF: EXP202505436 - MENSUEL,404.19,,Paiement depense EXP202505436,,5436,2025-03-03,bank_export_20250303.csv
124,2025-05-02,CHÈQUE N°502737,REF: EXP202502737 - ANNUEL,12328.72,,Paiement depense EXP202502737,,2737,2025-05-02,bank_export_20250502.csv
125,2025-03-15,CB Services Azure,REF: EXP202505589 - MENSUEL,1948.1,,Paiement depense EXP202505589,,5589,2025-03-15,bank_export_20250315.csv
126,2024-12-24,CHÈQUE N°403960,REF: EXP202403960 - TRIMESTRIEL,3077.93,,Paiement depense EXP202403960,,3960,2024-12-24,bank_export_20241224.csv
127,2025-06-04,PRLV Slack Premium,REF: EXP202505096 - MENSUEL,573.48,,Paiement depense EXP202505096,,5096,2025-06-04,bank_export_20250604.csv
128,2024-11-15,CHÈQUE N°401408,REF: EXP202401408 - DIVERS,1622.14,,Paiement depense EXP202401408,,1408,2024-11-15,bank_export_20241115.csv
129,2024-09-25,TRANSFERT Outils_RH,REF: EXP202404883 - MENSUEL,183.66,,Paiement depense EXP202404883,,4883,2024-09-25,bank_export_20240925.csv
130,2025-05-25,CB Google Cloud Platfor,REF: EXP202504453 - MENSUEL,231.12,,Paiement depense EXP202504453,,4453,2025-05-25,bank_export_20250525.csv
131,2024-08-06,VIREMENT EXP202405641,REF: EXP202405641 - MENSUEL,736.4,,Paiement depense EXP202405641,,5641,2024-08-06,bank_export_20240806.csv
132,2024-10-07,RÉCURRENCE GitHub Entreprise,REF: EXP202404042 - MENSUEL,734.99,,Paiement depense EXP202404042,,4042,2024-10-07,bank_export_20241007.csv
133,2025-02-19,VIR REF EXP202502391,REF: EXP202502391 - ANNUEL,6453.4,,Paiement depense EXP202502391,,2391,2025-02-19,bank_export_20250219.csv
134,2025-07-16,TRANSFERT Juridique_Conformité,REF: EXP202501921 - ANNUEL,10432.85,,Paiement depense EXP202501921,,1921,2025-07-16,bank_export_20250716.csv
135,2025-05-24,RÉCURRENCE Services Azure,REF: EXP202501178 - MENSUEL,921.29,,Paiement depense EXP202501178,,1178,2025-05-24,bank_export_20250524.csv
136,2025-01-13,PAIEMENT CB Services_Publiques,REF: EXP202500592 - MENSUEL,1459.84,,Paiement depense EXP202500592,,592,2025-01-13,bank_export_20250113.csv
137,2025-03-21,CHÈQUE EXP202504629,REF: EXP202504629 - TRIMESTRIEL,2105.36,,Paiement depense EXP202504629,,4629,2025-03-21,bank_export_20250321.csv
138,2024-09-04,CHÈQUE EXP202402219,REF: EXP202402219 - ANNUEL,11377.61,,Paiement depense EXP202402219,,2219,2024-09-04,bank_export_20240904.csv
139,2025-05-19,ESPECES Hébergement hôtelier,REF: EXP202503255 - DIVERS,5015.35,,Paiement depense EXP202503255,,3255,2025-05-19,bank_export_20250519.csv
140,2025-02-24,TRANSFERT Formations,REF: EXP202504862 - TRIMESTRIEL,2986.99,,Paiement depense EXP202504862,,4862,2025-02-24,bank_export_20250224.csv
141,2025-07-01,CHÈQUE N°503741,REF: EXP202503741 - ANNUEL,3582.25,,Paiement depense EXP202503741,,3741,2025-07-01,bank_export_20250701.csv
142,2024-08-11,VIREMENT EXP202405563,REF: EXP202405563 - ANNUEL,3545.13,,Paiement depense EXP202405563,,5563,2024-08-11,bank_export_20240811.csv
143,2024-11-21,PRLV Microsoft 365,REF: EXP202403910 - MENSUEL,289.07,,Paiement depense EXP202403910,,3910,2024-11-21,bank_export_20241121.csv
144,2024-11-23,TRANSFERT Maintenance,REF: EXP202403583 - DIVERS,999.31,,Paiement depense EXP202403583,,3583,2024-11-23,bank_export_20241123.csv
145,2024-09-26,CHÈQUE N°402567,REF: EXP202402567 - DIVERS,2247.76,,Paiement depense EXP202402567,,2567,2024-09-26,bank_export_20240926.csv
146,2025-05-18,VIREMENT EXP202500448,REF: EXP202500448 - TRIMESTRIEL,1978.66,,Paiement depense EXP202500448,,448,2025-05-18,bank_export_20250518.csv
147,2025-04-25,CHÈQUE N°504118,REF: EXP202504118 - ANNUEL,6642.93,,Paiement depense EXP202504118,,4118,2025-04-25,bank_export_20250425.csv
148,2025-01-07,VIR REF EXP202402374,REF: EXP202402374 - ANNUEL,14643.61,,Paiement depense EXP202402374,,2374,2025-01-07,bank_export_20250107.csv
149,2025-01-25,VIR REF EXP202506467,REF: EXP202506467 - ANNUEL,5075.72,,Paiement depense EXP202506467,,6467,2025-01-25,bank_export_20250125.csv
150,2025-04-03,ESPECES Dîner client,REF: EXP202501220 - DIVERS,1548.23,,Paiement depense EXP202501220,,1220,2025-04-03,bank_export_20250403.csv
151,2025-02-21,CHÈQUE EXP202504430,REF: EXP202504430 - TRIMESTRIEL,1268.37,,Paiement depense EXP202504430,,4430,2025-02-21,bank_export_20250221.csv
152,2025-01-02,TRANSFERT Services_Cloud,REF: EXP202503679 - MENSUEL,231.65,,Paiement depense EXP202503679,,3679,2025-01-02,bank_export_20250102.csv
153,2024-08-10,CHÈQUE N°404392,REF: EXP202404392 - TRIMESTRIEL,2166.74,,Paiement depense EXP202404392,,4392,2024-08-10,bank_export_20240810.csv
154,2025-05-07,PRLV Téléphonie entreprise,REF: EXP202502238 - MENSUEL,1343.92,,Paiement depense EXP202502238,,2238,2025-05-07,bank_export_20250507.csv
155,2025-03-01,PRÉLÈVEMENT AUTO Frais_Bancaires,REF: EXP202506072 - MENSUEL,548.16,,Paiement depense EXP202506072,,6072,2025-03-01,bank_export_20250301.csv
156,2025-05-31,VIR REF EXP202502938,REF: EXP202502938 - ANNUEL,10511.88,,Paiement depense EXP202502938,,2938,2025-05-31,bank_export_20250531.csv
157,2024-12-03,CHÈQUE N°401617,REF: EXP202401617 - DIVERS,640.85,,Paiement depense EXP202401617,,1617,2024-12-03,bank_export_20241203.csv
158,2025-03-03,VIR REF EXP202504863,REF: EXP202504863 - ANNUEL,22212.21,,Paiement depense EXP202504863,,4863,2025-03-03,bank_export_20250303.csv
159,2024-10-20,CAISSE Maintenance,REF: EXP202402894 - DIVERS,1436.3,,Paiement depense EXP202402894,,2894,2024-10-20,bank_export_20241020.csv
160,2025-01-11,PAIEMENT CB Abonnements,REF: EXP202505801 - MENSUEL,692.7,,Paiement depense EXP202505801,,5801,2025-01-11,bank_export_20250111.csv
161,2025-02-20,TRANSFERT Juridique_Conformité,REF: EXP202504196 - ANNUEL,5249.58,,Paiement depense EXP202504196,,4196,2025-02-20,bank_export_20250220.csv
162,2025-04-17,TRANSFERT Licences_Logicielles,REF: EXP202501241 - ANNUEL,9498.15,,Paiement depense EXP202501241,,1241,2025-04-17,bank_export_20250417.csv
163,2025-06-17,TRANSFERT Juridique_Conformité,REF: EXP202500309 - ANNUEL,10901.89,,Paiement depense EXP202500309,,309,2025-06-17,bank_export_20250617.csv
164,2024-09-03,CHÈQUE N°404537,REF: EXP202404537 - ANNUEL,21807.0,,Paiement depense EXP202404537,,4537,2024-09-03,bank_export_20240903.csv
165,2025-01-02,CHÈQUE N°400394,REF: EXP202400394 - ANNUEL,4857.65,,Paiement depense EXP202400394,,394,2025-01-02,bank_export_20250102.csv
166,2025-06-21,PAIEMENT CB Services_Publiques,REF: EXP202506421 - MENSUEL,772.38,,Paiement depense EXP202506421,,6421,2025-06-21,bank_export_20250621.csv
167,2024-11-30,VIR REF EXP202401127,REF: EXP202401127 - ANNUEL,3125.23,,Paiement depense EXP202401127,,1127,2024-11-30,bank_export_20241130.csv
168,2024-09-05,CB Chauffage bureau,REF: EXP202401649 - MENSUEL,396.63,,Paiement depense EXP202401649,,1649,2024-09-05,bank_export_20240905.csv
