statement_id,statement_date,operation_label,additional_label,debit,credit,comments,related_invoice_id,related_expense_id,value_date,source_filename
32,2024-12-11,VIREMENT PARTIEL EXP202400152 2/4,REF: EXP202400152-P2 - PARTIEL 2/4,269.51,,Paiement partiel 2 de 4,,152,2024-12-12,export_bancaire_20241211.csv
33,2024-12-13,CHÈQUE PARTIE EXP202400152 3,REF: EXP202400152-P3 - PARTIEL 3/4,50.17,,Paiement partiel 3 de 4,,152,2024-12-14,export_bancaire_20241213.csv
34,2024-12-19,CHÈQUE PARTIE EXP202400152 4,REF: EXP202400152-P4 - PARTIEL 4/4,383.57,,Paiement partiel 4 de 4,,152,2024-12-20,export_bancaire_20241219.csv
35,2024-08-15,TRANSFERT Juridique_Conformité PARTIE 1,REF: EXP202400109-P1 - PARTIEL 1/5,1061.15,,Paiement partiel 1 de 5,,109,2024-08-15,export_bancaire_20240815.csv
36,2024-08-14,VIREMENT PARTIE EXP202400109-2,REF: EXP202400109-P2 - PARTIEL 2/5,384.13,,Paiement partiel 2 de 5,,109,2024-08-12,export_bancaire_20240814.csv
37,2024-08-22,RÉCURRENCE PARTIE 3/5,REF: EXP202400109-P3 - PARTIEL 3/5,125.8,,Paiement partiel 3 de 5,,109,2024-08-22,export_bancaire_20240822.csv
38,2024-08-25,TRANSFERT Juridique_Conformité PARTIE 4,REF: EXP202400109-P4 - PARTIEL 4/5,166.65,,Paiement partiel 4 de 5,,109,2024-08-23,export_bancaire_20240825.csv
39,2024-09-14,VIREMENT PARTIEL EXP202400109 5/5,REF: EXP202400109-P5 - PARTIEL 5/5,304.0,,Paiement partiel 5 de 5,,109,2024-09-14,export_bancaire_20240914.csv
40,2025-04-23,VIREMENT PARTIE EXP202500131-1,REF: EXP202500131-P1 - PARTIEL 1/5,508.48,,Paiement partiel 1 de 5,,131,2025-04-24,export_bancaire_20250423.csv
41,2025-04-27,PAIEMENT CB Services_Publiques PARTIE 2,REF: EXP202500131-P2 - PARTIEL 2/5,218.43,,Paiement partiel 2 de 5,,131,2025-04-25,export_bancaire_20250427.csv
42,2025-05-04,PAIEMENT CB Services_Publiques PARTIE 3,REF: EXP202500131-P3 - PARTIEL 3/5,242.39,,Paiement partiel 3 de 5,,131,2025-05-03,export_bancaire_20250504.csv
43,2025-05-04,TRANSFERT Services_Publiques PARTIE 4,REF: EXP202500131-P4 - PARTIEL 4/5,64.98,,Paiement partiel 4 de 5,,131,2025-05-03,export_bancaire_20250504.csv
44,2025-05-17,PAIEMENT CB Services_Publiques PARTIE 5,REF: EXP202500131-P5 - PARTIEL 5/5,231.01,,Paiement partiel 5 de 5,,131,2025-05-15,export_bancaire_20250517.csv
45,2025-03-11,CHÈQUE PARTIE EXP202500193 1,REF: EXP202500193-P1 - PARTIEL 1/3,3171.18,,Paiement partiel 1 de 3,,193,2025-03-13,export_bancaire_20250311.csv
46,2025-03-13,TRANSFERT Juridique_Conformité PARTIE 2,REF: EXP202500193-P2 - PARTIEL 2/3,390.99,,Paiement partiel 2 de 3,,193,2025-03-15,export_bancaire_20250313.csv
47,2025-03-24,CHÈQUE N°500193 PARTIE 3,REF: EXP202500193-P3 - PARTIEL 3/3,1864.26,,Paiement partiel 3 de 3,,193,2025-03-25,export_bancaire_20250324.csv
48,2024-10-10,PRÉLÈVEMENT PARTIEL Frais de change 1/2,REF: EXP202400188-P1 - PARTIEL 1/2,97.71,,Paiement partiel 1 de 2,,188,2024-10-08,export_bancaire_20241010.csv
49,2024-10-19,PRÉLÈVEMENT PARTIEL Frais de change 2/2,REF: EXP202400188-P2 - PARTIEL 2/2,210.9,,Paiement partiel 2 de 2,,188,2024-10-19,export_bancaire_20241019.csv
50,2024-12-22,VIREMENT PARTIEL EXP202400172 1/3,REF: EXP202400172-P1 - PARTIEL 1/3,98.27,,Paiement partiel 1 de 3,,172,2024-12-24,export_bancaire_20241222.csv
51,2024-12-27,PAIEMENT CB Frais_Bancaires PARTIE 2,REF: EXP202400172-P2 - PARTIEL 2/3,29.22,,Paiement partiel 2 de 3,,172,2024-12-29,export_bancaire_20241227.csv
52,2024-12-27,PRÉLÈVEMENT PARTIEL Frais de transaction 3/3,REF: EXP202400172-P3 - PARTIEL 3/3,44.16,,Paiement partiel 3 de 3,,172,2024-12-28,export_bancaire_20241227.csv
53,2024-08-02,CARTE PARTIE Frais de transaction 1,REF: EXP202400108-P1 - PARTIEL 1/4,135.71,,Paiement partiel 1 de 4,,108,2024-08-04,export_bancaire_20240802.csv
54,2024-08-04,PRÉLÈVEMENT PARTIEL Frais de transaction 2/4,REF: EXP202400108-P2 - PARTIEL 2/4,64.94,,Paiement partiel 2 de 4,,108,2024-08-06,export_bancaire_20240804.csv
55,2024-08-08,RÉCURRENCE PARTIE 3/4,REF: EXP202400108-P3 - PARTIEL 3/4,18.66,,Paiement partiel 3 de 4,,108,2024-08-06,export_bancaire_20240808.csv
56,2024-08-15,VIREMENT PARTIEL EXP202400108 4/4,REF: EXP202400108-P4 - PARTIEL 4/4,73.4,,Paiement partiel 4 de 4,,108,2024-08-15,export_bancaire_20240815.csv
57,2025-01-21,VIREMENT PARTIEL EXP202500243 1/5,REF: EXP202500243-P1 - PARTIEL 1/5,4369.9,,Paiement partiel 1 de 5,,243,2025-01-19,export_bancaire_20250121.csv
58,2025-01-20,VIREMENT PARTIE EXP202500243-2,REF: EXP202500243-P2 - PARTIEL 2/5,1467.47,,Paiement partiel 2 de 5,,243,2025-01-21,export_bancaire_20250120.csv
59,2025-01-25,VIREMENT PARTIE EXP202500243-3,REF: EXP202500243-P3 - PARTIEL 3/5,724.92,,Paiement partiel 3 de 5,,243,2025-01-26,export_bancaire_20250125.csv
60,2025-01-26,CHÈQUE N°500243 PARTIE 4,REF: EXP202500243-P4 - PARTIEL 4/5,904.56,,Paiement partiel 4 de 5,,243,2025-01-25,export_bancaire_20250126.csv
61,2025-02-12,VIREMENT PARTIEL EXP202500243 5/5,REF: EXP202500243-P5 - PARTIEL 5/5,1182.48,,Paiement partiel 5 de 5,,243,2025-02-10,export_bancaire_20250212.csv
62,2025-02-19,PRÉLÈVEMENT AUTOMATIQUE Frais_Bancaires PARTIE 1,REF: EXP202500019-P1 - PARTIEL 1/2,96.48,,Paiement partiel 1 de 2,,19,2025-02-17,export_bancaire_20250219.csv
63,2025-02-20,VIREMENT PARTIE EXP202500019-2,REF: EXP202500019-P2 - PARTIEL 2/2,411.42,,Paiement partiel 2 de 2,,19,2025-02-20,export_bancaire_20250220.csv
64,2024-12-14,PRÉLÈVEMENT AUTOMATIQUE Services_Publiques PARTIE 1,REF: EXP202400064-P1 - PARTIEL 1/2,51.78,,Paiement partiel 1 de 2,,64,2024-12-15,export_bancaire_20241214.csv
65,2024-12-22,TRANSFERT Services_Publiques PARTIE 2,REF: EXP202400064-P2 - PARTIEL 2/2,185.39,,Paiement partiel 2 de 2,,64,2024-12-22,export_bancaire_20241222.csv
66,2025-05-17,VIREMENT PARTIEL EXP202500086 1/3,REF: EXP202500086-P1 - PARTIEL 1/3,18.09,,Paiement partiel 1 de 3,,86,2025-05-16,export_bancaire_20250517.csv
67,2025-05-24,VIREMENT PARTIEL EXP202500086 2/3,REF: EXP202500086-P2 - PARTIEL 2/3,49.69,,Paiement partiel 2 de 3,,86,2025-05-23,export_bancaire_20250524.csv
68,2025-05-28,RÉCURRENCE PARTIE 3/3,REF: EXP202500086-P3 - PARTIEL 3/3,47.73,,Paiement partiel 3 de 3,,86,2025-05-26,export_bancaire_20250528.csv
69,2024-09-28,VIREMENT PARTIEL EXP202400087 1/3,REF: EXP202400087-P1 - PARTIEL 1/3,3227.24,,Paiement partiel 1 de 3,,87,2024-09-30,export_bancaire_20240928.csv
70,2024-09-25,CHÈQUE PARTIE EXP202400087 2,REF: EXP202400087-P2 - PARTIEL 2/3,1336.26,,Paiement partiel 2 de 3,,87,2024-09-24,export_bancaire_20240925.csv
71,2024-10-21,CHÈQUE PARTIE EXP202400087 3,REF: EXP202400087-P3 - PARTIEL 3/3,3419.99,,Paiement partiel 3 de 3,,87,2024-10-19,export_bancaire_20241021.csv
72,2025-03-28,VIREMENT PARTIE EXP202500211-1,REF: EXP202500211-P1 - PARTIEL 1/4,1769.75,,Paiement partiel 1 de 4,,211,2025-03-26,export_bancaire_20250328.csv
73,2025-03-28,CHÈQUE N°500211 PARTIE 2,REF: EXP202500211-P2 - PARTIEL 2/4,1650.0,,Paiement partiel 2 de 4,,211,2025-03-28,export_bancaire_20250328.csv
74,2025-04-04,VIREMENT PARTIEL EXP202500211 3/4,REF: EXP202500211-P3 - PARTIEL 3/4,1778.68,,Paiement partiel 3 de 4,,211,2025-04-02,export_bancaire_20250404.csv
75,2025-04-20,CHÈQUE N°500211 PARTIE 4,REF: EXP202500211-P4 - PARTIEL 4/4,8987.87,,Paiement partiel 4 de 4,,211,2025-04-19,export_bancaire_20250420.csv
76,2025-06-29,CHÈQUE PARTIE EXP202500111 1,REF: EXP202500111-P1 - PARTIEL 1/5,13579.53,,Paiement partiel 1 de 5,,111,2025-06-29,export_bancaire_20250629.csv
77,2025-06-29,CHÈQUE PARTIE EXP202500111 2,REF: EXP202500111-P2 - PARTIEL 2/5,2940.39,,Paiement partiel 2 de 5,,111,2025-06-27,export_bancaire_20250629.csv
78,2025-07-14,VIREMENT PARTIE EXP202500111-3,REF: EXP202500111-P3 - PARTIEL 3/5,2392.78,,Paiement partiel 3 de 5,,111,2025-07-15,export_bancaire_20250714.csv
79,2025-07-03,VIREMENT PARTIE EXP202500111-4,REF: EXP202500111-P4 - PARTIEL 4/5,2017.85,,Paiement partiel 4 de 5,,111,2025-07-04,export_bancaire_20250703.csv
80,2025-07-24,VIREMENT PARTIEL EXP202500111 5/5,REF: EXP202500111-P5 - PARTIEL 5/5,2034.06,,Paiement partiel 5 de 5,,111,2025-07-25,export_bancaire_20250724.csv
81,2025-06-11,RÉCURRENCE PARTIE 1/3,REF: EXP202500140-P1 - PARTIEL 1/3,247.94,,Paiement partiel 1 de 3,,140,2025-06-11,export_bancaire_20250611.csv
82,2025-06-16,PAIEMENT CB Outils_RH PARTIE 2,REF: EXP202500140-P2 - PARTIEL 2/3,360.45,,Paiement partiel 2 de 3,,140,2025-06-17,export_bancaire_20250616.csv
83,2025-06-21,VIREMENT PARTIEL EXP202500140 3/3,REF: EXP202500140-P3 - PARTIEL 3/3,392.2,,Paiement partiel 3 de 3,,140,2025-06-20,export_bancaire_20250621.csv
84,2025-05-02,VIREMENT PARTIE EXP202500239-1,REF: EXP202500239-P1 - PARTIEL 1/3,362.43,,Paiement partiel 1 de 3,,239,2025-05-04,export_bancaire_20250502.csv
85,2025-05-12,CARTE PARTIE Service bancaire 2,REF: EXP202500239-P2 - PARTIEL 2/3,58.58,,Paiement partiel 2 de 3,,239,2025-05-10,export_bancaire_20250512.csv
86,2025-05-13,PRÉLÈVEMENT PARTIEL Service bancaire 3/3,REF: EXP202500239-P3 - PARTIEL 3/3,208.36,,Paiement partiel 3 de 3,,239,2025-05-13,export_bancaire_20250513.csv
87,2025-03-04,PAIEMENT CB Outils_RH PARTIE 1,REF: EXP202500203-P1 - PARTIEL 1/2,87.21,,Paiement partiel 1 de 2,,203,2025-03-02,export_bancaire_20250304.csv
88,2025-03-10,PRÉLÈVEMENT PARTIEL BambooHR 2/2,REF: EXP202500203-P2 - PARTIEL 2/2,65.26,,Paiement partiel 2 de 2,,203,2025-03-10,export_bancaire_20250310.csv
89,2025-07-29,VIREMENT PARTIEL EXP202500114 1/3,REF: EXP202500114-P1 - PARTIEL 1/3,8330.14,,Paiement partiel 1 de 3,,114,2025-07-27,export_bancaire_20250729.csv
90,2025-08-11,CHÈQUE PARTIE EXP202500114 2,REF: EXP202500114-P2 - PARTIEL 2/3,832.63,,Paiement partiel 2 de 3,,114,2025-08-11,export_bancaire_20250811.csv
91,2025-08-01,VIREMENT PARTIE EXP202500114-3,REF: EXP202500114-P3 - PARTIEL 3/3,6191.72,,Paiement partiel 3 de 3,,114,2025-08-03,export_bancaire_20250801.csv
92,2024-08-07,TRANSFERT Abonnements PARTIE 1,REF: EXP202400166-P1 - PARTIEL 1/5,57.95,,Paiement partiel 1 de 5,,166,2024-08-09,export_bancaire_20240807.csv
93,2024-08-09,PRÉLÈVEMENT PARTIEL Adobe Creative Cloud 2/5,REF: EXP202400166-P2 - PARTIEL 2/5,14.65,,Paiement partiel 2 de 5,,166,2024-08-09,export_bancaire_20240809.csv
94,2024-08-11,VIREMENT PARTIEL EXP202400166 3/5,REF: EXP202400166-P3 - PARTIEL 3/5,11.61,,Paiement partiel 3 de 5,,166,2024-08-13,export_bancaire_20240811.csv
95,2024-08-27,TRANSFERT Abonnements PARTIE 4,REF: EXP202400166-P4 - PARTIEL 4/5,16.2,,Paiement partiel 4 de 5,,166,2024-08-27,export_bancaire_20240827.csv
96,2024-08-23,PAIEMENT CB Abonnements PARTIE 5,REF: EXP202400166-P5 - PARTIEL 5/5,17.73,,Paiement partiel 5 de 5,,166,2024-08-25,export_bancaire_20240823.csv
97,2025-02-25,PAIEMENT CB Outils_RH PARTIE 1,REF: EXP202500130-P1 - PARTIEL 1/2,371.2,,Paiement partiel 1 de 2,,130,2025-02-25,export_bancaire_20250225.csv
98,2025-03-05,TRANSFERT Outils_RH PARTIE 2,REF: EXP202500130-P2 - PARTIEL 2/2,792.11,,Paiement partiel 2 de 2,,130,2025-03-04,export_bancaire_20250305.csv
99,2024-09-05,CHÈQUE PARTIE EXP202400103 1,REF: EXP202400103-P1 - PARTIEL 1/4,3282.81,,Paiement partiel 1 de 4,,103,2024-09-07,export_bancaire_20240905.csv
100,2024-09-16,VIREMENT PARTIEL EXP202400103 2/4,REF: EXP202400103-P2 - PARTIEL 2/4,609.74,,Paiement partiel 2 de 4,,103,2024-09-18,export_bancaire_20240916.csv
101,2024-09-09,VIREMENT PARTIE EXP202400103-3,REF: EXP202400103-P3 - PARTIEL 3/4,492.74,,Paiement partiel 3 de 4,,103,2024-09-10,export_bancaire_20240909.csv
102,2024-09-23,CHÈQUE PARTIE EXP202400103 4,REF: EXP202400103-P4 - PARTIEL 4/4,1997.16,,Paiement partiel 4 de 4,,103,2024-09-23,export_bancaire_20240923.csv
103,2025-07-07,PRÉLÈVEMENT PARTIEL Cloudflare 1/3,REF: EXP202500171-P1 - PARTIEL 1/3,37.7,,Paiement partiel 1 de 3,,171,2025-07-06,export_bancaire_20250707.csv
104,2025-07-12,VIREMENT PARTIE EXP202500171-2,REF: EXP202500171-P2 - PARTIEL 2/3,16.39,,Paiement partiel 2 de 3,,171,2025-07-12,export_bancaire_20250712.csv
105,2025-07-20,VIREMENT PARTIEL EXP202500171 3/3,REF: EXP202500171-P3 - PARTIEL 3/3,104.69,,Paiement partiel 3 de 3,,171,2025-07-20,export_bancaire_20250720.csv
106,2024-11-25,PRÉLÈVEMENT AUTOMATIQUE Outils_RH PARTIE 1,REF: EXP202400067-P1 - PARTIEL 1/5,388.35,,Paiement partiel 1 de 5,,67,2024-11-23,export_bancaire_20241125.csv
107,2024-12-02,VIREMENT PARTIE EXP202400067-2,REF: EXP202400067-P2 - PARTIEL 2/5,266.54,,Paiement partiel 2 de 5,,67,2024-11-30,export_bancaire_20241202.csv
108,2024-12-09,VIREMENT PARTIEL EXP202400067 3/5,REF: EXP202400067-P3 - PARTIEL 3/5,243.69,,Paiement partiel 3 de 5,,67,2024-12-07,export_bancaire_20241209.csv
109,2024-12-06,PRÉLÈVEMENT PARTIEL BambooHR 4/5,REF: EXP202400067-P4 - PARTIEL 4/5,70.74,,Paiement partiel 4 de 5,,67,2024-12-07,export_bancaire_20241206.csv
110,2024-12-14,PRÉLÈVEMENT PARTIEL BambooHR 5/5,REF: EXP202400067-P5 - PARTIEL 5/5,178.73,,Paiement partiel 5 de 5,,67,2024-12-13,export_bancaire_20241214.csv
111,2025-05-13,TRANSFERT Services_Publiques PARTIE 1,REF: EXP202500161-P1 - PARTIEL 1/3,175.84,,Paiement partiel 1 de 3,,161,2025-05-11,export_bancaire_20250513.csv
112,2025-05-21,VIREMENT PARTIE EXP202500161-2,REF: EXP202500161-P2 - PARTIEL 2/3,58.9,,Paiement partiel 2 de 3,,161,2025-05-20,export_bancaire_20250521.csv
113,2025-05-20,VIREMENT PARTIEL EXP202500161 3/3,REF: EXP202500161-P3 - PARTIEL 3/3,416.87,,Paiement partiel 3 de 3,,161,2025-05-21,export_bancaire_20250520.csv
114,2024-09-08,TRANSFERT Juridique_Conformité PARTIE 1,REF: EXP202400155-P1 - PARTIEL 1/4,760.2,,Paiement partiel 1 de 4,,155,2024-09-09,export_bancaire_20240908.csv
115,2024-09-06,VIREMENT PARTIE EXP202400155-2,REF: EXP202400155-P2 - PARTIEL 2/4,771.47,,Paiement partiel 2 de 4,,155,2024-09-08,export_bancaire_20240906.csv
116,2024-09-20,VIREMENT PARTIE EXP202400155-3,REF: EXP202400155-P3 - PARTIEL 3/4,804.68,,Paiement partiel 3 de 4,,155,2024-09-18,export_bancaire_20240920.csv
117,2024-09-27,CHÈQUE PARTIE EXP202400155 4,REF: EXP202400155-P4 - PARTIEL 4/4,568.71,,Paiement partiel 4 de 4,,155,2024-09-27,export_bancaire_20240927.csv
118,2024-11-03,CARTE PARTIE Facture électricité 1,REF: EXP202400198-P1 - PARTIEL 1/3,130.88,,Paiement partiel 1 de 3,,198,2024-11-03,export_bancaire_20241103.csv
119,2024-11-06,PRÉLÈVEMENT PARTIEL Facture électricité 2/3,REF: EXP202400198-P2 - PARTIEL 2/3,535.19,,Paiement partiel 2 de 3,,198,2024-11-05,export_bancaire_20241106.csv
120,2024-11-08,PAIEMENT CB Services_Publiques PARTIE 3,REF: EXP202400198-P3 - PARTIEL 3/3,467.92,,Paiement partiel 3 de 3,,198,2024-11-09,export_bancaire_20241108.csv
121,2025-07-11,CHÈQUE N°500080 PARTIE 1,REF: EXP202500080-P1 - PARTIEL 1/2,62.49,,Paiement partiel 1 de 2,,80,2025-07-11,export_bancaire_20250711.csv
122,2025-07-17,TRANSFERT Fournitures_Bureau PARTIE 2,REF: EXP202500080-P2 - PARTIEL 2/2,227.16,,Paiement partiel 2 de 2,,80,2025-07-15,export_bancaire_20250717.csv
123,2024-12-11,TRANSFERT Fournitures_Bureau PARTIE 1,REF: EXP202400177-P1 - PARTIEL 1/3,366.73,,Paiement partiel 1 de 3,,177,2024-12-12,export_bancaire_20241211.csv
124,2024-12-12,CHÈQUE PARTIE EXP202400177 2,REF: EXP202400177-P2 - PARTIEL 2/3,63.55,,Paiement partiel 2 de 3,,177,2024-12-14,export_bancaire_20241212.csv
125,2024-12-20,VIREMENT PARTIE EXP202400177-3,REF: EXP202400177-P3 - PARTIEL 3/3,222.49,,Paiement partiel 3 de 3,,177,2024-12-19,export_bancaire_20241220.csv
126,2025-04-10,CAISSE Équipement PARTIE 1,REF: EXP202500056-P1 - PARTIEL 1/3,1088.3,,Paiement partiel 1 de 3,,56,2025-04-08,export_bancaire_20250410.csv
127,2025-04-09,PAIEMENT CB Équipement PARTIE 2,REF: EXP202500056-P2 - PARTIEL 2/3,435.62,,Paiement partiel 2 de 3,,56,2025-04-08,export_bancaire_20250409.csv
128,2025-04-25,PAIEMENT CB Équipement PARTIE 3,REF: EXP202500056-P3 - PARTIEL 3/3,322.96,,Paiement partiel 3 de 3,,56,2025-04-26,export_bancaire_20250425.csv
129,2025-07-10,PAIEMENT CB Fournitures_Bureau PARTIE 1,REF: EXP202500218-P1 - PARTIEL 1/2,250.37,,Paiement partiel 1 de 2,,218,2025-07-08,export_bancaire_20250710.csv
130,2025-07-18,CHÈQUE PARTIE EXP202500218 2,REF: EXP202500218-P2 - PARTIEL 2/2,270.33,,Paiement partiel 2 de 2,,218,2025-07-16,export_bancaire_20250718.csv
131,2025-04-10,VIREMENT PARTIE EXP202500115-1,REF: EXP202500115-P1 - PARTIEL 1/2,678.64,,Paiement partiel 1 de 2,,115,2025-04-11,export_bancaire_20250410.csv
132,2025-04-21,VIREMENT PARTIEL EXP202500115 2/2,REF: EXP202500115-P2 - PARTIEL 2/2,1980.26,,Paiement partiel 2 de 2,,115,2025-04-22,export_bancaire_20250421.csv
133,2025-03-25,PRÉLÈVEMENT PARTIEL Cloudflare 1/5,REF: EXP202500207-P1 - PARTIEL 1/5,440.33,,Paiement partiel 1 de 5,,207,2025-03-27,export_bancaire_20250325.csv
134,2025-03-31,CARTE PARTIE Cloudflare 2,REF: EXP202500207-P2 - PARTIEL 2/5,177.06,,Paiement partiel 2 de 5,,207,2025-03-31,export_bancaire_20250331.csv
135,2025-03-29,VIREMENT PARTIEL EXP202500207 3/5,REF: EXP202500207-P3 - PARTIEL 3/5,67.2,,Paiement partiel 3 de 5,,207,2025-03-30,export_bancaire_20250329.csv
136,2025-03-31,PRÉLÈVEMENT AUTOMATIQUE Services_Cloud PARTIE 4,REF: EXP202500207-P4 - PARTIEL 4/5,71.88,,Paiement partiel 4 de 5,,207,2025-03-30,export_bancaire_20250331.csv
137,2025-04-11,PAIEMENT CB Services_Cloud PARTIE 5,REF: EXP202500207-P5 - PARTIEL 5/5,67.98,,Paiement partiel 5 de 5,,207,2025-04-13,export_bancaire_20250411.csv
138,2025-03-08,PAIEMENT CB Outils_RH PARTIE 1,REF: EXP202500250-P1 - PARTIEL 1/2,99.86,,Paiement partiel 1 de 2,,250,2025-03-07,export_bancaire_20250308.csv
139,2025-03-07,PRÉLÈVEMENT PARTIEL Workday 2/2,REF: EXP202500250-P2 - PARTIEL 2/2,825.25,,Paiement partiel 2 de 2,,250,2025-03-05,export_bancaire_20250307.csv
